"week","reports"
0.142857142857143,7
0.285714285714286,5
0.428571428571429,7
0.571428571428571,3
0.714285714285714,8
0.857142857142857,5
1,17
1.14285714285714,10
1.28571428571429,10
1.42857142857143,8
1.57142857142857,9
1.71428571428571,18
1.85714285714286,30
2,27
2.14285714285714,35
2.28571428571429,17
2.42857142857143,42
2.57142857142857,36
2.71428571428571,68
2.85714285714286,63
3,40
3.14285714285714,52
3.28571428571429,57
3.42857142857143,73
3.57142857142857,59
3.71428571428571,32
3.85714285714286,64
4,31
4.14285714285714,77
4.28571428571429,111
4.42857142857143,68
4.57142857142857,57
4.71428571428571,57
4.85714285714286,113
5,110
5.14285714285714,35
5.28571428571429,39
5.42857142857143,19
5.57142857142857,37
5.71428571428571,12
5.85714285714286,16
6,13
6.14285714285714,0
6.28571428571429,2
6.42857142857143,2
6.57142857142857,0
6.71428571428571,4
6.85714285714286,0
7,0
7.14285714285714,2
7.28571428571429,1
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,1
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
