"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9983,14,3,7,4
0.285714285714286,"1",9979,12,9,4,4
0.428571428571429,"1",9974,16,10,5,1
0.571428571428571,"1",9967,17,16,7,7
0.714285714285714,"1",9960,15,25,7,1
0.857142857142857,"1",9945,20,35,15,4
1,"1",9936,23,41,9,8
1.14285714285714,"1",9924,24,52,12,10
1.28571428571429,"1",9902,33,65,22,7
1.42857142857143,"1",9889,33,78,13,5
1.57142857142857,"1",9876,26,98,13,9
1.71428571428571,"1",9859,34,107,17,17
1.85714285714286,"1",9837,38,125,22,17
2,"1",9822,38,140,15,6
2.14285714285714,"1",9794,53,153,28,15
2.28571428571429,"1",9764,56,180,30,11
2.42857142857143,"1",9734,61,205,30,18
2.57142857142857,"1",9702,64,234,32,20
2.71428571428571,"1",9652,76,272,50,37
2.85714285714286,"1",9612,81,307,40,26
3,"1",9573,78,349,39,15
3.14285714285714,"1",9535,85,380,38,22
3.28571428571429,"1",9485,96,419,50,8
3.42857142857143,"1",9418,126,456,67,43
3.57142857142857,"1",9358,132,510,60,22
3.71428571428571,"1",9291,143,566,67,31
3.85714285714286,"1",9230,136,634,61,32
4,"1",9173,136,691,57,32
4.14285714285714,"1",9089,159,752,84,75
4.28571428571429,"1",9008,180,812,81,47
4.42857142857143,"1",8924,198,878,84,34
4.57142857142857,"1",8815,229,956,109,32
4.71428571428571,"1",8693,249,1058,122,44
4.85714285714286,"1",8561,275,1164,132,58
5,"1",8433,284,1283,128,62
5.14285714285714,"1",8370,231,1399,63,35
5.28571428571429,"1",8317,209,1474,53,30
5.42857142857143,"1",8280,175,1545,37,21
5.57142857142857,"1",8245,152,1603,35,25
5.71428571428571,"1",8204,130,1666,41,30
5.85714285714286,"1",8182,105,1713,22,15
6,"1",8152,96,1752,30,16
6.14285714285714,"1",8134,77,1789,18,11
6.28571428571429,"1",8120,59,1821,14,11
6.42857142857143,"1",8105,45,1850,15,3
6.57142857142857,"1",8099,29,1872,6,4
6.71428571428571,"1",8091,26,1883,8,5
6.85714285714286,"1",8085,21,1894,6,0
7,"1",8079,18,1903,6,1
7.14285714285714,"1",8073,18,1909,6,0
7.28571428571429,"1",8070,12,1918,3,1
7.42857142857143,"1",8068,8,1924,2,0
7.57142857142857,"1",8065,6,1929,3,0
7.71428571428571,"1",8062,7,1931,3,0
7.85714285714286,"1",8059,10,1931,3,1
8,"1",8057,7,1936,2,1
8.14285714285714,"1",8055,7,1938,2,2
8.28571428571428,"1",8053,7,1940,2,1
8.42857142857143,"1",8052,4,1944,1,3
8.57142857142857,"1",8052,3,1945,0,0
8.71428571428571,"1",8051,3,1946,1,0
8.85714285714286,"1",8049,4,1947,2,2
9,"1",8049,3,1948,0,0
9.14285714285714,"1",8048,2,1950,1,1
9.28571428571428,"1",8048,2,1950,0,0
9.42857142857143,"1",8048,0,1952,0,0
9.57142857142857,"1",8048,0,1952,0,0
9.71428571428571,"1",8048,0,1952,0,0
9.85714285714286,"1",8048,0,1952,0,0
10,"1",8048,0,1952,0,0
