"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9988,9,3,2,2
0.285714285714286,"1",9978,14,8,10,7
0.428571428571429,"1",9971,14,15,7,1
0.571428571428571,"1",9954,25,21,17,10
0.714285714285714,"1",9942,25,33,12,5
0.857142857142857,"1",9922,34,44,20,6
1,"1",9900,40,60,22,15
1.14285714285714,"1",9876,56,68,24,6
1.28571428571429,"1",9840,71,89,36,9
1.42857142857143,"1",9800,75,125,40,18
1.57142857142857,"1",9765,81,154,35,17
1.71428571428571,"1",9718,91,191,47,23
1.85714285714286,"1",9682,87,231,36,7
2,"1",9633,94,273,49,30
2.14285714285714,"1",9573,98,329,60,19
2.28571428571429,"1",9527,106,367,46,26
2.42857142857143,"1",9469,112,419,58,26
2.57142857142857,"1",9410,131,459,59,27
2.71428571428571,"1",9302,172,526,108,46
2.85714285714286,"1",9208,192,600,94,39
3,"1",9093,222,685,115,75
3.14285714285714,"1",8971,259,770,122,42
3.28571428571429,"1",8836,295,869,135,48
3.42857142857143,"1",8660,343,997,176,110
3.57142857142857,"1",8499,363,1138,161,74
3.71428571428571,"1",8359,361,1280,140,73
3.85714285714286,"1",8187,387,1426,172,92
4,"1",8017,386,1597,170,106
4.14285714285714,"1",7827,417,1756,190,61
4.28571428571429,"1",7647,425,1928,180,76
4.42857142857143,"1",7479,412,2109,168,122
4.57142857142857,"1",7315,418,2267,164,94
4.71428571428571,"1",7151,417,2432,164,52
4.85714285714286,"1",6974,429,2597,177,82
5,"1",6810,413,2777,164,73
5.14285714285714,"1",6747,316,2937,63,44
5.28571428571429,"1",6707,236,3057,40,16
5.42857142857143,"1",6658,191,3151,49,25
5.57142857142857,"1",6608,176,3216,50,28
5.71428571428571,"1",6581,143,3276,27,18
5.85714285714286,"1",6552,109,3339,29,12
6,"1",6526,80,3394,26,7
6.14285714285714,"1",6509,63,3428,17,7
6.28571428571429,"1",6495,55,3450,14,7
6.42857142857143,"1",6489,35,3476,6,4
6.57142857142857,"1",6481,32,3487,8,3
6.71428571428571,"1",6474,25,3501,7,2
6.85714285714286,"1",6469,22,3509,5,3
7,"1",6462,20,3518,7,4
7.14285714285714,"1",6461,11,3528,1,0
7.28571428571429,"1",6459,7,3534,2,2
7.42857142857143,"1",6458,7,3535,1,0
7.57142857142857,"1",6457,4,3539,1,0
7.71428571428571,"1",6457,0,3543,0,0
7.85714285714286,"1",6457,0,3543,0,0
8,"1",6457,0,3543,0,0
8.14285714285714,"1",6457,0,3543,0,0
8.28571428571428,"1",6457,0,3543,0,0
8.42857142857143,"1",6457,0,3543,0,0
8.57142857142857,"1",6457,0,3543,0,0
8.71428571428571,"1",6457,0,3543,0,0
8.85714285714286,"1",6457,0,3543,0,0
9,"1",6457,0,3543,0,0
9.14285714285714,"1",6457,0,3543,0,0
9.28571428571428,"1",6457,0,3543,0,0
9.42857142857143,"1",6457,0,3543,0,0
9.57142857142857,"1",6457,0,3543,0,0
9.71428571428571,"1",6457,0,3543,0,0
9.85714285714286,"1",6457,0,3543,0,0
10,"1",6457,0,3543,0,0
