"task_id","simulation_seed","observed_data_md5","model","display_model","error_scope","mean_error_value"
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","gamma_noise","Gamma-noise","After week 5",-0.0562023549073086
157,1157,"66c6e6745a642b2c128f396464ab9c36","gamma_noise","Gamma-noise","After week 5",0.383557220694152
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","gamma_noise","Gamma-noise","After week 5",0.210770458541079
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","gamma_noise","Gamma-noise","After week 5",0.209627181481533
160,1160,"6fc5bd4defacec08d522e9606a883766","gamma_noise","Gamma-noise","After week 5",0.262677541796069
161,1161,"a357237d620a342d728f96dc8aac5757","gamma_noise","Gamma-noise","After week 5",0.132023268962718
162,1162,"4cc160a48b020eb4685997894bf01baf","gamma_noise","Gamma-noise","After week 5",0.0671176034115386
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","gamma_noise","Gamma-noise","After week 5",0.0104417828611172
164,1164,"d690f07a51a75e813d73e446e77eb394","gamma_noise","Gamma-noise","After week 5",0.0808344102637285
165,1165,"50366235ff21bfd0a4d01f895b905c92","gamma_noise","Gamma-noise","After week 5",0.240829329831195
166,1166,"495d59eeef0b219751064d03c686254d","gamma_noise","Gamma-noise","After week 5",-0.113514085974821
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","gamma_noise","Gamma-noise","After week 5",0.00349658374201656
168,1168,"d65d84681677642681932395599566ad","gamma_noise","Gamma-noise","After week 5",-0.136843464875059
169,1169,"4b517b06b20afe2ab6f16f327d16edef","gamma_noise","Gamma-noise","After week 5",-0.279751710818504
170,1170,"f32af8f5828cad3f276263ef3b9502fb","gamma_noise","Gamma-noise","After week 5",0.00705363137946144
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","gamma_noise","Gamma-noise","After week 5",-0.29521579625133
172,1172,"68d41d2891a14e960534c955889a715f","gamma_noise","Gamma-noise","After week 5",-0.335358602521361
173,1173,"b998c1e8401789afff3d7d34e1be5997","gamma_noise","Gamma-noise","After week 5",0.101938114960045
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","gamma_noise","Gamma-noise","After week 5",0.169219448516479
175,1175,"2744bfdd13475fbe6815e8986de922fa","gamma_noise","Gamma-noise","After week 5",0.579226526055896
176,1176,"c141df7878a0d44e38a58170b4492543","gamma_noise","Gamma-noise","After week 5",0.129192906334139
177,1177,"c17f97d975a2e6794ea31e8367d83e40","gamma_noise","Gamma-noise","After week 5",-0.403143077967997
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","gamma_noise","Gamma-noise","After week 5",0.0456011976422195
179,1179,"6d4a044da028c76d3fafc003136384eb","gamma_noise","Gamma-noise","After week 5",0.0720732509046022
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","gamma_noise","Gamma-noise","After week 5",0.0705912654093774
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","gamma_noise","Gamma-noise","After week 5",0.396816868901809
182,1182,"941f9c48ec56eb19b25786187b006f10","gamma_noise","Gamma-noise","After week 5",-0.162919541771911
183,1183,"2dc5d7e9b3e15c740d490d788211573a","gamma_noise","Gamma-noise","After week 5",-0.525500031965653
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","gamma_noise","Gamma-noise","After week 5",-0.120890472730264
185,1185,"52e3986fb55b179cf59e4540a86a982d","gamma_noise","Gamma-noise","After week 5",0.0710966335643348
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","gamma_noise","Gamma-noise","After week 5",-0.134187503342089
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","gamma_noise","Gamma-noise","After week 5",0.600500715200025
188,1188,"0e1b1e567b5a85241d50f71772de9be1","gamma_noise","Gamma-noise","After week 5",-0.0115232786194042
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","gamma_noise","Gamma-noise","After week 5",-0.328380879745223
190,1190,"e11e338409fdbfff7af641a286a93437","gamma_noise","Gamma-noise","After week 5",0.352957461552747
191,1191,"88ccda7d997701880c9d0c636b220b1e","gamma_noise","Gamma-noise","After week 5",0.00616420969436877
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","gamma_noise","Gamma-noise","After week 5",-0.179238033566418
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","gamma_noise","Gamma-noise","After week 5",0.454335330682924
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","gamma_noise","Gamma-noise","After week 5",0.200959903669325
195,1195,"4b29886fa0376b89caa9cc697a80dc98","gamma_noise","Gamma-noise","After week 5",0.115296654799978
196,1196,"4a7772e1b5862480e3537a3124e41c07","gamma_noise","Gamma-noise","After week 5",0.36316896491044
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","gamma_noise","Gamma-noise","After week 5",0.204290283495486
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","gamma_noise","Gamma-noise","After week 5",0.476472452279747
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","gamma_noise","Gamma-noise","After week 5",-0.0169882488145452
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","gamma_noise","Gamma-noise","After week 5",0.142361370888469
1,1001,"64a1b5c02bdecc100b37ee56029391d3","bspline_B","B-spline","After week 5",-0.882785124440181
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","bspline_B","B-spline","After week 5",-0.787672885699221
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","bspline_B","B-spline","After week 5",-0.997242560163511
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","bspline_B","B-spline","After week 5",0.109809659906865
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","bspline_B","B-spline","After week 5",-0.924386564528549
6,1006,"83a6fae95545d773b4ac09416fd8a73d","bspline_B","B-spline","After week 5",0.23373980523323
7,1007,"c23f10d0daa427c993e4ece1079ed751","bspline_B","B-spline","After week 5",-0.109770807928867
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","bspline_B","B-spline","After week 5",0.688723114332792
9,1009,"51101219b554b4802624e043f09d6160","bspline_B","B-spline","After week 5",-0.0134155491280084
10,1010,"3658851b68a2ae24c2e8e9838200e49c","bspline_B","B-spline","After week 5",-0.0877858710030942
11,1011,"b0091463d341b4712ff6e9dd82a58abf","bspline_B","B-spline","After week 5",0.507357086232014
12,1012,"05f564b562cd69afde749fbba393d734","bspline_B","B-spline","After week 5",-0.616127881391699
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","bspline_B","B-spline","After week 5",-0.801174759443472
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","bspline_B","B-spline","After week 5",0.561084843566932
15,1015,"ae056eafb87645cec401ccb46346269b","bspline_B","B-spline","After week 5",-0.00144728848195372
16,1016,"a714e996eac59ec21285ac81b9fb5223","bspline_B","B-spline","After week 5",-0.36931203635578
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","bspline_B","B-spline","After week 5",-0.0621144783083903
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","bspline_B","B-spline","After week 5",-0.551829450958435
19,1019,"13d489a8a65aa7a169791da7e2e871a6","bspline_B","B-spline","After week 5",-1.4200901264803
20,1020,"714f6bb12c5d63009433470452ca002b","bspline_B","B-spline","After week 5",0.0580102275731462
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","bspline_B","B-spline","After week 5",-0.565965087032656
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","bspline_B","B-spline","After week 5",-0.77477565584462
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","bspline_B","B-spline","After week 5",-0.953435250972363
24,1024,"f17101a77a91a5858651ca092461a15e","bspline_B","B-spline","After week 5",-0.114061413142344
25,1025,"5bffd9597ff51651a7b3c018b0060e43","bspline_B","B-spline","After week 5",-1.21067128178929
26,1026,"7d638818fac5c183766d7bd337251990","bspline_B","B-spline","After week 5",-0.880346027634682
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B","B-spline","After week 5",-0.135559253845435
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B","B-spline","After week 5",-0.467718174876153
29,1029,"f88e4728f80479179227d46e3ae73be8","bspline_B","B-spline","After week 5",0.173227415158353
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B","B-spline","After week 5",0.344358969700835
31,1031,"1f4f623a1599fc68865ccca5c8e38092","bspline_B","B-spline","After week 5",-1.54278011101469
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","bspline_B","B-spline","After week 5",-0.361243487325456
33,1033,"1c656b251cec47b7f90e7590d6f84c85","bspline_B","B-spline","After week 5",0.326637043470507
34,1034,"6295649cce30d443915163e1f486574c","bspline_B","B-spline","After week 5",-0.554191151829817
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","bspline_B","B-spline","After week 5",0.141744684796903
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","bspline_B","B-spline","After week 5",0.170251438873877
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","bspline_B","B-spline","After week 5",-1.26378099288379
38,1038,"2cb84ae4bd553be0419d1e71639da95a","bspline_B","B-spline","After week 5",-0.42238179634001
39,1039,"42f80019227937c2a1292d80471ad885","bspline_B","B-spline","After week 5",-0.157476308049442
40,1040,"ab1d08dee64fd498a66e009327aa8634","bspline_B","B-spline","After week 5",-0.283924767191344
41,1041,"287dedf1d0604d7339bf2699355ae974","bspline_B","B-spline","After week 5",0.182402490467339
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","bspline_B","B-spline","After week 5",0.419235721161079
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","bspline_B","B-spline","After week 5",-0.198601822343722
44,1044,"7fc16f6007b4caa0fad7b388de798f61","bspline_B","B-spline","After week 5",-0.0865481937828974
45,1045,"ea38700766ed00739f841a67050a1f0f","bspline_B","B-spline","After week 5",-0.236964386202801
46,1046,"9df354b439dcb34c0723dc7a22427817","bspline_B","B-spline","After week 5",0.0144418265719352
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","bspline_B","B-spline","After week 5",-0.55369102915719
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","bspline_B","B-spline","After week 5",-1.10501006336869
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","bspline_B","B-spline","After week 5",-1.19642625235026
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","bspline_B","B-spline","After week 5",-0.276634893785136
51,1051,"900920f25b406cb0530e847b193e6c9b","bspline_B","B-spline","After week 5",0.268362862392873
52,1052,"94c869cc26cd44cd9de1033132a41b1b","bspline_B","B-spline","After week 5",-0.873117075746523
53,1053,"21c503be1bfd17d135902892b999365f","bspline_B","B-spline","After week 5",0.0519627934499942
54,1054,"bb6ab35a8708f3f23940941298b79dbc","bspline_B","B-spline","After week 5",-0.793650212247839
55,1055,"7481513b9e19d7a30b033ad1490d6f16","bspline_B","B-spline","After week 5",-0.0113048948199363
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","bspline_B","B-spline","After week 5",-1.18394961152966
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","bspline_B","B-spline","After week 5",-0.539002200664077
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","bspline_B","B-spline","After week 5",0.278072339162388
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","bspline_B","B-spline","After week 5",0.0625796009197269
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","bspline_B","B-spline","After week 5",0.103550768624563
61,1061,"ef64f00e9a05074fb3305ee8fb186803","bspline_B","B-spline","After week 5",-0.0390405954490556
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","bspline_B","B-spline","After week 5",-0.548476821983256
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","bspline_B","B-spline","After week 5",-0.681824273382916
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","bspline_B","B-spline","After week 5",-0.221902479040666
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","bspline_B","B-spline","After week 5",-0.938819050213731
66,1066,"b503c7aa16489912e1de4bcf79bdc277","bspline_B","B-spline","After week 5",0.417387722131412
67,1067,"a64edf122ea9288d9cc5843d572b4219","bspline_B","B-spline","After week 5",-1.26305807616455
68,1068,"e2dc17973047d198b1f70625999d7313","bspline_B","B-spline","After week 5",-1.16650241152252
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","bspline_B","B-spline","After week 5",-0.985916491626483
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","bspline_B","B-spline","After week 5",0.00916050398161259
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","bspline_B","B-spline","After week 5",-0.00165108255745999
72,1072,"4ef60d1f950055935545ba4d8849c6a4","bspline_B","B-spline","After week 5",-1.25312935173365
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","bspline_B","B-spline","After week 5",-0.401234077966908
74,1074,"44fe946085f2400c80cee533d6231e9a","bspline_B","B-spline","After week 5",-0.162092116595381
75,1075,"0d820f5ccbfe13549eea216ee2513074","bspline_B","B-spline","After week 5",-0.550910325729277
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","bspline_B","B-spline","After week 5",0.208336241814699
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","bspline_B","B-spline","After week 5",-0.593016946491202
78,1078,"83a908c8ed5455b6c9ef246884162afc","bspline_B","B-spline","After week 5",0.533787834882402
79,1079,"022bd08caeebfca4473b74c3678f71c2","bspline_B","B-spline","After week 5",0.177746407480026
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","bspline_B","B-spline","After week 5",-0.813494718173244
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","bspline_B","B-spline","After week 5",-1.04706639322776
82,1082,"345f145ce6e49d5527737547b7d7bcc9","bspline_B","B-spline","After week 5",-1.34449367168267
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","bspline_B","B-spline","After week 5",-1.46513449908398
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","bspline_B","B-spline","After week 5",-0.650570160080366
85,1085,"f306053231f91c40dca3c621e8419b61","bspline_B","B-spline","After week 5",-0.180458313135598
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","bspline_B","B-spline","After week 5",-1.31590347610435
87,1087,"83d5cd04167b4c25b941369e1cd89c12","bspline_B","B-spline","After week 5",0.413189078992242
88,1088,"e68e6eddaef14b8f6833f1889cb09727","bspline_B","B-spline","After week 5",-0.0746386997121414
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","bspline_B","B-spline","After week 5",-0.664333992368311
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","bspline_B","B-spline","After week 5",-1.04800498660169
91,1091,"ffb0df50d948dd9dad8db95b89578130","bspline_B","B-spline","After week 5",-0.771503831797117
92,1092,"42c5e41b64f024125d08f483c49d5109","bspline_B","B-spline","After week 5",-0.082974767084342
93,1093,"7866b869b011f99e5a6d626fd2b53319","bspline_B","B-spline","After week 5",0.175608166441262
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","bspline_B","B-spline","After week 5",0.394001383680928
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","bspline_B","B-spline","After week 5",-0.223890373608389
96,1096,"dce19abeba3755021094f84a48b227a7","bspline_B","B-spline","After week 5",-0.935138389225593
97,1097,"5f10705eaab893b924c7745af7cbddc2","bspline_B","B-spline","After week 5",-0.755768737909556
98,1098,"a0c73b07405f66c422d099e5a3c08c54","bspline_B","B-spline","After week 5",-0.765725922380195
99,1099,"9d985583339f37fbacb7140d4222662d","bspline_B","B-spline","After week 5",-0.243518347274712
100,1100,"8ea86fffc296b32f99e63ed723d89d90","bspline_B","B-spline","After week 5",-0.549282867246801
101,1101,"51fea122ace66c28fcf6227076a2210d","bspline_B","B-spline","After week 5",-0.751340106494394
102,1102,"87466aaae46506b8e351c34782985403","bspline_B","B-spline","After week 5",-0.259156975627159
103,1103,"e898b26388bd31312b334e141687631d","bspline_B","B-spline","After week 5",-1.06978169965758
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","bspline_B","B-spline","After week 5",-0.793800445771831
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","bspline_B","B-spline","After week 5",-1.19655886726273
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","bspline_B","B-spline","After week 5",-0.547732936939178
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","bspline_B","B-spline","After week 5",0.334736894974536
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","bspline_B","B-spline","After week 5",-0.13163566086187
109,1109,"64378d1cf8147aa375c77012a1f6217d","bspline_B","B-spline","After week 5",-0.598031659182955
110,1110,"4c9bdb3191d72e532b9af0440b61821e","bspline_B","B-spline","After week 5",-1.08376499716438
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","bspline_B","B-spline","After week 5",-1.4918623353761
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","bspline_B","B-spline","After week 5",-1.40701912125115
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","bspline_B","B-spline","After week 5",0.518839462159756
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","bspline_B","B-spline","After week 5",-0.362011679677809
115,1115,"527c2542099f691a2a03e60fc5521e3b","bspline_B","B-spline","After week 5",0.168111529651419
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","bspline_B","B-spline","After week 5",-0.280113035681695
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","bspline_B","B-spline","After week 5",-1.18507153048422
118,1118,"4fe04592b1bd1b0073226474bda79a17","bspline_B","B-spline","After week 5",-0.692172318797662
119,1119,"53a63bcc974e882529742ef97a8b74d5","bspline_B","B-spline","After week 5",-0.161839661634984
120,1120,"4d64fbb86d0c71298cfafd74891b1601","bspline_B","B-spline","After week 5",-0.143467921037321
121,1121,"fc119966f9fa86c9beb582f612bc73ec","bspline_B","B-spline","After week 5",-0.0113009058919303
122,1122,"2de2afe17b444c1be6ab135102d2e749","bspline_B","B-spline","After week 5",-1.26104227074564
123,1123,"8b49cbb9e926a62a502c208b4a74393a","bspline_B","B-spline","After week 5",-1.4000225644788
124,1124,"fee16d34d4badef781de40b823c932b3","bspline_B","B-spline","After week 5",-1.21045110694693
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","bspline_B","B-spline","After week 5",-0.466778268525233
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","bspline_B","B-spline","After week 5",-0.356900676426859
127,1127,"d6cf87e625366c1649bd82f3bda75a50","bspline_B","B-spline","After week 5",-0.582769021119906
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","bspline_B","B-spline","After week 5",-0.0697270805334586
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","bspline_B","B-spline","After week 5",-0.662326247670026
130,1130,"bf14545e60a11dc820244df794a9bbde","bspline_B","B-spline","After week 5",-0.490455829029754
131,1131,"f9b4bd3734443873f1d31c98484de516","bspline_B","B-spline","After week 5",-1.07213847617758
132,1132,"b571595faf7cf9bf9fb646335e089636","bspline_B","B-spline","After week 5",-0.915941808321789
133,1133,"0a62c14ca9858effb08a88d2cabe1673","bspline_B","B-spline","After week 5",0.144133692824978
134,1134,"6cdb8dae15bac319b768e307416ee6b2","bspline_B","B-spline","After week 5",-1.06357872560648
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","bspline_B","B-spline","After week 5",0.121384733603188
136,1136,"75dc159ba49385507004b04106ac29e8","bspline_B","B-spline","After week 5",-0.434511885862089
137,1137,"25af99e573ba8708856ba71f5d31801d","bspline_B","B-spline","After week 5",-0.53902985187967
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","bspline_B","B-spline","After week 5",-1.00137460898127
139,1139,"392c573a8d8baf810091dbff34258106","bspline_B","B-spline","After week 5",0.307135276653325
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","bspline_B","B-spline","After week 5",0.0559320590896429
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","bspline_B","B-spline","After week 5",0.365232686150753
142,1142,"d1a06c9101d2c0ee727ae600038327ba","bspline_B","B-spline","After week 5",-1.30131400363847
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","bspline_B","B-spline","After week 5",0.15331965635916
144,1144,"a7c2af9704a9238a0ba07d099939a75d","bspline_B","B-spline","After week 5",-0.318767911867709
145,1145,"2db60151e6a71b77be25757b07f7d413","bspline_B","B-spline","After week 5",-1.23154031294528
146,1146,"11b683568a8c7109187e0d518ad44753","bspline_B","B-spline","After week 5",-0.956965387443465
147,1147,"39e27a57bdf2c1c57e6c23b743348818","bspline_B","B-spline","After week 5",-0.328898100777313
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","bspline_B","B-spline","After week 5",0.816893140626477
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","bspline_B","B-spline","After week 5",-1.26450526051092
150,1150,"4538cec1dfd416909e103d8882091c24","bspline_B","B-spline","After week 5",-0.288441413470332
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","bspline_B","B-spline","After week 5",-0.107755278928598
152,1152,"6a9c86481f4a2482e1b37d74f117071e","bspline_B","B-spline","After week 5",-1.2272038675433
153,1153,"442e0ebc852ae02e3200593355a37960","bspline_B","B-spline","After week 5",-1.15438028362783
154,1154,"64361962d8cd28975836ca41ffba829e","bspline_B","B-spline","After week 5",0.0359301531792605
155,1155,"af7b6609489cc20efa3782fad07fa0d9","bspline_B","B-spline","After week 5",-0.652129923027217
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","bspline_B","B-spline","After week 5",-0.263437019894447
157,1157,"66c6e6745a642b2c128f396464ab9c36","bspline_B","B-spline","After week 5",0.372755953074385
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","bspline_B","B-spline","After week 5",0.272444005537449
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","bspline_B","B-spline","After week 5",-0.265900908627964
160,1160,"6fc5bd4defacec08d522e9606a883766","bspline_B","B-spline","After week 5",0.0921182333822281
161,1161,"a357237d620a342d728f96dc8aac5757","bspline_B","B-spline","After week 5",0.00392570584847599
162,1162,"4cc160a48b020eb4685997894bf01baf","bspline_B","B-spline","After week 5",-0.174367034585664
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","bspline_B","B-spline","After week 5",-0.868937980786672
164,1164,"d690f07a51a75e813d73e446e77eb394","bspline_B","B-spline","After week 5",-0.287989282568545
165,1165,"50366235ff21bfd0a4d01f895b905c92","bspline_B","B-spline","After week 5",-0.0124552574218457
166,1166,"495d59eeef0b219751064d03c686254d","bspline_B","B-spline","After week 5",0.018481502123572
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","bspline_B","B-spline","After week 5",-1.0711124503731
168,1168,"d65d84681677642681932395599566ad","bspline_B","B-spline","After week 5",-0.424785967626664
169,1169,"4b517b06b20afe2ab6f16f327d16edef","bspline_B","B-spline","After week 5",-0.677494661100286
170,1170,"f32af8f5828cad3f276263ef3b9502fb","bspline_B","B-spline","After week 5",-0.219095192039539
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","bspline_B","B-spline","After week 5",-1.11967530493682
172,1172,"68d41d2891a14e960534c955889a715f","bspline_B","B-spline","After week 5",-1.13536700484051
173,1173,"b998c1e8401789afff3d7d34e1be5997","bspline_B","B-spline","After week 5",0.238007662308673
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","bspline_B","B-spline","After week 5",-0.051756673429792
175,1175,"2744bfdd13475fbe6815e8986de922fa","bspline_B","B-spline","After week 5",0.163344038910055
176,1176,"c141df7878a0d44e38a58170b4492543","bspline_B","B-spline","After week 5",0.0146468531212606
177,1177,"c17f97d975a2e6794ea31e8367d83e40","bspline_B","B-spline","After week 5",-1.43218448104525
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","bspline_B","B-spline","After week 5",-0.109995956808091
179,1179,"6d4a044da028c76d3fafc003136384eb","bspline_B","B-spline","After week 5",-0.601364640360115
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","bspline_B","B-spline","After week 5",-0.136244477176624
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","bspline_B","B-spline","After week 5",-0.114277328614657
182,1182,"941f9c48ec56eb19b25786187b006f10","bspline_B","B-spline","After week 5",-0.477367053822322
183,1183,"2dc5d7e9b3e15c740d490d788211573a","bspline_B","B-spline","After week 5",-1.17588908462977
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","bspline_B","B-spline","After week 5",-0.42953791176174
185,1185,"52e3986fb55b179cf59e4540a86a982d","bspline_B","B-spline","After week 5",-0.00757826968866688
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","bspline_B","B-spline","After week 5",-0.689394551577349
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","bspline_B","B-spline","After week 5",-0.371718868136391
188,1188,"0e1b1e567b5a85241d50f71772de9be1","bspline_B","B-spline","After week 5",-0.250024099418699
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","bspline_B","B-spline","After week 5",-0.977840976312843
190,1190,"e11e338409fdbfff7af641a286a93437","bspline_B","B-spline","After week 5",0.293799435022161
191,1191,"88ccda7d997701880c9d0c636b220b1e","bspline_B","B-spline","After week 5",-0.332565337192265
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","bspline_B","B-spline","After week 5",-0.19561524106663
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","bspline_B","B-spline","After week 5",-0.223986772328057
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","bspline_B","B-spline","After week 5",0.145707068184377
195,1195,"4b29886fa0376b89caa9cc697a80dc98","bspline_B","B-spline","After week 5",-0.629386919258632
196,1196,"4a7772e1b5862480e3537a3124e41c07","bspline_B","B-spline","After week 5",0.0116202230940994
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","bspline_B","B-spline","After week 5",0.016188998573689
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","bspline_B","B-spline","After week 5",0.485564495769677
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","bspline_B","B-spline","After week 5",-0.640554652907101
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","bspline_B","B-spline","After week 5",-0.0170568099104009
1,1001,"64a1b5c02bdecc100b37ee56029391d3","constant_B","Constant-B","After week 5",2.04534940404491
2,1002,"e4e6b4250fb680a6bc44a4c1f239d72e","constant_B","Constant-B","After week 5",2.58191516227993
3,1003,"18b73531d17fff4bf85fd3b8b65c91d6","constant_B","Constant-B","After week 5",1.03294263829883
4,1004,"bf8dcbec52b9c4d08f0b3a8b4e1b1840","constant_B","Constant-B","After week 5",1.6926380302407
5,1005,"cb7e05dbf4c135d548daa37faf8888a1","constant_B","Constant-B","After week 5",1.63806776750035
6,1006,"83a6fae95545d773b4ac09416fd8a73d","constant_B","Constant-B","After week 5",1.2234337289018
7,1007,"c23f10d0daa427c993e4ece1079ed751","constant_B","Constant-B","After week 5",2.55514019470827
8,1008,"a0af209d0cf0d730b8b3834e0360ae95","constant_B","Constant-B","After week 5",1.76960994631801
9,1009,"51101219b554b4802624e043f09d6160","constant_B","Constant-B","After week 5",1.87703768025838
10,1010,"3658851b68a2ae24c2e8e9838200e49c","constant_B","Constant-B","After week 5",1.1303028921746
11,1011,"b0091463d341b4712ff6e9dd82a58abf","constant_B","Constant-B","After week 5",1.90133404881846
12,1012,"05f564b562cd69afde749fbba393d734","constant_B","Constant-B","After week 5",1.45037145272229
13,1013,"628dd9f33d5358ee7d358fcbbb9e1ec7","constant_B","Constant-B","After week 5",2.12176555740855
14,1014,"3ee86b29e7e61ffc7287cc8f5b47aeca","constant_B","Constant-B","After week 5",1.59448075497917
15,1015,"ae056eafb87645cec401ccb46346269b","constant_B","Constant-B","After week 5",1.83105156989747
