"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9984,12,4,6,7
0.285714285714286,"1",9976,15,9,8,7
0.428571428571429,"1",9959,23,18,17,14
0.571428571428571,"1",9950,22,28,9,5
0.714285714285714,"1",9940,23,37,10,6
0.857142857142857,"1",9918,36,46,22,6
1,"1",9904,32,64,14,2
1.14285714285714,"1",9886,36,78,18,10
1.28571428571429,"1",9857,47,96,29,17
1.42857142857143,"1",9831,56,113,26,6
1.57142857142857,"1",9794,65,141,37,15
1.71428571428571,"1",9764,70,166,30,7
1.85714285714286,"1",9722,82,196,42,11
2,"1",9675,94,231,47,15
2.14285714285714,"1",9618,115,267,57,33
2.28571428571429,"1",9558,111,331,60,24
2.42857142857143,"1",9487,129,384,71,27
2.57142857142857,"1",9402,155,443,85,61
2.71428571428571,"1",9329,161,510,73,37
2.85714285714286,"1",9240,193,567,89,27
3,"1",9136,223,641,104,45
3.14285714285714,"1",9019,252,729,117,77
3.28571428571429,"1",8875,293,832,144,120
3.42857142857143,"1",8728,322,950,147,55
3.57142857142857,"1",8557,341,1102,171,88
3.71428571428571,"1",8372,381,1247,185,113
3.85714285714286,"1",8211,370,1419,161,94
4,"1",8044,373,1583,167,82
4.14285714285714,"1",7863,423,1714,181,70
4.28571428571429,"1",7676,433,1891,187,59
4.42857142857143,"1",7504,425,2071,172,94
4.57142857142857,"1",7323,444,2233,181,74
4.71428571428571,"1",7127,459,2414,196,123
4.85714285714286,"1",6939,478,2583,188,78
5,"1",6736,510,2754,203,116
5.14285714285714,"1",6649,398,2953,87,58
5.28571428571429,"1",6584,312,3104,65,21
5.42857142857143,"1",6529,247,3224,55,58
5.57142857142857,"1",6480,194,3326,49,20
5.71428571428571,"1",6459,139,3402,21,19
5.85714285714286,"1",6441,105,3454,18,10
6,"1",6423,75,3502,18,3
6.14285714285714,"1",6414,52,3534,9,4
6.28571428571429,"1",6404,38,3558,10,7
6.42857142857143,"1",6401,21,3578,3,1
6.57142857142857,"1",6398,18,3584,3,1
6.71428571428571,"1",6395,13,3592,3,1
6.85714285714286,"1",6395,7,3598,0,0
7,"1",6395,4,3601,0,0
7.14285714285714,"1",6395,2,3603,0,0
7.28571428571429,"1",6395,2,3603,0,0
7.42857142857143,"1",6395,0,3605,0,0
7.57142857142857,"1",6395,0,3605,0,0
7.71428571428571,"1",6395,0,3605,0,0
7.85714285714286,"1",6395,0,3605,0,0
8,"1",6395,0,3605,0,0
8.14285714285714,"1",6395,0,3605,0,0
8.28571428571428,"1",6395,0,3605,0,0
8.42857142857143,"1",6395,0,3605,0,0
8.57142857142857,"1",6395,0,3605,0,0
8.71428571428571,"1",6395,0,3605,0,0
8.85714285714286,"1",6395,0,3605,0,0
9,"1",6395,0,3605,0,0
9.14285714285714,"1",6395,0,3605,0,0
9.28571428571428,"1",6395,0,3605,0,0
9.42857142857143,"1",6395,0,3605,0,0
9.57142857142857,"1",6395,0,3605,0,0
9.71428571428571,"1",6395,0,3605,0,0
9.85714285714286,"1",6395,0,3605,0,0
10,"1",6395,0,3605,0,0
