"week","reports"
0.142857142857143,6
0.285714285714286,8
0.428571428571429,7
0.571428571428571,4
0.714285714285714,7
0.857142857142857,6
1,8
1.14285714285714,29
1.28571428571429,15
1.42857142857143,19
1.57142857142857,22
1.71428571428571,24
1.85714285714286,27
2,11
2.14285714285714,34
2.28571428571429,44
2.42857142857143,31
2.57142857142857,57
2.71428571428571,82
2.85714285714286,169
3,108
3.14285714285714,52
3.28571428571429,98
3.42857142857143,131
3.57142857142857,210
3.71428571428571,119
3.85714285714286,167
4,174
4.14285714285714,141
4.28571428571429,134
4.42857142857143,51
4.57142857142857,96
4.71428571428571,116
4.85714285714286,69
5,80
5.14285714285714,33
5.28571428571429,23
5.42857142857143,14
5.57142857142857,4
5.71428571428571,24
5.85714285714286,5
6,7
6.14285714285714,7
6.28571428571429,3
6.42857142857143,5
6.57142857142857,3
6.71428571428571,0
6.85714285714286,1
7,3
7.14285714285714,0
7.28571428571429,2
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
