"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9982,12,6,8,5
0.285714285714286,"1",9976,10,14,6,4
0.428571428571429,"1",9967,13,20,9,3
0.571428571428571,"1",9963,14,23,4,3
0.714285714285714,"1",9955,14,31,8,2
0.857142857142857,"1",9942,20,38,13,4
1,"1",9937,12,51,5,2
1.14285714285714,"1",9935,6,59,2,0
1.28571428571429,"1",9933,7,60,2,0
1.42857142857143,"1",9925,12,63,8,6
1.57142857142857,"1",9923,8,69,2,0
1.71428571428571,"1",9921,6,73,2,0
1.85714285714286,"1",9915,7,78,6,13
2,"1",9908,9,83,7,4
2.14285714285714,"1",9901,13,86,7,13
2.28571428571429,"1",9897,14,89,4,1
2.42857142857143,"1",9890,13,97,7,5
2.57142857142857,"1",9888,4,108,2,2
2.71428571428571,"1",9886,5,109,2,0
2.85714285714286,"1",9880,7,113,6,3
3,"1",9874,10,116,6,9
3.14285714285714,"1",9869,12,119,5,1
3.28571428571429,"1",9857,19,124,12,5
3.42857142857143,"1",9835,33,132,22,10
3.57142857142857,"1",9822,30,148,13,10
3.71428571428571,"1",9810,28,162,12,8
3.85714285714286,"1",9789,38,173,21,12
4,"1",9762,56,182,27,11
4.14285714285714,"1",9733,65,202,29,16
4.28571428571429,"1",9702,72,226,31,32
4.42857142857143,"1",9660,70,270,42,15
4.57142857142857,"1",9626,81,293,34,26
4.71428571428571,"1",9587,81,332,39,16
4.85714285714286,"1",9543,87,370,44,19
5,"1",9484,106,410,59,29
5.14285714285714,"1",9456,92,452,28,4
5.28571428571429,"1",9436,76,488,20,7
5.42857142857143,"1",9415,68,517,21,15
5.57142857142857,"1",9393,67,540,22,14
5.71428571428571,"1",9382,45,573,11,1
5.85714285714286,"1",9372,36,592,10,5
6,"1",9370,25,605,2,0
6.14285714285714,"1",9369,14,617,1,3
6.28571428571429,"1",9369,9,622,0,0
6.42857142857143,"1",9367,8,625,2,1
6.57142857142857,"1",9365,8,627,2,0
6.71428571428571,"1",9365,2,633,0,0
6.85714285714286,"1",9362,5,633,3,0
7,"1",9362,2,636,0,0
7.14285714285714,"1",9360,3,637,2,1
7.28571428571429,"1",9360,2,638,0,0
7.42857142857143,"1",9358,4,638,2,2
7.57142857142857,"1",9358,2,640,0,0
7.71428571428571,"1",9358,1,641,0,0
7.85714285714286,"1",9358,1,641,0,0
8,"1",9358,1,641,0,0
8.14285714285714,"1",9358,1,641,0,0
8.28571428571428,"1",9358,1,641,0,0
8.42857142857143,"1",9358,1,641,0,0
8.57142857142857,"1",9358,0,642,0,0
8.71428571428571,"1",9358,0,642,0,0
8.85714285714286,"1",9358,0,642,0,0
9,"1",9358,0,642,0,0
9.14285714285714,"1",9358,0,642,0,0
9.28571428571428,"1",9358,0,642,0,0
9.42857142857143,"1",9358,0,642,0,0
9.57142857142857,"1",9358,0,642,0,0
9.71428571428571,"1",9358,0,642,0,0
9.85714285714286,"1",9358,0,642,0,0
10,"1",9358,0,642,0,0
