"week","reports"
0.142857142857143,1
0.285714285714286,1
0.428571428571429,1
0.571428571428571,1
0.714285714285714,3
0.857142857142857,4
1,4
1.14285714285714,2
1.28571428571429,4
1.42857142857143,15
1.57142857142857,3
1.71428571428571,5
1.85714285714286,7
2,10
2.14285714285714,10
2.28571428571429,17
2.42857142857143,13
2.57142857142857,30
2.71428571428571,35
2.85714285714286,39
3,13
3.14285714285714,26
3.28571428571429,39
3.42857142857143,51
3.57142857142857,49
3.71428571428571,29
3.85714285714286,119
4,61
4.14285714285714,107
4.28571428571429,81
4.42857142857143,79
4.57142857142857,90
4.71428571428571,94
4.85714285714286,45
5,77
5.14285714285714,45
5.28571428571429,23
5.42857142857143,11
5.57142857142857,22
5.71428571428571,21
5.85714285714286,13
6,7
6.14285714285714,12
6.28571428571429,14
6.42857142857143,6
6.57142857142857,8
6.71428571428571,4
6.85714285714286,1
7,1
7.14285714285714,2
7.28571428571429,4
7.42857142857143,2
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
