"week","reports"
0.142857142857143,2
0.285714285714286,7
0.428571428571429,1
0.571428571428571,3
0.714285714285714,9
0.857142857142857,4
1,3
1.14285714285714,6
1.28571428571429,2
1.42857142857143,5
1.57142857142857,6
1.71428571428571,3
1.85714285714286,9
2,13
2.14285714285714,28
2.28571428571429,62
2.42857142857143,28
2.57142857142857,69
2.71428571428571,76
2.85714285714286,111
3,100
3.14285714285714,43
3.28571428571429,66
3.42857142857143,69
3.57142857142857,81
3.71428571428571,180
3.85714285714286,89
4,245
4.14285714285714,124
4.28571428571429,117
4.42857142857143,63
4.57142857142857,134
4.71428571428571,97
4.85714285714286,91
5,65
5.14285714285714,36
5.28571428571429,21
5.42857142857143,11
5.57142857142857,15
5.71428571428571,15
5.85714285714286,16
6,3
6.14285714285714,8
6.28571428571429,2
6.42857142857143,4
6.57142857142857,4
6.71428571428571,2
6.85714285714286,2
7,0
7.14285714285714,0
7.28571428571429,1
7.42857142857143,0
7.57142857142857,1
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
