"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","run","evaluation_rep","logLik","status"
5,1005,1,"cb7e05dbf4c135d548daa37faf8888a1","gamma_noise",600,9,5,-189.281540994215,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,1,1,-190.075970740452,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,1,2,-190.000712023141,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,1,3,-190.100512145236,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,1,4,-189.966067820466,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,1,5,-190.016889160702,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,2,1,-190.072421264119,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,2,2,-190.00514413293,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,2,3,-190.15497237678,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,2,4,-190.078736770958,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,2,5,-190.044683909278,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,3,1,-190.00022404431,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,3,2,-189.990029209931,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,3,3,-190.024868509367,"success"
6,1006,1,"83a6fae95545d773b4ac09416fd8a73d","gamma_noise",600,3,4,-190.062048784621,"success"
