"task_id","best_run","B0_hat","sigma_beta_hat","trajectory_seed","Np","final_pf_logLik","t0_B","n_trajectory_times_including_t0","n_metric_times","path_semantics","parameter_uncertainty_integrated","filtering_mean_used_for_metrics"
49,8,3.19182668314167,0.312826667554434,69260900,50000,-165.108529541757,3.19182668314167,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
50,7,4.85806798449719,0.172530286625397,70260900,50000,-199.786007746172,4.85806798449719,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
51,7,4.18876514525306,0.267541023223538,71260900,50000,-206.099667799493,4.18876514525306,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
52,6,5.60562431238314,0.333055110647481,72260900,50000,-202.425332398573,5.60562431238314,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
53,7,3.467469140148,0.253815923019533,73260900,50000,-193.881885064666,3.467469140148,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
54,3,4.84815308306351,0.333684810062054,74260900,50000,-197.450944968729,4.84815308306351,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
55,4,3.15137713721574,0.199266787535533,75260900,50000,-175.177256785209,3.15137713721574,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
56,7,4.49479577841289,0.249703377217698,76260900,50000,-188.432247690404,4.49479577841289,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
57,9,2.96657349176721,0.150762626516729,77260900,50000,-128.945737644223,2.96657349176721,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
58,4,3.02258149811622,0.319663897180349,78260900,50000,-188.141677741901,3.02258149811622,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
59,5,3.54858266701584,0.244785141967417,79260900,50000,-197.862985925367,3.54858266701584,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
60,3,4.59775336761294,0.209522099751791,80260900,50000,-206.998190605805,4.59775336761294,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
61,5,3.86888974334327,0.258515323689224,81260900,50000,-207.532792171875,3.86888974334327,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
62,5,3.96255925190926,0.316255083804518,82260900,50000,-192.801152950455,3.96255925190926,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
63,6,4.39612622322308,0.289485598234757,83260900,50000,-189.628585198168,4.39612622322308,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
64,9,3.69575370127629,0.164107587815922,84260900,50000,-189.086255855223,3.69575370127629,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
65,9,3.81050745897594,0.330493200713744,85260900,50000,-200.172942202762,3.81050745897594,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
66,1,4.51954029389844,0.270301928742872,86260900,50000,-208.86118547608,4.51954029389844,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
67,9,4.41247351339493,0.247563638602665,87260900,50000,-187.854107996305,4.41247351339493,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
68,6,4.76447391511577,0.308054568076765,88260900,50000,-192.522911717247,4.76447391511577,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
69,2,3.25196328606292,0.43293212418848,89260900,50000,-177.982733525538,3.25196328606292,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
70,9,3.69447801797349,0.321583785874902,90260900,50000,-183.301054190861,3.69447801797349,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
71,3,4.29276664792338,0.281972497363177,91260900,50000,-208.331065574755,4.29276664792338,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
72,5,4.21323050820464,0.290825202830218,92260900,50000,-186.639753702113,4.21323050820464,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
73,8,4.18578325237821,0.19893442474471,93260900,50000,-192.690948259444,4.18578325237821,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
74,2,3.99076698719519,0.250022956617175,94260900,50000,-200.249550730588,3.99076698719519,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
75,9,3.42544950505614,0.276287168925441,95260900,50000,-182.685115593668,3.42544950505614,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
76,1,4.61381729898002,0.283431182719256,96260900,50000,-212.908601504414,4.61381729898002,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
77,2,4.16004505755072,0.269679158394244,97260900,50000,-192.752767213311,4.16004505755072,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
78,8,3.39408674300312,0.250893499834074,98260900,50000,-207.167211168225,3.39408674300312,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
79,8,4.51684729059142,0.26679277618158,99260900,50000,-199.15419133186,4.51684729059142,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
80,8,3.94028995204483,0.290404456855346,100260900,50000,-189.714234791148,3.94028995204483,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
81,3,4.28659588428749,0.255287292724649,101260900,50000,-193.477238113987,4.28659588428749,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
82,2,3.99138287711575,0.402115269716415,102260900,50000,-188.033538599236,3.99138287711575,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
83,1,3.84535031773376,0.40928458129181,103260900,50000,-191.068413690157,3.84535031773376,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
84,4,3.11847165735148,0.287633491877436,104260900,50000,-168.91595204228,3.11847165735148,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
85,1,3.93402612894668,0.229918569747754,105260900,50000,-196.359010059044,3.93402612894668,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
86,4,4.17799431084375,0.360554298662853,106260900,50000,-147.894607045368,4.17799431084375,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
87,9,4.78166169454878,0.174123013722542,107260900,50000,-209.932849905852,4.78166169454878,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
88,2,4.21013674426387,0.238014673792874,108260900,50000,-208.790310515671,4.21013674426387,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
89,7,3.4534937439549,0.305249892882986,109260900,50000,-184.233095035259,3.4534937439549,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
90,6,4.43329782127382,0.198011931151467,110260900,50000,-191.961799013185,4.43329782127382,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
91,8,4.11467040384037,0.252978235969706,111260900,50000,-185.09270037639,4.11467040384037,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
92,4,3.87174406294678,0.364004254606102,112260900,50000,-190.682690402149,3.87174406294678,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
93,4,4.29207490531253,0.234045912413175,113260900,50000,-196.104810809471,4.29207490531253,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
94,2,4.47869493465805,0.45665257535177,114260900,50000,-212.304276583302,4.47869493465805,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
95,3,4.25205954292908,0.203145972095158,115260900,50000,-187.42024334398,4.25205954292908,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
96,3,3.78508017396365,0.326791676992399,116260900,50000,-188.643302076684,3.78508017396365,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
97,3,4.88706673743313,0.280423049294689,117260900,50000,-204.13731372972,4.88706673743313,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
98,1,3.36230542616314,0.39635456982773,118260900,50000,-173.792793212285,3.36230542616314,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
99,4,2.9198412253976,0.275750441192143,119260900,50000,-181.558669362643,2.9198412253976,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
100,1,4.39379954156373,0.152049552998714,120260900,50000,-198.77903761825,4.39379954156373,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
101,3,3.31518101492568,0.278212159688984,121260900,50000,-182.78057258808,3.31518101492568,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
102,1,3.35036132692978,0.155171377216555,122260900,50000,-139.055585421583,3.35036132692978,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
103,3,4.30235430024316,0.295936622727366,123260900,50000,-195.787929191402,4.30235430024316,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
104,9,3.57687272492552,0.296864820388984,124260900,50000,-179.817433298482,3.57687272492552,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
105,4,3.98230322866278,0.443060864041345,125260900,50000,-200.25872960549,3.98230322866278,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
106,7,3.79051820093186,0.373794007579827,126260900,50000,-191.020602766925,3.79051820093186,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
107,8,4.6851497112267,0.239777626673306,127260900,50000,-203.747535184528,4.6851497112267,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
108,1,5.97584691546161,0.36726194868717,128260900,50000,-207.474457565223,5.97584691546161,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
109,2,3.36148583400175,0.247067051709503,129260900,50000,-179.581255554877,3.36148583400175,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
110,2,4.28774104940972,0.255975672242653,130260900,50000,-199.704886863732,4.28774104940972,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
111,6,4.75591677239819,0.333172185978212,131260900,50000,-188.004400566937,4.75591677239819,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
112,1,4.87308580095077,0.41601369391683,132260900,50000,-185.86535397704,4.87308580095077,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
113,5,4.3330521174424,0.210200924534354,133260900,50000,-199.290273265299,4.3330521174424,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
114,3,4.26875915224325,0.273257963459359,134260900,50000,-190.802767205617,4.26875915224325,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
115,1,4.69078840530162,0.231513080020304,135260900,50000,-210.153924384631,4.69078840530162,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
116,6,4.54332886834747,0.150839288351842,136260900,50000,-200.193894886345,4.54332886834747,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
117,6,3.61026637785311,0.345283889826574,137260900,50000,-184.241573557224,3.61026637785311,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
118,4,3.97793607819659,0.252983389068171,138260900,50000,-198.63507358759,3.97793607819659,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
119,8,4.13193286837739,0.230685061246178,139260900,50000,-204.923687508341,4.13193286837739,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
120,2,3.38593539246386,0.199947360520856,140260900,50000,-183.631736894817,3.38593539246386,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
121,4,4.08500257321605,0.235730755397595,141260900,50000,-202.173554677129,4.08500257321605,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
122,5,4.14162992246076,0.243822540720695,142260900,50000,-181.915848970485,4.14162992246076,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
123,4,4.61002834153732,0.482045336456506,143260900,50000,-190.455673612505,4.61002834153732,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
124,2,4.35305742394861,0.304980064896895,144260900,50000,-190.077280949118,4.35305742394861,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
125,4,4.898070834547,0.15457190064456,145260900,50000,-193.671126095567,4.898070834547,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
126,8,3.99335541087052,0.282620425626138,146260900,50000,-197.248786193901,3.99335541087052,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
127,3,3.8047422759085,0.385578883390421,147260900,50000,-156.433082999824,3.8047422759085,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
128,9,3.61733831918976,0.349411300027722,148260900,50000,-163.493765744138,3.61733831918976,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
129,3,5.04618767122895,0.289808901153916,149260900,50000,-193.426643951862,5.04618767122895,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
130,4,2.73666469989056,0.368728380105227,150260900,50000,-145.227367862328,2.73666469989056,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
131,9,4.31197199317756,0.251358052201246,151260900,50000,-192.284644053019,4.31197199317756,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
132,8,3.88138421439355,0.410988840220339,152260900,50000,-129.569690774817,3.88138421439355,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
133,1,5.41461175711271,0.356059953680531,153260900,50000,-207.403302458839,5.41461175711271,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
134,7,4.30932712366604,0.210484983989523,154260900,50000,-185.841985810553,4.30932712366604,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
135,9,4.07738286930757,0.383754776774334,155260900,50000,-202.346912869347,4.07738286930757,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
136,8,5.2515442736939,0.308025218413811,156260900,50000,-213.949663844438,5.2515442736939,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
137,5,3.75848496247429,0.242033005575697,157260900,50000,-184.915329291508,3.75848496247429,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
138,7,3.47787407779206,0.276858606471477,158260900,50000,-180.12666243504,3.47787407779206,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
139,7,4.24164803492731,0.303381929081243,159260900,50000,-194.434174490955,4.24164803492731,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
140,4,3.49359101517309,0.246450049414789,160260900,50000,-180.235232338948,3.49359101517309,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
141,1,4.34449544707249,0.192169295773234,161260900,50000,-207.93038268835,4.34449544707249,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
142,1,4.71522599688928,0.273217670977182,162260900,50000,-191.427329312212,4.71522599688928,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
143,8,3.54379394119288,0.2131562048028,163260900,50000,-192.432587202135,3.54379394119288,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
144,7,3.57725014891568,0.24240972620292,164260900,50000,-185.706027558192,3.57725014891568,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
145,1,4.04626229928986,0.322885692776719,165260900,50000,-187.41748800532,4.04626229928986,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
146,8,5.10583630047196,0.382364415889081,166260900,50000,-197.694100725005,5.10583630047196,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
147,8,3.84179642089464,0.240965738540946,167260900,50000,-195.713440223783,3.84179642089464,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
148,6,4.00469995657025,0.132942522481439,168260900,50000,-213.60412745405,4.00469995657025,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
149,5,3.08514793610381,0.258928326268905,169260900,50000,-127.268276994405,3.08514793610381,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
150,2,3.93101848829797,0.273461717487633,170260900,50000,-191.405252314736,3.93101848829797,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
151,8,3.36393387550665,0.237635403969029,171260900,50000,-195.410708399233,3.36393387550665,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
152,3,4.53761657685188,0.247995416584575,172260900,50000,-187.569295925846,4.53761657685188,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
153,5,4.0735920606917,0.248329977477433,173260900,50000,-186.898852287052,4.0735920606917,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
154,6,4.77323297277169,0.177591494944862,174260900,50000,-203.603305307173,4.77323297277169,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
155,7,4.67173247107533,0.344725694302061,175260900,50000,-197.78692832795,4.67173247107533,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
156,3,3.50355747246574,0.337428509620938,176260900,50000,-164.103616472097,3.50355747246574,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
157,5,4.29130634754226,0.227762550058149,177260900,50000,-211.064314245235,4.29130634754226,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
158,1,3.42262272952002,0.303288987819251,178260900,50000,-191.771269647928,3.42262272952002,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
159,8,4.62465544420535,0.221702414403497,179260900,50000,-201.229020646932,4.62465544420535,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
160,3,3.9598407749909,0.192620309136675,180260900,50000,-203.394958385194,3.9598407749909,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
161,3,4.18997190129008,0.228158369609186,181260900,50000,-201.793113359393,4.18997190129008,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
162,4,3.40608659732743,0.256074086594808,182260900,50000,-193.230716378765,3.40608659732743,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
163,4,3.89076621444474,0.291123955825266,183260900,50000,-192.03659221504,3.89076621444474,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
164,7,3.27749437210511,0.263514045324373,184260900,50000,-183.424842597905,3.27749437210511,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
165,9,3.49455557095004,0.234591214534607,185260900,50000,-193.747110758813,3.49455557095004,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
166,8,3.11058536849249,0.331525940598283,186260900,50000,-194.487380847555,3.11058536849249,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
167,9,4.42817163247267,0.24703539120606,187260900,50000,-193.820643666854,4.42817163247267,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
168,6,3.76062589637956,0.280695362687928,188260900,50000,-176.714566007117,3.76062589637956,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
169,1,5.1107881550596,0.371739097439517,189260900,50000,-179.380034667983,5.1107881550596,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
170,4,3.68572855205287,0.361888954005555,190260900,50000,-157.765472378815,3.68572855205287,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
171,5,4.58510971272603,0.335229382720026,191260900,50000,-193.330383157811,4.58510971272603,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
172,4,4.65158529466517,0.346467056124575,192260900,50000,-185.067986237195,4.65158529466517,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
173,3,3.75281284658977,0.272864343731985,193260900,50000,-200.611724792428,3.75281284658977,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
174,4,3.48451340796942,0.232439017635611,194260900,50000,-188.324448687829,3.48451340796942,71,70,"ancestry_preserving_sampled_latent_trajectory",FALSE,FALSE
