"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","best_run","start_B0","start_sigma_beta","start_Beta","B0_hat","sigma_beta_hat","Beta_hat","logLik","logLik_se","n_successful_pf_evals","final_pf_logLik","fit_success","final_pf_success","status"
125,1125,1,"49b1406d1f09cf7ccfb97517eb1d686b","gamma_noise",600,4,2,0.3,NA,4.898070834547,0.15457190064456,NA,-193.670080139832,0.00882023721272484,5,-193.671126095565,TRUE,TRUE,"success"
126,1126,1,"89c12c0c7af03e2dcd492d20daed2fb8","gamma_noise",600,8,4,0.45,NA,3.99335541087052,0.282620425626138,NA,-197.283135434121,0.0374316919058422,5,-197.248786193899,TRUE,TRUE,"success"
127,1127,1,"d6cf87e625366c1649bd82f3bda75a50","gamma_noise",600,3,6,0.1,NA,3.8047422759085,0.385578883390421,NA,-156.409320902929,0.0183187259736473,5,-156.433082999822,TRUE,TRUE,"success"
128,1128,1,"e7c98f0c8ff03fc89b23b860ab6e055c","gamma_noise",600,9,6,0.45,NA,3.61733831918976,0.349411300027722,NA,-163.448478930731,0.00521677802054613,5,-163.493765744136,TRUE,TRUE,"success"
129,1129,1,"89bab4fa545504e51f4b5b765fa2b9ae","gamma_noise",600,3,6,0.1,NA,5.04618767122895,0.289808901153916,NA,-193.381641027406,0.0238552005911895,5,-193.426643951861,TRUE,TRUE,"success"
130,1130,1,"bf14545e60a11dc820244df794a9bbde","gamma_noise",600,4,2,0.3,NA,2.73666469989056,0.368728380105227,NA,-145.285041958462,0.0206513852197541,5,-145.227367862328,TRUE,TRUE,"success"
131,1131,1,"f9b4bd3734443873f1d31c98484de516","gamma_noise",600,9,6,0.45,NA,4.31197199317756,0.251358052201246,NA,-192.222668259843,0.0274448553058123,5,-192.284644053017,TRUE,TRUE,"success"
132,1132,1,"b571595faf7cf9bf9fb646335e089636","gamma_noise",600,8,4,0.45,NA,3.88138421439355,0.410988840220339,NA,-129.563590362185,0.0218328577076307,5,-129.569690774817,TRUE,TRUE,"success"
133,1133,1,"0a62c14ca9858effb08a88d2cabe1673","gamma_noise",600,1,2,0.1,NA,5.41461175711271,0.356059953680531,NA,-207.344233964274,0.0240527269922941,5,-207.403302458836,TRUE,TRUE,"success"
134,1134,1,"6cdb8dae15bac319b768e307416ee6b2","gamma_noise",600,7,2,0.45,NA,4.30932712366604,0.210484983989523,NA,-185.842287254469,0.011500520050948,5,-185.841985810551,TRUE,TRUE,"success"
135,1135,1,"f5fbe5bac9e630e09a5f83fdcd75b932","gamma_noise",600,9,6,0.45,NA,4.07738286930757,0.383754776774334,NA,-202.281376809788,0.0205375556180246,5,-202.346912869343,TRUE,TRUE,"success"
136,1136,1,"75dc159ba49385507004b04106ac29e8","gamma_noise",600,8,4,0.45,NA,5.2515442736939,0.308025218413811,NA,-213.960548623799,0.0321823704326146,5,-213.949663844437,TRUE,TRUE,"success"
137,1137,1,"25af99e573ba8708856ba71f5d31801d","gamma_noise",600,5,4,0.3,NA,3.75848496247429,0.242033005575697,NA,-184.908649493499,0.0217909603419014,5,-184.915329291506,TRUE,TRUE,"success"
138,1138,1,"24ce0d2a3efbc542f5ad5931cbdb79aa","gamma_noise",600,7,2,0.45,NA,3.47787407779206,0.276858606471477,NA,-180.087145532018,0.0205862122732776,5,-180.12666243504,TRUE,TRUE,"success"
139,1139,1,"392c573a8d8baf810091dbff34258106","gamma_noise",600,7,2,0.45,NA,4.24164803492731,0.303381929081243,NA,-194.391226307156,0.0264973783119841,5,-194.434174490951,TRUE,TRUE,"success"
140,1140,1,"9af7f4bb9f26f77c38c192936cf0be33","gamma_noise",600,4,2,0.3,NA,3.49359101517309,0.246450049414789,NA,-180.202106218099,0.0117641151728312,5,-180.235232338946,TRUE,TRUE,"success"
141,1141,1,"bd55561900b24ec7c3c7ac64a514ac02","gamma_noise",600,1,2,0.1,NA,4.34449544707249,0.192169295773234,NA,-207.905406401678,0.0188364573376805,5,-207.930382688348,TRUE,TRUE,"success"
142,1142,1,"d1a06c9101d2c0ee727ae600038327ba","gamma_noise",600,1,2,0.1,NA,4.71522599688928,0.273217670977182,NA,-191.406251579553,0.0118793989808077,5,-191.427329312209,TRUE,TRUE,"success"
143,1143,1,"5e8bbd223a147392f54cce5f77c7b52e","gamma_noise",600,8,4,0.45,NA,3.54379394119288,0.2131562048028,NA,-192.472863237133,0.0122125492163786,5,-192.43258720213,TRUE,TRUE,"success"
144,1144,1,"a7c2af9704a9238a0ba07d099939a75d","gamma_noise",600,7,2,0.45,NA,3.57725014891568,0.24240972620292,NA,-185.665051918374,0.0265561829154987,5,-185.706027558188,TRUE,TRUE,"success"
145,1145,1,"2db60151e6a71b77be25757b07f7d413","gamma_noise",600,1,2,0.1,NA,4.04626229928986,0.322885692776719,NA,-187.421777756995,0.0134442956954091,5,-187.417488005318,TRUE,TRUE,"success"
146,1146,1,"11b683568a8c7109187e0d518ad44753","gamma_noise",600,8,4,0.45,NA,5.10583630047196,0.382364415889081,NA,-197.619877467203,0.0331020152012797,5,-197.694100725004,TRUE,TRUE,"success"
147,1147,1,"39e27a57bdf2c1c57e6c23b743348818","gamma_noise",600,8,4,0.45,NA,3.84179642089464,0.240965738540946,NA,-195.664001635588,0.0157596840703734,5,-195.713440223779,TRUE,TRUE,"success"
148,1148,1,"08f76d2a0f0fd7c0c65c77a4e3db66f5","gamma_noise",600,6,6,0.3,NA,4.00469995657025,0.132942522481439,NA,-213.569523751895,0.0188204591267883,5,-213.60412745405,TRUE,TRUE,"success"
149,1149,1,"73fb1389d38e28b1daab2d44d648d7dc","gamma_noise",600,5,4,0.3,NA,3.08514793610381,0.258928326268905,NA,-127.240601062732,0.0278126460998171,5,-127.268276994403,TRUE,TRUE,"success"
150,1150,1,"4538cec1dfd416909e103d8882091c24","gamma_noise",600,2,4,0.1,NA,3.93101848829797,0.273461717487633,NA,-191.370865203269,0.0164739277115119,5,-191.405252314733,TRUE,TRUE,"success"
151,1151,1,"c30a72bbd9994edc5a6a1c2aed4242b1","gamma_noise",600,8,4,0.45,NA,3.36393387550665,0.237635403969029,NA,-195.359288052537,0.0238426384071428,5,-195.410708399231,TRUE,TRUE,"success"
152,1152,1,"6a9c86481f4a2482e1b37d74f117071e","gamma_noise",600,3,6,0.1,NA,4.53761657685188,0.247995416584575,NA,-187.539392872941,0.00889678840889941,5,-187.569295925843,TRUE,TRUE,"success"
153,1153,1,"442e0ebc852ae02e3200593355a37960","gamma_noise",600,5,4,0.3,NA,4.0735920606917,0.248329977477433,NA,-186.932783050727,0.010655346760323,5,-186.898852287049,TRUE,TRUE,"success"
154,1154,1,"64361962d8cd28975836ca41ffba829e","gamma_noise",600,6,6,0.3,NA,4.77323297277169,0.177591494944862,NA,-203.619533707676,0.0109588826528629,5,-203.60330530717,TRUE,TRUE,"success"
155,1155,1,"af7b6609489cc20efa3782fad07fa0d9","gamma_noise",600,7,2,0.45,NA,4.67173247107533,0.344725694302061,NA,-197.691444130372,0.0186230598131645,5,-197.786928327948,TRUE,TRUE,"success"
156,1156,1,"9d0dfa99ebb269242e3d64e8a5fe517c","gamma_noise",600,3,6,0.1,NA,3.50355747246574,0.337428509620938,NA,-164.098094166721,0.00999400703542548,5,-164.103616472094,TRUE,TRUE,"success"
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","gamma_noise",600,5,4,0.3,NA,4.29130634754226,0.227762550058149,NA,-210.951192018767,0.0386522718529098,5,-211.064314245233,TRUE,TRUE,"success"
158,1158,1,"8f8136ef754c0743bae4dd275c47bf9b","gamma_noise",600,1,2,0.1,NA,3.42262272952002,0.303288987819251,NA,-191.82501696966,0.0397722038683509,5,-191.771269647926,TRUE,TRUE,"success"
159,1159,1,"6eeed27f9e2c16bae4fa14c32548d476","gamma_noise",600,8,4,0.45,NA,4.62465544420535,0.221702414403497,NA,-201.198045124472,0.0354020068960482,5,-201.22902064693,TRUE,TRUE,"success"
160,1160,1,"6fc5bd4defacec08d522e9606a883766","gamma_noise",600,3,6,0.1,NA,3.9598407749909,0.192620309136675,NA,-203.426192914021,0.0179297294773454,5,-203.39495838519,TRUE,TRUE,"success"
161,1161,1,"a357237d620a342d728f96dc8aac5757","gamma_noise",600,3,6,0.1,NA,4.18997190129008,0.228158369609186,NA,-201.825956595476,0.0207253985538966,5,-201.79311335939,TRUE,TRUE,"success"
162,1162,1,"4cc160a48b020eb4685997894bf01baf","gamma_noise",600,4,2,0.3,NA,3.40608659732743,0.256074086594808,NA,-193.169740397804,0.0321169370790547,5,-193.230716378764,TRUE,TRUE,"success"
163,1163,1,"e67c4eaea4e2842baa2a758c4beb2e82","gamma_noise",600,4,2,0.3,NA,3.89076621444474,0.291123955825266,NA,-191.984675062749,0.0102138607933762,5,-192.036592215038,TRUE,TRUE,"success"
164,1164,1,"d690f07a51a75e813d73e446e77eb394","gamma_noise",600,7,2,0.45,NA,3.27749437210511,0.263514045324373,NA,-183.413561326403,0.0274680291069591,5,-183.424842597905,TRUE,TRUE,"success"
165,1165,1,"50366235ff21bfd0a4d01f895b905c92","gamma_noise",600,9,6,0.45,NA,3.49455557095004,0.234591214534607,NA,-193.768322744061,0.0218688462396614,5,-193.747110758812,TRUE,TRUE,"success"
166,1166,1,"495d59eeef0b219751064d03c686254d","gamma_noise",600,8,4,0.45,NA,3.11058536849249,0.331525940598283,NA,-194.493091096625,0.0239799212139877,5,-194.487380847553,TRUE,TRUE,"success"
167,1167,1,"b8bc66b5036c4f6bd977937ad6e2a29d","gamma_noise",600,9,6,0.45,NA,4.42817163247267,0.24703539120606,NA,-193.751796873597,0.0143527709029154,5,-193.820643666852,TRUE,TRUE,"success"
168,1168,1,"d65d84681677642681932395599566ad","gamma_noise",600,6,6,0.3,NA,3.76062589637956,0.280695362687928,NA,-176.678231888415,0.0198860444071597,5,-176.714566007114,TRUE,TRUE,"success"
169,1169,1,"4b517b06b20afe2ab6f16f327d16edef","gamma_noise",600,1,2,0.1,NA,5.1107881550596,0.371739097439517,NA,-179.317537852402,0.00756783772331454,5,-179.380034667981,TRUE,TRUE,"success"
170,1170,1,"f32af8f5828cad3f276263ef3b9502fb","gamma_noise",600,4,2,0.3,NA,3.68572855205287,0.361888954005555,NA,-157.699863627781,0.0116532355028678,5,-157.765472378813,TRUE,TRUE,"success"
171,1171,1,"2ec9a3cf6058379814f756d7b9f93ea9","gamma_noise",600,5,4,0.3,NA,4.58510971272603,0.335229382720026,NA,-193.366542451693,0.0311346985085699,5,-193.330383157809,TRUE,TRUE,"success"
172,1172,1,"68d41d2891a14e960534c955889a715f","gamma_noise",600,4,2,0.3,NA,4.65158529466517,0.346467056124575,NA,-185.068793743475,0.0143188489370492,5,-185.067986237193,TRUE,TRUE,"success"
173,1173,1,"b998c1e8401789afff3d7d34e1be5997","gamma_noise",600,3,6,0.1,NA,3.75281284658977,0.272864343731985,NA,-200.661695313835,0.0264396047953528,5,-200.611724792425,TRUE,TRUE,"success"
174,1174,1,"7a6ced56beec68835d7a03f46b6af6e8","gamma_noise",600,4,2,0.3,NA,3.48451340796942,0.232439017635611,NA,-188.312787056814,0.0338232899463932,5,-188.324448687827,TRUE,TRUE,"success"
175,1175,1,"2744bfdd13475fbe6815e8986de922fa","gamma_noise",600,5,4,0.3,NA,4.32815474523391,0.165765288920363,NA,-208.331153693749,0.0158083052860422,5,-208.344373723687,TRUE,TRUE,"success"
176,1176,1,"c141df7878a0d44e38a58170b4492543","gamma_noise",600,4,2,0.3,NA,4.03926313621353,0.268217297033864,NA,-198.50437903672,0.0246496203202298,5,-198.585309427007,TRUE,TRUE,"success"
177,1177,1,"c17f97d975a2e6794ea31e8367d83e40","gamma_noise",600,5,4,0.3,NA,4.67063646054874,0.338856094431887,NA,-188.238115596293,0.0161466003793042,5,-188.2660572335,TRUE,TRUE,"success"
178,1178,1,"4f3cc0d975b486260ecd02e9ed831df5","gamma_noise",600,3,6,0.1,NA,4.59371811320772,0.275353900781025,NA,-190.873056445065,0.00701562250140438,5,-190.91169698429,TRUE,TRUE,"success"
179,1179,1,"6d4a044da028c76d3fafc003136384eb","gamma_noise",600,7,2,0.45,NA,4.14160099332108,0.255582581443078,NA,-191.08731566083,0.0110533597551754,5,-191.18688859505,TRUE,TRUE,"success"
180,1180,1,"ff3b24bb3a95e7b5178276b17e2c0dad","gamma_noise",600,3,6,0.1,NA,4.05449808515917,0.269744504713274,NA,-202.707856091962,0.0149507968173756,5,-202.711278502392,TRUE,TRUE,"success"
181,1181,1,"80dfab2294dc854a8695d1c1ce6265d9","gamma_noise",600,7,2,0.45,NA,3.99244860427352,0.191524913691775,NA,-198.94436424513,0.0129489512595664,5,-198.962666878189,TRUE,TRUE,"success"
182,1182,1,"941f9c48ec56eb19b25786187b006f10","gamma_noise",600,7,2,0.45,NA,3.76704818304829,0.39306835457666,NA,-192.447056656789,0.055038464322022,5,-192.682051192563,TRUE,TRUE,"success"
183,1183,1,"2dc5d7e9b3e15c740d490d788211573a","gamma_noise",600,4,2,0.3,NA,3.84569611790806,0.402877317047047,NA,-186.62227847248,0.0233612966650552,5,-186.563849484803,TRUE,TRUE,"success"
184,1184,1,"77c6e00a79e8c3b3df80e1c4b0ff8023","gamma_noise",600,2,4,0.1,NA,3.2587580308539,0.292939022548873,NA,-187.862438613594,0.0489087291440045,5,-187.926260211858,TRUE,TRUE,"success"
185,1185,1,"52e3986fb55b179cf59e4540a86a982d","gamma_noise",600,6,6,0.3,NA,3.41407754298343,0.292417317005855,NA,-162.311940212628,0.0437222893940977,5,-162.089744956209,TRUE,TRUE,"success"
186,1186,1,"ccc0636a72fb6ba022578cc100c8cb7c","gamma_noise",600,7,2,0.45,NA,3.84159644729017,0.280791295199332,NA,-189.939280787384,0.0171585380577774,5,-190.063316862999,TRUE,TRUE,"success"
187,1187,1,"7409506000aab5f15ec58cc3dd3fb72e","gamma_noise",600,8,4,0.45,NA,4.57734332176602,0.178069209503878,NA,-195.018895057943,0.0140536923023795,5,-195.098797171293,TRUE,TRUE,"success"
188,1188,1,"0e1b1e567b5a85241d50f71772de9be1","gamma_noise",600,6,6,0.3,NA,3.64308526865866,0.350326395693376,NA,-191.467730327889,0.024086133964391,5,-191.455053093429,TRUE,TRUE,"success"
189,1189,1,"02453cd2773e7494e1a4738ba6f3c7a1","gamma_noise",600,7,2,0.45,NA,3.253484367918,0.36078948869676,NA,-160.907106207961,0.00999971989225362,5,-160.866346211286,TRUE,TRUE,"success"
190,1190,1,"e11e338409fdbfff7af641a286a93437","gamma_noise",600,1,2,0.1,NA,3.54583353071195,0.452085494709957,NA,-217.502058154108,0.0137249503158401,5,-217.508496059547,TRUE,TRUE,"success"
191,1191,1,"88ccda7d997701880c9d0c636b220b1e","gamma_noise",600,5,4,0.3,NA,4.92907186544843,0.374288683629418,NA,-199.075848783923,0.0235258792334593,5,-199.097272682659,TRUE,TRUE,"success"
192,1192,1,"9a5e00955ca9971800073dd3e4c28ad7","gamma_noise",600,9,6,0.45,NA,3.92054517910699,0.31780047303445,NA,-186.346909372755,0.0198481319268205,5,-186.306587511539,TRUE,TRUE,"success"
193,1193,2,"50b5e6cbc49ffa79634e56edd10b8bf0","gamma_noise",600,7,2,0.45,NA,3.98951732462636,0.203393893303196,NA,-203.069007580608,0.0155388893622074,5,-203.083845532683,TRUE,TRUE,"success"
194,1194,1,"1f0b118441ef88f9f7e1c86a5d22c593","gamma_noise",600,6,6,0.3,NA,3.40454467454537,0.256875420313901,NA,-194.296240190014,0.014967627335337,5,-194.36946313008,TRUE,TRUE,"success"
195,1195,1,"4b29886fa0376b89caa9cc697a80dc98","gamma_noise",600,6,6,0.3,NA,3.69769631164585,0.235067436805491,NA,-188.783055202538,0.0190794823123329,5,-188.803168410077,TRUE,TRUE,"success"
196,1196,1,"4a7772e1b5862480e3537a3124e41c07","gamma_noise",600,7,2,0.45,NA,3.14729095972758,0.198903053691488,NA,-154.455817986771,0.0214807527077575,5,-154.543739314322,TRUE,TRUE,"success"
197,1197,1,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","gamma_noise",600,4,2,0.3,NA,3.43418524251958,0.298496093465198,NA,-197.026189243371,0.040492433035669,5,-197.000212065654,TRUE,TRUE,"success"
198,1198,1,"9cf5a39df21d5a234b9a57056ebe1360","gamma_noise",600,7,2,0.45,NA,3.78277895141542,0.168932469079833,NA,-206.852013896138,0.0106854360415501,5,-206.895073655137,TRUE,TRUE,"success"
199,1199,1,"f24eafb51b8268645a90a1a9cbcc2a5c","gamma_noise",600,3,6,0.1,NA,4.23855300250356,0.275032907173687,NA,-190.678310399317,0.0273291636551001,5,-190.647086083388,TRUE,TRUE,"success"
200,1200,1,"2276182a83b89b4d2f8bfc96d14895ca","gamma_noise",600,3,6,0.1,NA,3.75632976347555,0.408136358941826,NA,-210.849201834351,0.0338353796237288,5,-210.886369426114,TRUE,TRUE,"success"
