"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9984,12,4,6,3
0.285714285714286,"1",9976,15,9,8,2
0.428571428571429,"1",9963,24,13,13,6
0.571428571428571,"1",9949,33,18,14,8
0.714285714285714,"1",9932,36,32,17,9
0.857142857142857,"1",9914,41,45,18,11
1,"1",9896,44,60,18,10
1.14285714285714,"1",9867,53,80,29,8
1.28571428571429,"1",9827,64,109,40,14
1.42857142857143,"1",9790,74,136,37,19
1.57142857142857,"1",9737,96,167,53,23
1.71428571428571,"1",9670,122,208,67,32
1.85714285714286,"1",9591,147,262,79,39
2,"1",9505,166,329,86,25
2.14285714285714,"1",9429,179,392,76,39
2.28571428571429,"1",9339,195,466,90,22
2.42857142857143,"1",9228,218,554,111,41
2.57142857142857,"1",9111,243,646,117,30
2.71428571428571,"1",8986,263,751,125,59
2.85714285714286,"1",8856,284,860,130,31
3,"1",8708,309,983,148,53
3.14285714285714,"1",8535,355,1110,173,69
3.28571428571429,"1",8381,358,1261,154,80
3.42857142857143,"1",8207,386,1407,174,94
3.57142857142857,"1",8032,397,1571,175,44
3.71428571428571,"1",7839,423,1738,193,56
3.85714285714286,"1",7651,433,1916,188,76
4,"1",7447,451,2102,204,47
4.14285714285714,"1",7246,474,2280,201,95
4.28571428571429,"1",7054,474,2472,192,90
4.42857142857143,"1",6845,494,2661,209,147
4.57142857142857,"1",6643,495,2862,202,78
4.71428571428571,"1",6479,468,3053,164,57
4.85714285714286,"1",6307,438,3255,172,125
5,"1",6142,425,3433,165,113
5.14285714285714,"1",6066,340,3594,76,15
5.28571428571429,"1",6016,255,3729,50,25
5.42857142857143,"1",5974,196,3830,42,21
5.57142857142857,"1",5939,142,3919,35,17
5.71428571428571,"1",5919,112,3969,20,4
5.85714285714286,"1",5899,97,4004,20,13
6,"1",5881,74,4045,18,8
6.14285714285714,"1",5871,55,4074,10,6
6.28571428571429,"1",5853,53,4094,18,6
6.42857142857143,"1",5849,40,4111,4,3
6.57142857142857,"1",5843,30,4127,6,0
6.71428571428571,"1",5838,27,4135,5,3
6.85714285714286,"1",5836,19,4145,2,0
7,"1",5833,10,4157,3,2
7.14285714285714,"1",5831,8,4161,2,1
7.28571428571429,"1",5831,6,4163,0,0
7.42857142857143,"1",5830,6,4164,1,0
7.57142857142857,"1",5830,2,4168,0,0
7.71428571428571,"1",5830,1,4169,0,0
7.85714285714286,"1",5830,0,4170,0,0
8,"1",5830,0,4170,0,0
8.14285714285714,"1",5830,0,4170,0,0
8.28571428571428,"1",5830,0,4170,0,0
8.42857142857143,"1",5830,0,4170,0,0
8.57142857142857,"1",5830,0,4170,0,0
8.71428571428571,"1",5830,0,4170,0,0
8.85714285714286,"1",5830,0,4170,0,0
9,"1",5830,0,4170,0,0
9.14285714285714,"1",5830,0,4170,0,0
9.28571428571428,"1",5830,0,4170,0,0
9.42857142857143,"1",5830,0,4170,0,0
9.57142857142857,"1",5830,0,4170,0,0
9.71428571428571,"1",5830,0,4170,0,0
9.85714285714286,"1",5830,0,4170,0,0
10,"1",5830,0,4170,0,0
