"week","reports"
0.142857142857143,0
0.285714285714286,0
0.428571428571429,5
0.571428571428571,0
0.714285714285714,1
0.857142857142857,2
1,3
1.14285714285714,4
1.28571428571429,3
1.42857142857143,4
1.57142857142857,1
1.71428571428571,13
1.85714285714286,14
2,7
2.14285714285714,10
2.28571428571429,8
2.42857142857143,15
2.57142857142857,20
2.71428571428571,11
2.85714285714286,31
3,25
3.14285714285714,20
3.28571428571429,59
3.42857142857143,61
3.57142857142857,52
3.71428571428571,50
3.85714285714286,71
4,48
4.14285714285714,97
4.28571428571429,97
4.42857142857143,112
4.57142857142857,62
4.71428571428571,71
4.85714285714286,86
5,150
5.14285714285714,50
5.28571428571429,29
5.42857142857143,9
5.57142857142857,13
5.71428571428571,20
5.85714285714286,25
6,6
6.14285714285714,2
6.28571428571429,6
6.42857142857143,1
6.57142857142857,4
6.71428571428571,1
6.85714285714286,0
7,1
7.14285714285714,1
7.28571428571429,0
7.42857142857143,2
7.57142857142857,6
7.71428571428571,0
7.85714285714286,0
8,1
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,1
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,1
9.85714285714286,0
10,0
