"week","reports"
0.142857142857143,0
0.285714285714286,3
0.428571428571429,3
0.571428571428571,0
0.714285714285714,1
0.857142857142857,4
1,6
1.14285714285714,6
1.28571428571429,5
1.42857142857143,4
1.57142857142857,13
1.71428571428571,11
1.85714285714286,15
2,6
2.14285714285714,9
2.28571428571429,8
2.42857142857143,38
2.57142857142857,18
2.71428571428571,78
2.85714285714286,60
3,37
3.14285714285714,61
3.28571428571429,31
3.42857142857143,39
3.57142857142857,56
3.71428571428571,83
3.85714285714286,73
4,56
4.14285714285714,58
4.28571428571429,66
4.42857142857143,38
4.57142857142857,125
4.71428571428571,104
4.85714285714286,106
5,109
5.14285714285714,42
5.28571428571429,26
5.42857142857143,37
5.57142857142857,23
5.71428571428571,8
5.85714285714286,16
6,9
6.14285714285714,11
6.28571428571429,3
6.42857142857143,6
6.57142857142857,6
6.71428571428571,3
6.85714285714286,2
7,4
7.14285714285714,0
7.28571428571429,1
7.42857142857143,4
7.57142857142857,3
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,2
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
