"week","reports"
0.142857142857143,0
0.285714285714286,5
0.428571428571429,1
0.571428571428571,3
0.714285714285714,9
0.857142857142857,7
1,3
1.14285714285714,12
1.28571428571429,9
1.42857142857143,16
1.57142857142857,7
1.71428571428571,12
1.85714285714286,8
2,16
2.14285714285714,24
2.28571428571429,24
2.42857142857143,21
2.57142857142857,41
2.71428571428571,51
2.85714285714286,35
3,34
3.14285714285714,33
3.28571428571429,63
3.42857142857143,72
3.57142857142857,81
3.71428571428571,102
3.85714285714286,35
4,52
4.14285714285714,135
4.28571428571429,38
4.42857142857143,44
4.57142857142857,80
4.71428571428571,75
4.85714285714286,114
5,131
5.14285714285714,47
5.28571428571429,25
5.42857142857143,18
5.57142857142857,17
5.71428571428571,13
5.85714285714286,6
6,7
6.14285714285714,12
6.28571428571429,5
6.42857142857143,5
6.57142857142857,1
6.71428571428571,5
6.85714285714286,3
7,1
7.14285714285714,1
7.28571428571429,5
7.42857142857143,2
7.57142857142857,8
7.71428571428571,0
7.85714285714286,2
8,1
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,2
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
