"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9990,8,2,0,0
0.285714285714286,"1",9986,7,7,4,5
0.428571428571429,"1",9983,7,10,3,1
0.571428571428571,"1",9976,11,13,7,3
0.714285714285714,"1",9967,17,16,9,9
0.857142857142857,"1",9957,23,20,10,7
1,"1",9943,28,29,14,3
1.14285714285714,"1",9922,35,43,21,12
1.28571428571429,"1",9905,34,61,17,9
1.42857142857143,"1",9884,39,77,21,16
1.57142857142857,"1",9860,43,97,24,7
1.71428571428571,"1",9829,60,111,31,12
1.85714285714286,"1",9801,59,140,28,8
2,"1",9764,65,171,37,16
2.14285714285714,"1",9723,78,199,41,24
2.28571428571429,"1",9672,98,230,51,24
2.42857142857143,"1",9609,123,268,63,21
2.57142857142857,"1",9549,135,316,60,41
2.71428571428571,"1",9469,155,376,80,51
2.85714285714286,"1",9386,171,443,83,35
3,"1",9305,174,521,81,34
3.14285714285714,"1",9216,184,600,89,33
3.28571428571429,"1",9097,217,686,119,63
3.42857142857143,"1",8977,254,769,120,72
3.57142857142857,"1",8822,302,876,155,81
3.71428571428571,"1",8663,319,1018,159,102
3.85714285714286,"1",8505,347,1148,158,35
4,"1",8320,387,1293,185,52
4.14285714285714,"1",8162,391,1447,158,135
4.28571428571429,"1",7978,403,1619,184,38
4.42857142857143,"1",7794,414,1792,184,44
4.57142857142857,"1",7617,425,1958,177,80
4.71428571428571,"1",7463,396,2141,154,75
4.85714285714286,"1",7311,384,2305,152,114
5,"1",7130,416,2454,181,131
5.14285714285714,"1",7038,334,2628,92,47
5.28571428571429,"1",6981,260,2759,57,25
5.42857142857143,"1",6928,209,2863,53,18
5.57142857142857,"1",6894,165,2941,34,17
5.71428571428571,"1",6860,136,3004,34,13
5.85714285714286,"1",6828,115,3057,32,6
6,"1",6805,95,3100,23,7
6.14285714285714,"1",6786,79,3135,19,12
6.28571428571429,"1",6769,69,3162,17,5
6.42857142857143,"1",6757,61,3182,12,5
6.57142857142857,"1",6747,49,3204,10,1
6.71428571428571,"1",6738,43,3219,9,5
6.85714285714286,"1",6730,34,3236,8,3
7,"1",6728,26,3246,2,1
7.14285714285714,"1",6722,25,3253,6,1
7.28571428571429,"1",6716,24,3260,6,5
7.42857142857143,"1",6709,22,3269,7,2
7.57142857142857,"1",6702,16,3282,7,8
7.71428571428571,"1",6702,11,3287,0,0
7.85714285714286,"1",6699,12,3289,3,2
8,"1",6695,11,3294,4,1
8.14285714285714,"1",6693,9,3298,2,0
8.28571428571428,"1",6692,8,3300,1,0
8.42857142857143,"1",6692,6,3302,0,0
8.57142857142857,"1",6691,5,3304,1,0
8.71428571428571,"1",6690,5,3305,1,2
8.85714285714286,"1",6690,1,3309,0,0
9,"1",6690,1,3309,0,0
9.14285714285714,"1",6690,1,3309,0,0
9.28571428571428,"1",6689,2,3309,1,0
9.42857142857143,"1",6689,1,3310,0,0
9.57142857142857,"1",6689,1,3310,0,0
9.71428571428571,"1",6689,1,3310,0,0
9.85714285714286,"1",6689,1,3310,0,0
10,"1",6689,0,3311,0,0
