"week","reports"
0.142857142857143,6
0.285714285714286,0
0.428571428571429,2
0.571428571428571,1
0.714285714285714,4
0.857142857142857,6
1,1
1.14285714285714,0
1.28571428571429,6
1.42857142857143,7
1.57142857142857,15
1.71428571428571,3
1.85714285714286,18
2,7
2.14285714285714,11
2.28571428571429,4
2.42857142857143,9
2.57142857142857,12
2.71428571428571,19
2.85714285714286,20
3,18
3.14285714285714,7
3.28571428571429,22
3.42857142857143,13
3.57142857142857,15
3.71428571428571,37
3.85714285714286,24
4,31
4.14285714285714,56
4.28571428571429,24
4.42857142857143,26
4.57142857142857,36
4.71428571428571,77
4.85714285714286,66
5,53
5.14285714285714,37
5.28571428571429,30
5.42857142857143,24
5.57142857142857,8
5.71428571428571,14
5.85714285714286,19
6,12
6.14285714285714,5
6.28571428571429,13
6.42857142857143,3
6.57142857142857,9
6.71428571428571,11
6.85714285714286,3
7,0
7.14285714285714,1
7.28571428571429,3
7.42857142857143,2
7.57142857142857,0
7.71428571428571,2
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,1
8.57142857142857,0
8.71428571428571,0
8.85714285714286,2
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
