"task_id","model","RSS","RMSE","mean_error","AOB","mean_error_before_5","mean_error_after_5"
198,"gamma_noise",11.0284373974537,0.396924559177067,0.00232765426779985,0.00232765426779985,-0.139645236684423,0.136413162389344
199,"gamma_noise",32.782598992272,0.684341174230181,-0.21008394300572,0.21008394300572,0.166294168613468,-0.565552159534953
200,"gamma_noise",336.601967569051,2.19285191855281,1.17983581251278,1.17983581251278,0.156604122471028,2.14622129755221
1,"constant_B",150.674273973773,1.46713654040677,1.07392083261634,1.07392083261634,0.0453494040449103,2.04534940404491
2,"constant_B",251.499551294699,1.89548166247564,1.61048659085136,1.61048659085136,0.58191516227993,2.58191516227993
3,"constant_B",70.2077357724615,1.00148272770543,0.0615140668702589,0.0615140668702589,-0.96705736170117,1.03294263829883
4,"constant_B",106.352872986463,1.23260973424254,0.721209458812128,0.721209458812128,-0.3073619697593,1.6926380302407
5,"constant_B",101.051404384603,1.20149552275846,0.666639196071778,0.666639196071778,-0.36193223249965,1.63806776750035
6,"constant_B",74.3883191003746,1.03086869816795,0.252005157473228,0.252005157473228,-0.7765662710982,1.2234337289018
7,"constant_B",245.512832542642,1.87278567358377,1.5837116232797,1.5837116232797,0.55514019470827,2.55514019470827
8,"constant_B",114.539402648285,1.2791705049327,0.798181374889439,0.798181374889439,-0.23039005368199,1.76960994631801
9,"constant_B",127.351807202544,1.34881856877228,0.905609108829809,0.905609108829809,-0.12296231974162,1.87703768025838
10,"constant_B",71.709730628333,1.01213868776067,0.158874320746029,0.158874320746029,-0.8696971078254,1.1303028921746
11,"constant_B",130.473550924437,1.36525011274459,0.929905477389888,0.929905477389888,-0.0986659511815402,1.90133404881846
12,"constant_B",85.9998969907921,1.10840874997057,0.478942881293718,0.478942881293718,-0.54962854727771,1.45037145272229
13,"constant_B",162.572119834802,1.52396156604518,1.15033698597998,1.15033698597998,0.12176555740855,2.12176555740855
14,"constant_B",97.1164387827589,1.17786998301874,0.623052183550599,0.623052183550599,-0.40551924502083,1.59448075497917
15,"constant_B",121.669476107623,1.31838362132046,0.859622998468899,0.859622998468899,-0.16894843010253,1.83105156989747
16,"constant_B",92.4075368059832,1.14895938512068,0.566501540322279,0.566501540322279,-0.46206988824915,1.53793011175085
17,"constant_B",72.1791549404877,1.01544610140771,0.178737548922218,0.178737548922218,-0.84983387964921,1.15016612035079
18,"constant_B",73.1561503653968,1.02229538899616,0.214252628673309,0.214252628673309,-0.81431879989812,1.18568120010188
19,"constant_B",144.111786276445,1.43483093218303,1.02934742943276,1.02934742943276,0.000776000861329784,2.00077600086133
20,"constant_B",92.511419648218,1.14960502315372,0.567809858835569,0.567809858835569,-0.46076156973586,1.53923843026414
21,"constant_B",89.7269945326031,1.13217234006516,0.531630072643778,0.531630072643778,-0.49694135592765,1.50305864407235
22,"constant_B",101.513139830696,1.20423739846722,0.671568342313499,0.671568342313499,-0.35700308625793,1.64299691374207
23,"constant_B",122.914295269042,1.3251107515387,0.869905069748458,0.869905069748458,-0.15866635882297,1.84133364117703
24,"constant_B",80.434609890543,1.07194489390975,0.387146202499519,0.387146202499519,-0.64142522607191,1.35857477392809
25,"constant_B",100.280770021155,1.1969053550192,0.658330278359009,0.658330278359009,-0.37024115021242,1.62975884978758
26,"constant_B",112.050960483729,1.2651988013393,0.775592891561689,0.775592891561689,-0.25297853700974,1.74702146299026
27,"constant_B",88.0450972988329,1.1215110807607,0.508530658662438,0.508530658662438,-0.52004076990899,1.47995923009101
28,"constant_B",129.273625430277,1.35895771736113,0.920642386655099,0.920642386655099,-0.10792904191633,1.89207095808367
29,"constant_B",74.2536991725792,1.02993549848369,0.248160145002089,0.248160145002089,-0.78041128356934,1.21958871643066
