"task_id","mif_seed","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","successful_pf_evals"
8,20260628,4,0.45,4.40573867105192,0.208523149302486,-197.516064740056,0.0184571806679908,5
