"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9985,12,3,5,1
0.285714285714286,"1",9976,17,7,9,2
0.428571428571429,"1",9965,19,16,11,8
0.571428571428571,"1",9958,13,29,7,2
0.714285714285714,"1",9945,22,33,13,5
0.857142857142857,"1",9934,25,41,11,7
1,"1",9924,24,52,10,4
1.14285714285714,"1",9908,34,58,16,7
1.28571428571429,"1",9889,36,75,19,3
1.42857142857143,"1",9868,35,97,21,11
1.57142857142857,"1",9832,53,115,36,13
1.71428571428571,"1",9808,62,130,24,27
1.85714285714286,"1",9774,64,162,34,16
2,"1",9731,83,186,43,19
2.14285714285714,"1",9676,101,223,55,27
2.28571428571429,"1",9618,113,269,58,48
2.42857142857143,"1",9542,143,315,76,26
2.57142857142857,"1",9461,169,370,81,48
2.71428571428571,"1",9374,194,432,87,36
2.85714285714286,"1",9276,220,504,98,60
3,"1",9163,241,596,113,21
3.14285714285714,"1",9051,243,706,112,54
3.28571428571429,"1",8918,275,807,133,53
3.42857142857143,"1",8788,297,915,130,69
3.57142857142857,"1",8637,337,1026,151,73
3.71428571428571,"1",8456,368,1176,181,75
3.85714285714286,"1",8268,379,1353,188,100
4,"1",8066,426,1508,202,101
4.14285714285714,"1",7891,428,1681,175,109
4.28571428571429,"1",7699,448,1853,192,144
4.42857142857143,"1",7455,471,2074,244,96
4.57142857142857,"1",7245,493,2262,210,79
4.71428571428571,"1",7050,482,2468,195,133
4.85714285714286,"1",6862,456,2682,188,146
5,"1",6695,429,2876,167,134
5.14285714285714,"1",6626,334,3040,69,10
5.28571428571429,"1",6554,271,3175,72,54
5.42857142857143,"1",6490,228,3282,64,20
5.57142857142857,"1",6447,173,3380,43,20
5.71428571428571,"1",6420,117,3463,27,6
5.85714285714286,"1",6383,99,3518,37,28
6,"1",6374,78,3548,9,3
6.14285714285714,"1",6362,64,3574,12,1
6.28571428571429,"1",6353,55,3592,9,9
6.42857142857143,"1",6349,33,3618,4,5
6.57142857142857,"1",6344,27,3629,5,2
6.71428571428571,"1",6340,22,3638,4,1
6.85714285714286,"1",6338,16,3646,2,2
7,"1",6335,14,3651,3,0
7.14285714285714,"1",6331,12,3657,4,5
7.28571428571429,"1",6330,9,3661,1,0
7.42857142857143,"1",6325,11,3664,5,0
7.57142857142857,"1",6323,10,3667,2,1
7.71428571428571,"1",6321,7,3672,2,0
7.85714285714286,"1",6321,3,3676,0,0
8,"1",6321,3,3676,0,0
8.14285714285714,"1",6321,2,3677,0,0
8.28571428571428,"1",6320,1,3679,1,0
8.42857142857143,"1",6320,1,3679,0,0
8.57142857142857,"1",6320,1,3679,0,0
8.71428571428571,"1",6320,1,3679,0,0
8.85714285714286,"1",6319,2,3679,1,0
9,"1",6319,2,3679,0,0
9.14285714285714,"1",6319,1,3680,0,0
9.28571428571428,"1",6319,1,3680,0,0
9.42857142857143,"1",6319,1,3680,0,0
9.57142857142857,"1",6318,2,3680,1,0
9.71428571428571,"1",6318,0,3682,0,0
9.85714285714286,"1",6318,0,3682,0,0
10,"1",6318,0,3682,0,0
