"task_id","mif_seed","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","successful_pf_evals"
6,20260628,6,0.3,4.4430444534906,0.212908416945944,-197.52021017088,0.0172591934556137,5
