"week","reports"
0.142857142857143,14
0.285714285714286,9
0.428571428571429,4
0.571428571428571,11
0.714285714285714,11
0.857142857142857,15
1,10
1.14285714285714,20
1.28571428571429,30
1.42857142857143,40
1.57142857142857,44
1.71428571428571,37
1.85714285714286,26
2,38
2.14285714285714,26
2.28571428571429,60
2.42857142857143,68
2.57142857142857,92
2.71428571428571,57
2.85714285714286,76
3,42
3.14285714285714,84
3.28571428571429,74
3.42857142857143,133
3.57142857142857,80
3.71428571428571,123
3.85714285714286,80
4,90
4.14285714285714,96
4.28571428571429,81
4.42857142857143,80
4.57142857142857,50
4.71428571428571,58
4.85714285714286,35
5,79
5.14285714285714,32
5.28571428571429,10
5.42857142857143,6
5.57142857142857,16
5.71428571428571,14
5.85714285714286,22
6,6
6.14285714285714,8
6.28571428571429,1
6.42857142857143,4
6.57142857142857,3
6.71428571428571,3
6.85714285714286,3
7,3
7.14285714285714,0
7.28571428571429,1
7.42857142857143,2
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
