"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9985,11,4,5,0
0.285714285714286,"1",9976,17,7,9,3
0.428571428571429,"1",9965,25,10,11,7
0.571428571428571,"1",9950,27,23,15,1
0.714285714285714,"1",9933,34,33,17,7
0.857142857142857,"1",9915,34,51,18,6
1,"1",9885,52,63,30,17
1.14285714285714,"1",9847,67,86,38,32
1.28571428571429,"1",9821,61,118,26,12
1.42857142857143,"1",9788,61,151,33,12
1.57142857142857,"1",9753,74,173,35,23
1.71428571428571,"1",9701,94,205,52,19
1.85714285714286,"1",9647,110,243,54,26
2,"1",9585,127,288,62,35
2.14285714285714,"1",9521,136,343,64,33
2.28571428571429,"1",9452,150,398,69,28
2.42857142857143,"1",9350,188,462,102,72
2.57142857142857,"1",9240,226,534,110,72
2.71428571428571,"1",9135,229,636,105,27
2.85714285714286,"1",9026,243,731,109,73
3,"1",8905,253,842,121,42
3.14285714285714,"1",8770,282,948,135,83
3.28571428571429,"1",8604,323,1073,166,88
3.42857142857143,"1",8444,338,1218,160,93
3.57142857142857,"1",8257,377,1366,187,64
3.71428571428571,"1",8041,434,1525,216,137
3.85714285714286,"1",7862,447,1691,179,82
4,"1",7667,478,1855,195,162
4.14285714285714,"1",7438,504,2058,229,198
4.28571428571429,"1",7256,471,2273,182,87
4.42857142857143,"1",7058,460,2482,198,160
4.57142857142857,"1",6853,471,2676,205,88
4.71428571428571,"1",6674,459,2867,179,69
4.85714285714286,"1",6539,385,3076,135,35
5,"1",6406,368,3226,133,59
5.14285714285714,"1",6323,318,3359,83,24
5.28571428571429,"1",6278,242,3480,45,20
5.42857142857143,"1",6223,223,3554,55,26
5.57142857142857,"1",6190,176,3634,33,15
5.71428571428571,"1",6162,149,3689,28,15
5.85714285714286,"1",6128,135,3737,34,11
6,"1",6099,112,3789,29,5
6.14285714285714,"1",6079,93,3828,20,8
6.28571428571429,"1",6065,76,3859,14,14
6.42857142857143,"1",6048,66,3886,17,10
6.57142857142857,"1",6040,49,3911,8,2
6.71428571428571,"1",6030,42,3928,10,5
6.85714285714286,"1",6028,27,3945,2,2
7,"1",6018,29,3953,10,5
7.14285714285714,"1",6013,22,3965,5,1
7.28571428571429,"1",6012,15,3973,1,0
7.42857142857143,"1",6007,14,3979,5,0
7.57142857142857,"1",6006,10,3984,1,0
7.71428571428571,"1",6005,7,3988,1,0
7.85714285714286,"1",6004,7,3989,1,1
8,"1",6003,4,3993,1,2
8.14285714285714,"1",6002,1,3997,1,4
8.28571428571428,"1",6002,0,3998,0,0
8.42857142857143,"1",6002,0,3998,0,0
8.57142857142857,"1",6002,0,3998,0,0
8.71428571428571,"1",6002,0,3998,0,0
8.85714285714286,"1",6002,0,3998,0,0
9,"1",6002,0,3998,0,0
9.14285714285714,"1",6002,0,3998,0,0
9.28571428571428,"1",6002,0,3998,0,0
9.42857142857143,"1",6002,0,3998,0,0
9.57142857142857,"1",6002,0,3998,0,0
9.71428571428571,"1",6002,0,3998,0,0
9.85714285714286,"1",6002,0,3998,0,0
10,"1",6002,0,3998,0,0
