"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9985,9,6,5,6
0.285714285714286,"1",9978,12,10,7,4
0.428571428571429,"1",9972,12,16,6,2
0.571428571428571,"1",9964,14,22,8,3
0.714285714285714,"1",9962,8,30,2,0
0.857142857142857,"1",9955,12,33,7,6
1,"1",9944,19,37,11,7
1.14285714285714,"1",9939,17,44,5,2
1.28571428571429,"1",9933,18,49,6,0
1.42857142857143,"1",9929,14,57,4,1
1.57142857142857,"1",9923,10,67,6,2
1.71428571428571,"1",9919,9,72,4,1
1.85714285714286,"1",9910,16,74,9,3
2,"1",9903,18,79,7,5
2.14285714285714,"1",9896,16,88,7,2
2.28571428571429,"1",9887,20,93,9,2
2.42857142857143,"1",9872,31,97,15,8
2.57142857142857,"1",9862,32,106,10,5
2.71428571428571,"1",9844,35,121,18,3
2.85714285714286,"1",9825,40,135,19,14
3,"1",9817,32,151,8,2
3.14285714285714,"1",9799,36,165,18,16
3.28571428571429,"1",9780,38,182,19,13
3.42857142857143,"1",9753,52,195,27,21
3.57142857142857,"1",9728,57,215,25,8
3.71428571428571,"1",9687,76,237,41,16
3.85714285714286,"1",9640,89,271,47,24
4,"1",9583,99,318,57,27
4.14285714285714,"1",9535,103,362,48,29
4.28571428571429,"1",9469,122,409,66,32
4.42857142857143,"1",9415,120,465,54,32
4.57142857142857,"1",9330,149,521,85,71
4.71428571428571,"1",9245,179,576,85,78
4.85714285714286,"1",9175,179,646,70,25
5,"1",9098,164,738,77,19
5.14285714285714,"1",9056,129,815,42,13
5.28571428571429,"1",9016,116,868,40,15
5.42857142857143,"1",8998,88,914,18,7
5.57142857142857,"1",8972,84,944,26,16
5.71428571428571,"1",8942,82,976,30,9
5.85714285714286,"1",8922,75,1003,20,6
6,"1",8910,54,1036,12,2
6.14285714285714,"1",8897,49,1054,13,5
6.28571428571429,"1",8884,41,1075,13,5
6.42857142857143,"1",8870,35,1095,14,6
6.57142857142857,"1",8862,32,1106,8,7
6.71428571428571,"1",8854,32,1114,8,3
6.85714285714286,"1",8846,20,1134,8,7
7,"1",8844,18,1138,2,2
7.14285714285714,"1",8839,18,1143,5,3
7.28571428571429,"1",8832,22,1146,7,1
7.42857142857143,"1",8825,19,1156,7,1
7.57142857142857,"1",8821,19,1160,4,0
7.71428571428571,"1",8816,16,1168,5,6
7.85714285714286,"1",8814,10,1176,2,0
8,"1",8813,6,1181,1,1
8.14285714285714,"1",8813,2,1185,0,0
8.28571428571428,"1",8813,1,1186,0,0
8.42857142857143,"1",8813,1,1186,0,0
8.57142857142857,"1",8813,0,1187,0,0
8.71428571428571,"1",8813,0,1187,0,0
8.85714285714286,"1",8813,0,1187,0,0
9,"1",8813,0,1187,0,0
9.14285714285714,"1",8813,0,1187,0,0
9.28571428571428,"1",8813,0,1187,0,0
9.42857142857143,"1",8813,0,1187,0,0
9.57142857142857,"1",8813,0,1187,0,0
9.71428571428571,"1",8813,0,1187,0,0
9.85714285714286,"1",8813,0,1187,0,0
10,"1",8813,0,1187,0,0
