"week","reports"
0.142857142857143,3
0.285714285714286,10
0.428571428571429,0
0.571428571428571,0
0.714285714285714,7
0.857142857142857,10
1,10
1.14285714285714,5
1.28571428571429,20
1.42857142857143,8
1.57142857142857,20
1.71428571428571,22
1.85714285714286,22
2,25
2.14285714285714,41
2.28571428571429,19
2.42857142857143,45
2.57142857142857,42
2.71428571428571,50
2.85714285714286,58
3,108
3.14285714285714,61
3.28571428571429,55
3.42857142857143,74
3.57142857142857,126
3.71428571428571,86
3.85714285714286,155
4,95
4.14285714285714,133
4.28571428571429,100
4.42857142857143,117
4.57142857142857,115
4.71428571428571,50
4.85714285714286,43
5,49
5.14285714285714,37
5.28571428571429,29
5.42857142857143,24
5.57142857142857,20
5.71428571428571,14
5.85714285714286,4
6,11
6.14285714285714,4
6.28571428571429,4
6.42857142857143,7
6.57142857142857,2
6.71428571428571,0
6.85714285714286,1
7,0
7.14285714285714,0
7.28571428571429,2
7.42857142857143,2
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
