"week","reports"
0.142857142857143,4
0.285714285714286,0
0.428571428571429,1
0.571428571428571,0
0.714285714285714,4
0.857142857142857,1
1,0
1.14285714285714,6
1.28571428571429,4
1.42857142857143,5
1.57142857142857,4
1.71428571428571,11
1.85714285714286,5
2,3
2.14285714285714,9
2.28571428571429,12
2.42857142857143,18
2.57142857142857,19
2.71428571428571,29
2.85714285714286,12
3,25
3.14285714285714,23
3.28571428571429,19
3.42857142857143,34
3.57142857142857,20
3.71428571428571,50
3.85714285714286,61
4,59
4.14285714285714,92
4.28571428571429,43
4.42857142857143,88
4.57142857142857,112
4.71428571428571,107
4.85714285714286,72
5,109
5.14285714285714,28
5.28571428571429,26
5.42857142857143,18
5.57142857142857,30
5.71428571428571,29
5.85714285714286,18
6,14
6.14285714285714,6
6.28571428571429,5
6.42857142857143,8
6.57142857142857,8
6.71428571428571,12
6.85714285714286,5
7,4
7.14285714285714,2
7.28571428571429,3
7.42857142857143,2
7.57142857142857,4
7.71428571428571,0
7.85714285714286,0
8,1
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
