"week","reports"
0.142857142857143,1
0.285714285714286,2
0.428571428571429,9
0.571428571428571,3
0.714285714285714,4
0.857142857142857,4
1,5
1.14285714285714,9
1.28571428571429,11
1.42857142857143,7
1.57142857142857,10
1.71428571428571,10
1.85714285714286,6
2,15
2.14285714285714,9
2.28571428571429,47
2.42857142857143,41
2.57142857142857,52
2.71428571428571,59
2.85714285714286,67
3,21
3.14285714285714,41
3.28571428571429,51
3.42857142857143,37
3.57142857142857,95
3.71428571428571,51
3.85714285714286,66
4,77
4.14285714285714,75
4.28571428571429,109
4.42857142857143,100
4.57142857142857,98
4.71428571428571,114
4.85714285714286,89
5,129
5.14285714285714,55
5.28571428571429,56
5.42857142857143,22
5.57142857142857,29
5.71428571428571,19
5.85714285714286,10
6,10
6.14285714285714,15
6.28571428571429,5
6.42857142857143,4
6.57142857142857,5
6.71428571428571,1
6.85714285714286,3
7,3
7.14285714285714,0
7.28571428571429,2
7.42857142857143,2
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
