"week","reports"
0.142857142857143,4
0.285714285714286,4
0.428571428571429,2
0.571428571428571,3
0.714285714285714,5
0.857142857142857,5
1,5
1.14285714285714,3
1.28571428571429,8
1.42857142857143,12
1.57142857142857,17
1.71428571428571,7
1.85714285714286,24
2,36
2.14285714285714,13
2.28571428571429,41
2.42857142857143,25
2.57142857142857,34
2.71428571428571,43
2.85714285714286,105
3,94
3.14285714285714,69
3.28571428571429,84
3.42857142857143,62
3.57142857142857,95
3.71428571428571,76
3.85714285714286,27
4,106
4.14285714285714,62
4.28571428571429,120
4.42857142857143,85
4.57142857142857,62
4.71428571428571,133
4.85714285714286,66
5,94
5.14285714285714,24
5.28571428571429,40
5.42857142857143,44
5.57142857142857,19
5.71428571428571,13
5.85714285714286,18
6,17
6.14285714285714,14
6.28571428571429,7
6.42857142857143,17
6.57142857142857,9
6.71428571428571,6
6.85714285714286,5
7,2
7.14285714285714,2
7.28571428571429,1
7.42857142857143,0
7.57142857142857,2
7.71428571428571,1
7.85714285714286,0
8,1
8.14285714285714,2
8.28571428571428,3
8.42857142857143,1
8.57142857142857,0
8.71428571428571,1
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,1
