"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9989,5,6,1,0
0.285714285714286,"1",9986,4,10,3,3
0.428571428571429,"1",9982,5,13,4,2
0.571428571428571,"1",9977,9,14,5,4
0.714285714285714,"1",9972,12,16,5,1
0.857142857142857,"1",9967,9,24,5,1
1,"1",9963,8,29,4,1
1.14285714285714,"1",9956,12,32,7,1
1.28571428571429,"1",9950,9,41,6,4
1.42857142857143,"1",9941,13,46,9,6
1.57142857142857,"1",9935,14,51,6,1
1.71428571428571,"1",9931,13,56,4,3
1.85714285714286,"1",9921,19,60,10,4
2,"1",9904,21,75,17,4
2.14285714285714,"1",9888,26,86,16,6
2.28571428571429,"1",9871,35,94,17,10
2.42857142857143,"1",9843,47,110,28,17
2.57142857142857,"1",9815,51,134,28,16
2.71428571428571,"1",9793,49,158,22,21
2.85714285714286,"1",9763,60,177,30,18
3,"1",9736,54,210,27,9
3.14285714285714,"1",9706,60,234,30,24
3.28571428571429,"1",9664,71,265,42,19
3.42857142857143,"1",9616,87,297,48,12
3.57142857142857,"1",9565,98,337,51,14
3.71428571428571,"1",9518,104,378,47,17
3.85714285714286,"1",9467,114,419,51,26
4,"1",9395,135,470,72,47
4.14285714285714,"1",9308,164,528,87,51
4.28571428571429,"1",9204,189,607,104,53
4.42857142857143,"1",9078,235,687,126,80
4.57142857142857,"1",8941,265,794,137,32
4.71428571428571,"1",8792,296,912,149,92
4.85714285714286,"1",8667,295,1038,125,40
5,"1",8527,328,1145,140,86
5.14285714285714,"1",8445,292,1263,82,76
5.28571428571429,"1",8374,242,1384,71,27
5.42857142857143,"1",8323,208,1469,51,18
5.57142857142857,"1",8285,168,1547,38,15
5.71428571428571,"1",8252,139,1609,33,18
5.85714285714286,"1",8222,121,1657,30,12
6,"1",8194,89,1717,28,8
6.14285714285714,"1",8176,73,1751,18,4
6.28571428571429,"1",8159,60,1781,17,3
6.42857142857143,"1",8148,39,1813,11,4
6.57142857142857,"1",8140,32,1828,8,4
6.71428571428571,"1",8135,23,1842,5,1
6.85714285714286,"1",8133,17,1850,2,1
7,"1",8129,14,1857,4,0
7.14285714285714,"1",8127,10,1863,2,1
7.28571428571429,"1",8120,12,1868,7,8
7.42857142857143,"1",8113,16,1871,7,3
7.57142857142857,"1",8109,17,1874,4,2
7.71428571428571,"1",8103,19,1878,6,3
7.85714285714286,"1",8097,20,1883,6,5
8,"1",8095,14,1891,2,0
8.14285714285714,"1",8094,13,1893,1,1
8.28571428571428,"1",8091,11,1898,3,0
8.42857142857143,"1",8090,9,1901,1,0
8.57142857142857,"1",8088,8,1904,2,1
8.71428571428571,"1",8082,11,1907,6,1
8.85714285714286,"1",8080,9,1911,2,1
9,"1",8075,10,1915,5,2
9.14285714285714,"1",8072,9,1919,3,0
9.28571428571428,"1",8071,8,1921,1,3
9.42857142857143,"1",8070,6,1924,1,0
9.57142857142857,"1",8069,5,1926,1,0
9.71428571428571,"1",8068,4,1928,1,0
9.85714285714286,"1",8068,2,1930,0,0
10,"1",8068,0,1932,0,0
