"week","reports"
0.142857142857143,3
0.285714285714286,2
0.428571428571429,4
0.571428571428571,8
0.714285714285714,3
0.857142857142857,3
1,8
1.14285714285714,15
1.28571428571429,13
1.42857142857143,11
1.57142857142857,3
1.71428571428571,15
1.85714285714286,18
2,27
2.14285714285714,27
2.28571428571429,17
2.42857142857143,56
2.57142857142857,52
2.71428571428571,75
2.85714285714286,39
3,52
3.14285714285714,11
3.28571428571429,72
3.42857142857143,65
3.57142857142857,78
3.71428571428571,59
3.85714285714286,65
4,107
4.14285714285714,75
4.28571428571429,124
4.42857142857143,96
4.57142857142857,62
4.71428571428571,61
4.85714285714286,49
5,79
5.14285714285714,18
5.28571428571429,24
5.42857142857143,58
5.57142857142857,13
5.71428571428571,10
5.85714285714286,23
6,9
6.14285714285714,19
6.28571428571429,6
6.42857142857143,1
6.57142857142857,4
6.71428571428571,1
6.85714285714286,3
7,5
7.14285714285714,2
7.28571428571429,0
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,1
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,1
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
