"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9981,14,5,9,7
0.285714285714286,"1",9973,17,10,8,2
0.428571428571429,"1",9962,19,19,11,3
0.571428571428571,"1",9956,18,26,6,3
0.714285714285714,"1",9936,35,29,20,18
0.857142857142857,"1",9914,42,44,22,9
1,"1",9894,45,61,20,15
1.14285714285714,"1",9865,54,81,29,4
1.28571428571429,"1",9841,59,100,24,12
1.42857142857143,"1",9810,64,126,31,14
1.57142857142857,"1",9768,81,151,42,11
1.71428571428571,"1",9719,101,180,49,14
1.85714285714286,"1",9659,124,217,60,33
2,"1",9592,138,270,67,30
2.14285714285714,"1",9501,176,323,91,32
2.28571428571429,"1",9418,184,398,83,41
2.42857142857143,"1",9315,211,474,103,52
2.57142857142857,"1",9214,224,562,101,119
2.71428571428571,"1",9081,273,646,133,109
2.85714285714286,"1",8916,325,759,165,90
3,"1",8748,367,885,168,111
3.14285714285714,"1",8585,383,1032,163,103
3.28571428571429,"1",8408,400,1192,177,86
3.42857142857143,"1",8214,425,1361,194,117
3.57142857142857,"1",8051,400,1549,163,74
3.71428571428571,"1",7878,406,1716,173,156
3.85714285714286,"1",7705,406,1889,173,113
4,"1",7530,426,2044,175,94
4.14285714285714,"1",7371,405,2224,159,69
4.28571428571429,"1",7186,407,2407,185,92
4.42857142857143,"1",6991,426,2583,195,73
4.57142857142857,"1",6825,422,2753,166,80
4.71428571428571,"1",6638,433,2929,187,72
4.85714285714286,"1",6487,409,3104,151,45
5,"1",6350,380,3270,137,72
5.14285714285714,"1",6292,300,3408,58,39
5.28571428571429,"1",6249,240,3511,43,29
5.42857142857143,"1",6196,193,3611,53,58
5.57142857142857,"1",6173,137,3690,23,7
5.71428571428571,"1",6156,106,3738,17,22
5.85714285714286,"1",6143,81,3776,13,9
6,"1",6133,59,3808,10,4
6.14285714285714,"1",6124,43,3833,9,6
6.28571428571429,"1",6116,33,3851,8,6
6.42857142857143,"1",6115,23,3862,1,0
6.57142857142857,"1",6109,20,3871,6,0
6.71428571428571,"1",6102,19,3879,7,6
6.85714285714286,"1",6098,16,3886,4,2
7,"1",6094,16,3890,4,7
7.14285714285714,"1",6092,10,3898,2,0
7.28571428571429,"1",6092,6,3902,0,0
7.42857142857143,"1",6091,5,3904,1,0
7.57142857142857,"1",6090,3,3907,1,0
7.71428571428571,"1",6090,1,3909,0,0
7.85714285714286,"1",6089,1,3910,1,0
8,"1",6089,1,3910,0,0
8.14285714285714,"1",6089,1,3910,0,0
8.28571428571428,"1",6089,0,3911,0,0
8.42857142857143,"1",6089,0,3911,0,0
8.57142857142857,"1",6089,0,3911,0,0
8.71428571428571,"1",6089,0,3911,0,0
8.85714285714286,"1",6089,0,3911,0,0
9,"1",6089,0,3911,0,0
9.14285714285714,"1",6089,0,3911,0,0
9.28571428571428,"1",6089,0,3911,0,0
9.42857142857143,"1",6089,0,3911,0,0
9.57142857142857,"1",6089,0,3911,0,0
9.71428571428571,"1",6089,0,3911,0,0
9.85714285714286,"1",6089,0,3911,0,0
10,"1",6089,0,3911,0,0
