"week","reports"
0.142857142857143,4
0.285714285714286,1
0.428571428571429,3
0.571428571428571,3
0.714285714285714,1
0.857142857142857,4
1,6
1.14285714285714,9
1.28571428571429,10
1.42857142857143,7
1.57142857142857,7
1.71428571428571,14
1.85714285714286,9
2,28
2.14285714285714,12
2.28571428571429,7
2.42857142857143,24
2.57142857142857,33
2.71428571428571,49
2.85714285714286,35
3,24
3.14285714285714,49
3.28571428571429,40
3.42857142857143,49
3.57142857142857,54
3.71428571428571,55
3.85714285714286,49
4,108
4.14285714285714,52
4.28571428571429,74
4.42857142857143,61
4.57142857142857,90
4.71428571428571,117
4.85714285714286,115
5,74
5.14285714285714,44
5.28571428571429,71
5.42857142857143,26
5.57142857142857,22
5.71428571428571,23
5.85714285714286,20
6,27
6.14285714285714,5
6.28571428571429,9
6.42857142857143,0
6.57142857142857,5
6.71428571428571,9
6.85714285714286,4
7,0
7.14285714285714,1
7.28571428571429,2
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,3
8.28571428571428,0
8.42857142857143,2
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
