"task_id","mif_seed","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","successful_pf_evals"
3,20260628,6,0.1,4.49674738921966,0.214838339908665,-197.516131951999,0.0132551262922754,5
