"week","reports"
0.142857142857143,1
0.285714285714286,3
0.428571428571429,1
0.571428571428571,0
0.714285714285714,3
0.857142857142857,1
1,7
1.14285714285714,8
1.28571428571429,4
1.42857142857143,7
1.57142857142857,22
1.71428571428571,16
1.85714285714286,29
2,26
2.14285714285714,34
2.28571428571429,16
2.42857142857143,22
2.57142857142857,32
2.71428571428571,50
2.85714285714286,33
3,60
3.14285714285714,37
3.28571428571429,62
3.42857142857143,44
3.57142857142857,76
3.71428571428571,103
3.85714285714286,64
4,47
4.14285714285714,79
4.28571428571429,73
4.42857142857143,84
4.57142857142857,73
4.71428571428571,59
4.85714285714286,79
5,125
5.14285714285714,31
5.28571428571429,30
5.42857142857143,15
5.57142857142857,8
5.71428571428571,11
5.85714285714286,14
6,6
6.14285714285714,7
6.28571428571429,4
6.42857142857143,13
6.57142857142857,1
6.71428571428571,0
6.85714285714286,0
7,2
7.14285714285714,1
7.28571428571429,0
7.42857142857143,2
7.57142857142857,1
7.71428571428571,0
7.85714285714286,0
8,1
8.14285714285714,0
8.28571428571428,1
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,1
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,3
9.71428571428571,0
9.85714285714286,0
10,0
