"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9987,9,4,3,1
0.285714285714286,"1",9980,11,9,7,3
0.428571428571429,"1",9976,10,14,4,1
0.571428571428571,"1",9974,10,16,2,0
0.714285714285714,"1",9968,13,19,6,3
0.857142857142857,"1",9962,12,26,6,1
1,"1",9952,17,31,10,7
1.14285714285714,"1",9938,26,36,14,8
1.28571428571429,"1",9923,31,46,15,4
1.42857142857143,"1",9907,33,60,16,7
1.57142857142857,"1",9882,45,73,25,22
1.71428571428571,"1",9851,56,93,31,16
1.85714285714286,"1",9816,64,120,35,29
2,"1",9775,87,138,41,26
2.14285714285714,"1",9717,113,170,58,34
2.28571428571429,"1",9668,123,209,49,16
2.42857142857143,"1",9594,135,271,74,22
2.57142857142857,"1",9523,141,336,71,32
2.71428571428571,"1",9445,154,401,78,50
2.85714285714286,"1",9371,158,471,74,33
3,"1",9289,169,542,82,60
3.14285714285714,"1",9190,187,623,99,37
3.28571428571429,"1",9087,194,719,103,62
3.42857142857143,"1",8975,226,799,112,44
3.57142857142857,"1",8854,255,891,121,76
3.71428571428571,"1",8706,283,1011,148,103
3.85714285714286,"1",8572,298,1130,134,64
4,"1",8440,291,1269,132,47
4.14285714285714,"1",8277,334,1389,163,79
4.28571428571429,"1",8134,320,1546,143,73
4.42857142857143,"1",7977,329,1694,157,84
4.57142857142857,"1",7819,361,1820,158,73
4.71428571428571,"1",7644,390,1966,175,59
4.85714285714286,"1",7480,382,2138,164,79
5,"1",7332,363,2305,148,125
5.14285714285714,"1",7265,286,2449,67,31
5.28571428571429,"1",7217,234,2549,48,30
5.42857142857143,"1",7179,187,2634,38,15
5.57142857142857,"1",7146,166,2688,33,8
5.71428571428571,"1",7113,130,2757,33,11
5.85714285714286,"1",7092,96,2812,21,14
6,"1",7077,73,2850,15,6
6.14285714285714,"1",7062,65,2873,15,7
6.28571428571429,"1",7049,55,2896,13,4
6.42857142857143,"1",7038,44,2918,11,13
6.57142857142857,"1",7031,30,2939,7,1
6.71428571428571,"1",7029,23,2948,2,0
6.85714285714286,"1",7025,16,2959,4,0
7,"1",7020,18,2962,5,2
7.14285714285714,"1",7018,14,2968,2,1
7.28571428571429,"1",7015,10,2975,3,0
7.42857142857143,"1",7012,11,2977,3,2
7.57142857142857,"1",7011,6,2983,1,1
7.71428571428571,"1",7011,4,2985,0,0
7.85714285714286,"1",7010,4,2986,1,0
8,"1",7009,5,2986,1,1
8.14285714285714,"1",7009,1,2990,0,0
8.28571428571428,"1",7008,2,2990,1,1
8.42857142857143,"1",7008,2,2990,0,0
8.57142857142857,"1",7007,3,2990,1,0
8.71428571428571,"1",7007,3,2990,0,0
8.85714285714286,"1",7006,4,2990,1,0
9,"1",7003,7,2990,3,1
9.14285714285714,"1",7003,4,2993,0,0
9.28571428571428,"1",7002,4,2994,1,0
9.42857142857143,"1",7000,5,2995,2,0
9.57142857142857,"1",6998,4,2998,2,3
9.71428571428571,"1",6998,2,3000,0,0
9.85714285714286,"1",6998,0,3002,0,0
10,"1",6998,0,3002,0,0
