"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","run","evaluation_rep","evaluation_seed","logLik","status"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,7,4,45268304,-182.661491051449,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,7,5,45268305,-182.655441902451,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,8,1,45269301,-182.644610940656,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,8,2,45269302,-182.640013504825,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,8,3,45269303,-182.649156051278,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,8,4,45269304,-182.616564506505,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,8,5,45269305,-182.623296763812,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,9,1,45270301,-182.593675462814,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,9,2,45270302,-182.621457598915,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,9,3,45270303,-182.653169633702,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,9,4,45270304,-182.647643395435,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,9,5,45270305,-182.661813476866,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,10,1,45271301,-182.666750516677,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,10,2,45271302,-182.651009207258,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,10,3,45271303,-182.665049855407,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,10,4,45271304,-182.634866745097,"success"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","bspline_B",600,10,5,45271305,-182.661634293972,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,1,1,46262301,-188.1165199514,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,1,2,46262302,-188.159745906384,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,1,3,46262303,-188.120830476824,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,1,4,46262304,-188.148899824481,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,1,5,46262305,-188.166677028382,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,2,1,46263301,-188.184384018463,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,2,2,46263302,-188.167561065329,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,2,3,46263303,-188.165177719153,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,2,4,46263304,-188.163101211725,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,2,5,46263305,-188.171532813947,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,3,1,46264301,-188.168039266496,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,3,2,46264302,-188.154707571216,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,3,3,46264303,-188.11588741377,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,3,4,46264304,-188.137369556281,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,3,5,46264305,-188.139357849822,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,4,1,46265301,-188.13726219391,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,4,2,46265302,-188.202750652015,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,4,3,46265303,-188.129834401034,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,4,4,46265304,-188.15449415552,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,4,5,46265305,-188.143917471102,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,5,1,46266301,-188.143417750678,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,5,2,46266302,-188.186792566804,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,5,3,46266303,-188.161993747443,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,5,4,46266304,-188.138617960575,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,5,5,46266305,-188.138931534877,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,6,1,46267301,-188.116831407272,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,6,2,46267302,-188.150841993305,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,6,3,46267303,-188.12542319011,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,6,4,46267304,-188.138986417081,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,6,5,46267305,-188.167783980828,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,7,1,46268301,-188.11879146092,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,7,2,46268302,-188.153914802893,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,7,3,46268303,-188.153014641708,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,7,4,46268304,-188.159990485821,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,7,5,46268305,-188.115651270235,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,8,1,46269301,-188.184025958521,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,8,2,46269302,-188.150935772608,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,8,3,46269303,-188.127002094702,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,8,4,46269304,-188.14629060477,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,8,5,46269305,-188.160845419613,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,9,1,46270301,-188.174187424428,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,9,2,46270302,-188.125807692807,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,9,3,46270303,-188.150727046978,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,9,4,46270304,-188.16271734461,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,9,5,46270305,-188.143983026211,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,10,1,46271301,-188.192458866049,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,10,2,46271302,-188.16140053061,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,10,3,46271303,-188.163723186378,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,10,4,46271304,-188.183843374635,"success"
26,1026,1,"7d638818fac5c183766d7bd337251990","bspline_B",600,10,5,46271305,-188.146280569749,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,1,1,47262301,-189.361373794308,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,1,2,47262302,-189.401736168402,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,1,3,47262303,-189.365537878465,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,1,4,47262304,-189.387564606352,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,1,5,47262305,-189.325828102227,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,2,1,47263301,-189.332088151764,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,2,2,47263302,-189.302463359847,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,2,3,47263303,-189.29157207618,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,2,4,47263304,-189.351437577083,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,2,5,47263305,-189.289905930234,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,3,1,47264301,-189.306738267685,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,3,2,47264302,-189.29202475171,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,3,3,47264303,-189.286499855297,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,3,4,47264304,-189.283440888947,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,3,5,47264305,-189.341883678238,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,4,1,47265301,-189.364928839757,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,4,2,47265302,-189.36526943015,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,4,3,47265303,-189.43960197394,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,4,4,47265304,-189.365073081935,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,4,5,47265305,-189.32105620505,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,5,1,47266301,-189.252030751,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,5,2,47266302,-189.303988819459,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,5,3,47266303,-189.328235818616,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,5,4,47266304,-189.277966048862,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,5,5,47266305,-189.328172175484,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,6,1,47267301,-189.301744298706,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,6,2,47267302,-189.323808588331,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,6,3,47267303,-189.305954704835,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,6,4,47267304,-189.306473013918,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,6,5,47267305,-189.280247021607,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,7,1,47268301,-189.30728960225,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,7,2,47268302,-189.295384261371,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,7,3,47268303,-189.283740521667,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,7,4,47268304,-189.304421178707,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,7,5,47268305,-189.24482258667,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,8,1,47269301,-189.289964877567,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,8,2,47269302,-189.370321684278,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,8,3,47269303,-189.386877109357,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,8,4,47269304,-189.386157444819,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,8,5,47269305,-189.289593815706,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,9,1,47270301,-189.34874320865,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,9,2,47270302,-189.336445619946,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,9,3,47270303,-189.413277184178,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,9,4,47270304,-189.372127249226,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,9,5,47270305,-189.312428672755,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,10,1,47271301,-189.308807878434,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,10,2,47271302,-189.297634599323,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,10,3,47271303,-189.258929489374,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,10,4,47271304,-189.295876165513,"success"
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","bspline_B",600,10,5,47271305,-189.334149052918,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,1,1,48262301,-197.936937175946,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,1,2,48262302,-197.96354089266,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,1,3,48262303,-197.956964704787,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,1,4,48262304,-197.944164153045,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,1,5,48262305,-197.950160397064,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,2,1,48263301,-197.956651871457,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,2,2,48263302,-197.925920487597,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,2,3,48263303,-198.003620613912,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,2,4,48263304,-197.952430506907,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,2,5,48263305,-197.966875793839,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,3,1,48264301,-197.961518554826,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,3,2,48264302,-197.95266315413,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,3,3,48264303,-197.945384371813,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,3,4,48264304,-197.954894708125,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,3,5,48264305,-197.977821837976,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,4,1,48265301,-197.924177924664,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,4,2,48265302,-197.967991609647,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,4,3,48265303,-197.956205744105,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,4,4,48265304,-197.918130294042,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,4,5,48265305,-197.929532842731,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,5,1,48266301,-197.927800387991,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,5,2,48266302,-197.945362492325,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,5,3,48266303,-197.905545819035,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,5,4,48266304,-197.974714847615,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,5,5,48266305,-197.93422434869,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,6,1,48267301,-197.941883024714,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,6,2,48267302,-197.929683010427,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,6,3,48267303,-197.974983302823,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,6,4,48267304,-197.990847620323,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,6,5,48267305,-197.968717935018,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,7,1,48268301,-197.951290711872,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,7,2,48268302,-197.925349992553,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,7,3,48268303,-197.971660502761,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,7,4,48268304,-197.966853973312,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,7,5,48268305,-197.969555665565,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,8,1,48269301,-197.922731233919,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,8,2,48269302,-197.950878405492,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,8,3,48269303,-197.947823521858,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,8,4,48269304,-197.862970701483,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,8,5,48269305,-197.961169785739,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,9,1,48270301,-197.989165879415,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,9,2,48270302,-197.983143107146,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,9,3,48270303,-197.983373129267,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,9,4,48270304,-197.9514215533,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,9,5,48270305,-197.984508673545,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,10,1,48271301,-197.957955962757,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,10,2,48271302,-197.94408688624,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,10,3,48271303,-198.013893910519,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,10,4,48271304,-197.941616660317,"success"
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","bspline_B",600,10,5,48271305,-198.001597522937,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,1,1,49262301,-167.709310181492,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,1,2,49262302,-167.63803541513,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,1,3,49262303,-167.712901751398,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,1,4,49262304,-167.663417241141,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,1,5,49262305,-167.64698953305,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,2,1,49263301,-167.647368695803,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,2,2,49263302,-167.665935958398,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,2,3,49263303,-167.631191892449,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,2,4,49263304,-167.623439127199,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,2,5,49263305,-167.67035207699,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,3,1,49264301,-167.711373604577,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,3,2,49264302,-167.705677605948,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,3,3,49264303,-167.710835783638,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,3,4,49264304,-167.670550265015,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,3,5,49264305,-167.727473593253,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,4,1,49265301,-167.657260347288,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,4,2,49265302,-167.728055706657,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,4,3,49265303,-167.710180735534,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,4,4,49265304,-167.722843540937,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,4,5,49265305,-167.719981896467,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,5,1,49266301,-167.683539244036,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,5,2,49266302,-167.706720991394,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,5,3,49266303,-167.632361791516,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,5,4,49266304,-167.642230813739,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,5,5,49266305,-167.700859033797,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,6,1,49267301,-167.72389737809,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,6,2,49267302,-167.738721044642,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,6,3,49267303,-167.747138272715,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,6,4,49267304,-167.720231507804,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,6,5,49267305,-167.747007570211,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,7,1,49268301,-167.708238069762,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,7,2,49268302,-167.733974588196,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,7,3,49268303,-167.76812700228,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,7,4,49268304,-167.740580833988,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,7,5,49268305,-167.740657726569,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,8,1,49269301,-167.656350586308,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,8,2,49269302,-167.682877570785,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,8,3,49269303,-167.69431114393,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,8,4,49269304,-167.695675449458,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,8,5,49269305,-167.694394501943,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,9,1,49270301,-167.65551987739,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,9,2,49270302,-167.709681356016,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,9,3,49270303,-167.653275105791,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,9,4,49270304,-167.676363076798,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,9,5,49270305,-167.641395884132,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,10,1,49271301,-167.661524751157,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,10,2,49271302,-167.641298302923,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,10,3,49271303,-167.665564900083,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,10,4,49271304,-167.635111268655,"success"
29,1029,1,"f88e4728f80479179227d46e3ae73be8","bspline_B",600,10,5,49271305,-167.646047423597,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,1,1,50262301,-205.637012567225,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,1,2,50262302,-205.625226960227,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,1,3,50262303,-205.583739385193,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,1,4,50262304,-205.596040339326,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,1,5,50262305,-205.62785779663,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,2,1,50263301,-205.655962255564,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,2,2,50263302,-205.701090132441,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,2,3,50263303,-205.650780078324,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,2,4,50263304,-205.714491083511,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,2,5,50263305,-205.615151499225,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,3,1,50264301,-205.515965034798,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,3,2,50264302,-205.584276758536,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,3,3,50264303,-205.531680184265,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,3,4,50264304,-205.56117135405,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,3,5,50264305,-205.498513855377,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,4,1,50265301,-205.558067375013,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,4,2,50265302,-205.552015731942,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,4,3,50265303,-205.570240123603,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,4,4,50265304,-205.541714306921,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,4,5,50265305,-205.592577390503,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,5,1,50266301,-205.546134140725,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,5,2,50266302,-205.515244849588,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,5,3,50266303,-205.502034862175,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,5,4,50266304,-205.499434825243,"success"
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","bspline_B",600,5,5,50266305,-205.530939660587,"success"
