"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","run","start_id","start_source","mif_seed","evaluation_seed_base","start_b1","start_b2","start_b3","start_b4","start_b5","start_b6","independently_evaluated_logLik","logLik_se","n_successful_pf_evals","eligible_for_selection","status","error_message","selected"
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,1,1,"constant_B3",177262200,177262300,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,-203.800857242161,0.0304638871151681,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,2,2,"constant_B4",177263200,177263300,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,-203.869457689768,0.0140951438404021,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,3,3,"declining_B4_to_B2",177264200,177264300,1.38629436111989,1.2476649250079,1.10903548889591,0.970406052783923,0.831776616671934,0.693147180559945,-203.794750511233,0.0405084299326339,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,4,4,"random",177265200,177265300,2.07944154167984,1.68212100693542,1.9402145330045,1.37815034240229,1.2750089309372,2.07944154167984,-203.818661035571,0.0283520518706645,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,5,5,"random",177266200,177266300,1.77288545989774,1.3256188354328,1.5834523051797,1.2419261045977,0.556161486192724,1.02520213800674,-203.698937204195,0.0241733579013427,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,6,6,"random",177267200,177267300,0.454566118258412,1.35209240378849,0.598993124963758,0.674926445571678,-0.170512834822197,0.93529324985888,-203.761411591661,0.0313920199287181,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,7,7,"random",177268200,177268300,1.08679620350926,1.35835203548437,0.272591320253659,0.375367067008201,0.669576470583734,0.718372793659312,-203.679296668859,0.0198784278754333,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,8,8,"random",177269200,177269300,1.17609417849576,1.33050626952739,1.22578157742892,1.1525796843531,1.69727259981536,1.44051111534798,-203.756012412678,0.0159469579715831,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,9,9,"random",177270200,177270300,0.468743054300426,0.858857955606922,0.711096439153177,1.49132548424424,0.513444352841984,0.197335482933915,-203.753115238463,0.0312430042795689,5,TRUE,"success",NA,FALSE
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","bspline_B",600,10,10,"random",177271200,177271300,0.620614579664149,0.430995009408573,-0.123156056960854,0.544898840584846,0.265271924656142,0.901446586191611,-203.621342756685,0.0177318859056248,5,TRUE,"success",NA,TRUE
158,1158,1,"8f8136ef754c0743bae4dd275c47bf9b","bspline_B",600,1,1,"constant_B3",178262200,178262300,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,-182.872598442618,0.0105264338942256,5,TRUE,"success",NA,TRUE
158,1158,1,"8f8136ef754c0743bae4dd275c47bf9b","bspline_B",600,2,2,"constant_B4",178263200,178263300,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,1.38629436111989,-183.032963580785,0.0034180982545073,5,TRUE,"success",NA,FALSE
158,1158,1,"8f8136ef754c0743bae4dd275c47bf9b","bspline_B",600,3,3,"declining_B4_to_B2",178264200,178264300,1.38629436111989,1.2476649250079,1.10903548889591,0.970406052783923,0.831776616671934,0.693147180559945,-183.03435081418,0.0119101360608467,5,TRUE,"success",NA,FALSE
