"model","n_accepted_observed_data","n_expected_tasks","n_final_bspline_fits","n_combined_B_path_rows","n_expected_B_path_rows","n_tasks_with_70_observation_times","n_unique_task_ids","n_unique_task_seed_pairs","n_unique_task_checksum_pairs","all_nmif_configured","all_status_success","all_model_bspline_B","all_path_semantics_expected","all_simulation_seeds_match_manifest","all_observed_data_md5_match_manifest","all_truth_uses_week_5_B4","all_requested_metrics_recomputed","exactly_one_final_fit_per_task","all_checks_pass"
"bspline_B",200,200,200,14000,14000,200,200,200,200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
