"loglik","b1","b2","b3","b4","b5","b6","initial_infectious","mu_IR","N","rho","k","mif_iteration","task_id","model","run","start_start_b1","start_start_b2","start_start_b3","start_start_b4","start_start_b5","start_start_b6","simulation_seed","observed_data_md5","Nmif"
-181.727777428311,2.72201130144264,1.16417346152976,1.68497013740845,0.755065825726525,-2.14440001444276,0.815060253436334,10,3,10000,0.5,10,28,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.584752991917,2.70719160079428,1.19041449562333,1.67331655501187,0.770464177122395,-2.1300547335929,0.768711816498606,10,3,10000,0.5,10,29,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.49478534886,2.80717251671546,1.16903137308351,1.65718870876065,0.794308260414739,-2.15746255476703,0.908688090127396,10,3,10000,0.5,10,30,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.516361061664,2.75945355332489,1.16270547888548,1.66149283478676,0.781855537643597,-2.25485013789165,0.603345643511195,10,3,10000,0.5,10,31,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.43517730577,2.86785983876132,1.18237048645846,1.6705691418006,0.776835215564638,-2.19963970314301,0.65533801960312,10,3,10000,0.5,10,32,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.444178901361,3.06599078546484,1.14805654328071,1.68385163943726,0.755865298237646,-2.06855116644714,0.825338681340236,10,3,10000,0.5,10,33,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.479880274558,2.99298424825411,1.18474548265471,1.67099840064839,0.760374678871888,-2.11835868201126,0.665666643060169,10,3,10000,0.5,10,34,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.403949461508,2.98060211855344,1.16877451292247,1.65695178585547,0.779348813359804,-2.07709506556924,0.703025223436918,10,3,10000,0.5,10,35,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.516084689989,2.94064161234677,1.14061492404705,1.66963251715801,0.7517491996548,-1.98810027170632,0.669623349956324,10,3,10000,0.5,10,36,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.194442412892,2.90178576302681,1.18579311738529,1.67488425036629,0.772481887104554,-2.06480350345044,0.72332332013344,10,3,10000,0.5,10,37,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.270868869862,2.91197538662693,1.17016881201848,1.68727852514473,0.73633210687009,-2.03706932064434,0.931229239292696,10,3,10000,0.5,10,38,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.349809261589,3.04302835898102,1.1608795637555,1.6807890313041,0.761486962345386,-2.06200440546662,1.09215747915659,10,3,10000,0.5,10,39,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.297091075357,3.07501875390632,1.14294048951306,1.69235268091024,0.751107604401975,-2.07503604827192,1.02399112693949,10,3,10000,0.5,10,40,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.150552425438,3.0416007774425,1.13638268292095,1.69185951097073,0.746690413024734,-1.97813510532347,0.990379577068007,10,3,10000,0.5,10,41,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.047079138429,3.08014130833641,1.13884325192492,1.67541788138381,0.759466355136647,-1.99938598726339,1.00009780355622,10,3,10000,0.5,10,42,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.980613488512,3.13691041440342,1.15007718385711,1.67908962090006,0.776160049780401,-2.05869292769961,1.13729308625649,10,3,10000,0.5,10,43,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.933025477391,3.23281219243205,1.12794450940874,1.68302698813541,0.771273448363403,-2.03249417094451,1.06255009715756,10,3,10000,0.5,10,44,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.951728098012,3.10252120751037,1.12217007384991,1.69077547783408,0.72860937532276,-1.9729665059575,1.11955098123792,10,3,10000,0.5,10,45,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.962093781214,3.27068823606716,1.10996385261004,1.71211265437751,0.724152141228045,-1.96404662651532,1.09146454666798,10,3,10000,0.5,10,46,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-181.071979431702,3.2930635091026,1.09809105836305,1.69858724019619,0.732184524064332,-1.98659772300917,0.873579230836714,10,3,10000,0.5,10,47,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.980268689592,3.2129636811168,1.11480041429943,1.70377221216595,0.742663531177806,-1.97310926903802,0.879682122463815,10,3,10000,0.5,10,48,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.904105481274,3.1253739309199,1.13408981369909,1.68657268967378,0.751994231584607,-2.0489280182847,0.752626941415348,10,3,10000,0.5,10,49,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.989994230054,3.10613536910196,1.10823161064105,1.6931215132075,0.742982555365056,-1.99241740606128,1.00637883634356,10,3,10000,0.5,10,50,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.864931316742,3.08172026189877,1.09912844587799,1.68834235396496,0.773636004561955,-2.11721014939746,1.02190384454971,10,3,10000,0.5,10,51,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.902730058689,3.01830871206038,1.12049229786681,1.66661497446239,0.78679087992243,-2.27556094483374,1.25355566800217,10,3,10000,0.5,10,52,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.688075020691,3.09355220137765,1.12054367087965,1.68038788450901,0.77358680149721,-2.21783945815319,1.16152678977465,10,3,10000,0.5,10,53,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.783790691488,3.15086812737037,1.10517928019397,1.70102083475842,0.760850334134804,-2.16117291484552,0.859731836885957,10,3,10000,0.5,10,54,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.816329698555,3.11519777193489,1.1385569056167,1.67223251137411,0.785715596358634,-2.2725135669836,0.958613627757334,10,3,10000,0.5,10,55,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.85883770165,3.16756070958887,1.14299338805725,1.67021574614182,0.76474292945426,-2.11736042945376,0.592579407908395,10,3,10000,0.5,10,56,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.623830995848,3.20291056800825,1.13217646677689,1.67561276035181,0.780893949617996,-2.12949012593683,0.734011634634513,10,3,10000,0.5,10,57,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.661271980712,3.30537104082216,1.13334314845247,1.68601428833092,0.766131900116463,-2.12800275039184,0.532552909566226,10,3,10000,0.5,10,58,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.701843164385,3.1797113737371,1.11789042724944,1.67196078495057,0.781179686788464,-2.22016679923643,0.303401542028525,10,3,10000,0.5,10,59,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.730679716293,3.28577960054684,1.11803794845442,1.68361344341039,0.787351678611928,-2.32847962428435,0.067245505835104,10,3,10000,0.5,10,60,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.487064278548,3.21875340116865,1.11890303772377,1.67770385342005,0.782654149434084,-2.29358471770364,-0.0685467769469668,10,3,10000,0.5,10,61,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.666209914647,3.13902517214955,1.15574207934781,1.66005981313091,0.797592827813715,-2.28818587036325,-0.0829235207381891,10,3,10000,0.5,10,62,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.529243615731,3.15950940024402,1.14903794573418,1.65612034877437,0.803268414847789,-2.3089538351073,-0.0879018258644868,10,3,10000,0.5,10,63,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.522691030473,3.12802910009952,1.13118365687933,1.67108925126351,0.792909195268969,-2.31389161132357,-0.062289688599709,10,3,10000,0.5,10,64,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.418901777243,3.07334193656544,1.157172410284,1.66529879255608,0.79128597543145,-2.2867442675726,-0.276960875683175,10,3,10000,0.5,10,65,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.465180316654,2.99225556530677,1.15159027196815,1.67166447074622,0.795906407165847,-2.31435722525738,-0.374648441031338,10,3,10000,0.5,10,66,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.418836436684,2.9247484856934,1.16228712200185,1.66447366709193,0.801004898216147,-2.34363579707149,-0.361503249721452,10,3,10000,0.5,10,67,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.407248048895,2.87433729922473,1.17641792279082,1.65466344145589,0.811182891914747,-2.28277725835229,-0.470446023623756,10,3,10000,0.5,10,68,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.325396471745,2.97165872191862,1.15811980142353,1.66530937176521,0.784400155699119,-2.21056965602926,-0.401424833605219,10,3,10000,0.5,10,69,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.207211615727,2.96025917411049,1.16535584075384,1.67012950065708,0.7850068117688,-2.18162632376613,-0.0533162464163151,10,3,10000,0.5,10,70,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.25360819082,2.99227756184702,1.14441221490567,1.67716750402623,0.771240469040472,-2.14904695940989,-0.1863250721837,10,3,10000,0.5,10,71,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.272733692815,3.00014640786022,1.15733562262145,1.67798915319247,0.771716067786425,-2.16199320201519,-0.260875536232297,10,3,10000,0.5,10,72,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.23167861604,2.97678840182583,1.1450548990177,1.67447804209971,0.776204589896266,-2.24330029754789,-0.111534090199252,10,3,10000,0.5,10,73,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.148840100737,2.94212654147875,1.14462690983055,1.67537659295888,0.780305790466916,-2.31277439403025,0.0667095292163413,10,3,10000,0.5,10,74,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.239177920951,3.01228400428913,1.14551955851252,1.67005510319622,0.786363472429726,-2.35397178502684,0.139914040829656,10,3,10000,0.5,10,75,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-179.992734384125,2.98478869440911,1.15790944078183,1.66448887923117,0.794303569110148,-2.40158258331491,0.155059852921557,10,3,10000,0.5,10,76,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-179.980904898889,3.04461926843241,1.13625124729344,1.67361730266389,0.787528266634414,-2.33329276465516,0.058623896932586,10,3,10000,0.5,10,77,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.019650900115,3.04781525060306,1.13391236124961,1.67357350091643,0.786988323334899,-2.26218000547956,-0.0199347119005404,10,3,10000,0.5,10,78,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.184069542405,3.08084657888583,1.13943866633987,1.66824905817893,0.791868176210674,-2.25930272640746,0.0867192966945527,10,3,10000,0.5,10,79,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.093063150309,3.09612061203739,1.13325942489482,1.6657270420727,0.789837794440463,-2.33501112578952,-0.104403832785815,10,3,10000,0.5,10,80,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.11274782018,3.11605075795429,1.12224824272788,1.65864017703263,0.799064599113392,-2.36845225603681,-0.21923694401946,10,3,10000,0.5,10,81,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-180.03162865838,3.16029544786525,1.14645500066633,1.66143021567494,0.807486190735599,-2.37056857888088,-0.119121084088367,10,3,10000,0.5,10,82,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-179.969508006177,3.10299777858293,1.1337889223174,1.67156412630553,0.797609842368998,-2.3851662658223,-0.122999627125597,10,3,10000,0.5,10,83,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-179.865595302578,3.10923537103579,1.13099175646842,1.66754426169201,0.801994758152301,-2.39171065475623,0.0567162739093573,10,3,10000,0.5,10,84,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
-179.877309349829,3.14953328259271,1.15118215291064,1.65764767488853,0.813234657755004,-2.45814218384424,-0.143064248091718,10,3,10000,0.5,10,85,1,"bspline_B",9,1.43594975290564,1.84347173682917,1.35355130688019,1.48147477871342,1.31995698272258,1.47399634839714,1001,"64a1b5c02bdecc100b37ee56029391d3",600
