"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9986,13,1,4,3
0.285714285714286,"1",9978,14,8,8,2
0.428571428571429,"1",9974,10,16,4,4
0.571428571428571,"1",9973,8,19,1,1
0.714285714285714,"1",9968,12,20,5,1
0.857142857142857,"1",9960,16,24,8,4
1,"1",9946,25,29,14,7
1.14285714285714,"1",9922,40,38,24,15
1.28571428571429,"1",9900,49,51,22,18
1.42857142857143,"1",9880,54,66,20,15
1.57142857142857,"1",9854,63,83,26,16
1.71428571428571,"1",9804,85,111,50,59
1.85714285714286,"1",9761,93,146,43,24
2,"1",9697,123,180,64,44
2.14285714285714,"1",9622,134,244,75,40
2.28571428571429,"1",9551,149,300,71,34
2.42857142857143,"1",9452,184,364,99,80
2.57142857142857,"1",9371,194,435,81,32
2.71428571428571,"1",9273,210,517,98,82
2.85714285714286,"1",9146,254,600,127,41
3,"1",9023,266,711,123,23
3.14285714285714,"1",8874,294,832,149,142
3.28571428571429,"1",8713,343,944,161,50
3.42857142857143,"1",8513,393,1094,200,37
3.57142857142857,"1",8303,433,1264,210,90
3.71428571428571,"1",8098,473,1429,205,111
3.85714285714286,"1",7859,531,1610,239,114
4,"1",7627,526,1847,232,114
4.14285714285714,"1",7394,537,2069,233,45
4.28571428571429,"1",7197,507,2296,197,83
4.42857142857143,"1",6973,514,2513,224,62
4.57142857142857,"1",6794,497,2709,179,91
4.71428571428571,"1",6621,479,2900,173,96
4.85714285714286,"1",6472,432,3096,149,70
5,"1",6332,387,3281,140,49
5.14285714285714,"1",6257,308,3435,75,50
5.28571428571429,"1",6224,209,3567,33,15
5.42857142857143,"1",6179,181,3640,45,27
5.57142857142857,"1",6153,141,3706,26,3
5.71428571428571,"1",6137,95,3768,16,9
5.85714285714286,"1",6124,71,3805,13,4
6,"1",6117,57,3826,7,3
6.14285714285714,"1",6112,36,3852,5,0
6.28571428571429,"1",6108,24,3868,4,0
6.42857142857143,"1",6105,17,3878,3,2
6.57142857142857,"1",6104,13,3883,1,0
6.71428571428571,"1",6104,8,3888,0,0
6.85714285714286,"1",6104,4,3892,0,0
7,"1",6104,4,3892,0,0
7.14285714285714,"1",6103,3,3894,1,0
7.28571428571429,"1",6102,4,3894,1,1
7.42857142857143,"1",6100,4,3896,2,2
7.57142857142857,"1",6100,3,3897,0,0
7.71428571428571,"1",6100,2,3898,0,0
7.85714285714286,"1",6100,2,3898,0,0
8,"1",6100,1,3899,0,0
8.14285714285714,"1",6099,2,3899,1,0
8.28571428571428,"1",6099,1,3900,0,0
8.42857142857143,"1",6099,1,3900,0,0
8.57142857142857,"1",6099,0,3901,0,0
8.71428571428571,"1",6099,0,3901,0,0
8.85714285714286,"1",6099,0,3901,0,0
9,"1",6099,0,3901,0,0
9.14285714285714,"1",6099,0,3901,0,0
9.28571428571428,"1",6099,0,3901,0,0
9.42857142857143,"1",6099,0,3901,0,0
9.57142857142857,"1",6099,0,3901,0,0
9.71428571428571,"1",6099,0,3901,0,0
9.85714285714286,"1",6099,0,3901,0,0
10,"1",6099,0,3901,0,0
