"n_manifest_tasks","n_gamma_metric_rows","n_bspline_metric_rows","n_constant_metric_rows","n_paired_wide_rows","n_path_rows_per_model","all_task_ids_1_to_200","all_pairing_checks_pass","all_metrics_finite","gamma_paths_are_filtering_means","bspline_paths_are_deterministic_selected_trajectories","constant_paths_are_repeated_static_estimates","common_truth_week_5_is_4","through_week_5_uses_less_than_or_equal_to_5","after_week_5_uses_greater_than_5","no_significance_tests_performed","all_checks_pass"
200,200,200,200,200,14000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
