"week","reports"
0.142857142857143,2
0.285714285714286,8
0.428571428571429,1
0.571428571428571,2
0.714285714285714,14
0.857142857142857,12
1,7
1.14285714285714,9
1.28571428571429,13
1.42857142857143,13
1.57142857142857,10
1.71428571428571,11
1.85714285714286,29
2,17
2.14285714285714,15
2.28571428571429,18
2.42857142857143,20
2.57142857142857,31
2.71428571428571,23
2.85714285714286,12
3,33
3.14285714285714,27
3.28571428571429,52
3.42857142857143,45
3.57142857142857,45
3.71428571428571,83
3.85714285714286,62
4,59
4.14285714285714,74
4.28571428571429,53
4.42857142857143,56
4.57142857142857,74
4.71428571428571,64
4.85714285714286,96
5,56
5.14285714285714,34
5.28571428571429,33
5.42857142857143,19
5.57142857142857,10
5.71428571428571,20
5.85714285714286,5
6,14
6.14285714285714,7
6.28571428571429,14
6.42857142857143,4
6.57142857142857,1
6.71428571428571,0
6.85714285714286,2
7,1
7.14285714285714,1
7.28571428571429,3
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,2
8,1
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,1
8.85714285714286,1
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,1
9.71428571428571,0
9.85714285714286,0
10,0
