"task_id","mif_seed","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","successful_pf_evals"
7,20260628,2,0.45,4.50856333221957,0.207800348364384,-197.502441157412,0.0174808826588999,5
