"task_id","simulation_seed","run","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","n_successful_pf_evals","status","error_message"
4,1004,9,6,0.45,4.33368380799413,0.179177203900698,-206.263870780375,0.0318454344412787,5,"success",NA
5,1005,1,2,0.1,3.80519763245076,0.307034928396967,-189.291769501969,0.014535801082543,5,"success",NA
5,1005,2,4,0.1,3.97080817271669,0.331434816466477,-189.255853920031,0.0261412498294237,5,"success",NA
5,1005,3,6,0.1,3.70135790210875,0.326867056272658,-189.281196270528,0.029557900131803,5,"success",NA
5,1005,4,2,0.3,3.88811491383993,0.322723846563819,-189.253210318366,0.011822785397163,5,"success",NA
5,1005,5,4,0.3,3.88306352272609,0.330778193488368,-189.251659057082,0.0147421010269595,5,"success",NA
5,1005,6,6,0.3,4.16749119763956,0.319052732027725,-189.300033596818,0.0186741486246941,5,"success",NA
5,1005,7,2,0.45,3.87349621706534,0.331938000805549,-189.266735558425,0.0216997792752262,5,"success",NA
5,1005,8,4,0.45,3.81465701284101,0.318984643124471,-189.238308024468,0.0131653728565936,5,"success",NA
5,1005,9,6,0.45,4.06256114755155,0.324344761769513,-189.279491494453,0.0158314979536193,5,"success",NA
6,1006,1,2,0.1,3.44155930530094,0.25757767399097,-190.041549007904,0.0149432615078572,5,"success",NA
6,1006,2,4,0.1,3.38488083167088,0.245711204146209,-190.036873604852,0.024862896063025,5,"success",NA
6,1006,3,6,0.1,3.05686518691535,0.273354344081245,-190.12871188794,0.00820611003739074,5,"success",NA
6,1006,4,2,0.3,3.24291097587725,0.239687647994333,-190.064051261278,0.0142302931996563,5,"success",NA
6,1006,5,4,0.3,3.25567422499646,0.26671599824613,-190.027484593678,0.0186607386689855,5,"success",NA
6,1006,6,6,0.3,3.34979439386872,0.258674593122824,-190.044031491567,0.0163758804650143,5,"success",NA
6,1006,7,2,0.45,3.22176058066384,0.270437085326951,-190.033643780974,0.0170516043719903,5,"success",NA
6,1006,8,4,0.45,3.26265404097101,0.269732576432626,-190.059230984112,0.0149468892450318,5,"success",NA
6,1006,9,6,0.45,3.25856117548884,0.268079770053456,-190.069389023383,0.0179660460039331,5,"success",NA
7,1007,1,2,0.1,4.57419118857791,0.286942483642045,-204.871364883367,0.0223518260994401,5,"success",NA
7,1007,2,4,0.1,4.42401231265382,0.312500534546839,-204.969774163201,0.0128416967829072,5,"success",NA
7,1007,3,6,0.1,4.42495092088078,0.280425745182234,-204.891546659977,0.0216989434480907,5,"success",NA
7,1007,4,2,0.3,4.1778925273801,0.279020337047819,-204.975340158158,0.0237473186954156,5,"success",NA
7,1007,5,4,0.3,4.63024526625356,0.270142866524469,-204.912026588352,0.0237143012943491,5,"success",NA
7,1007,6,6,0.3,4.41362154616216,0.299827109305814,-204.883300249076,0.0120055741278162,5,"success",NA
7,1007,7,2,0.45,4.19298497487531,0.295166071768102,-204.915808409127,0.0257421854763519,5,"success",NA
7,1007,8,4,0.45,4.72026978475922,0.30848705237487,-205.011199237133,0.0138332061392249,5,"success",NA
7,1007,9,6,0.45,4.17910158746186,0.275694481919327,-204.907743150331,0.0309623112279582,5,"success",NA
8,1008,1,2,0.1,4.67997516632836,0.299404181381113,-217.37237156051,0.015391690993879,5,"success",NA
