"task_id","simulation_seed","run","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","n_successful_pf_evals","status","error_message"
51,1051,6,6,0.3,4.17415449060168,0.25945084474883,-206.143774834142,0.0154112351983265,5,"success",NA
51,1051,7,2,0.45,4.27584711279404,0.272852854503506,-206.117510671944,0.0271360752741588,5,"success",NA
51,1051,8,4,0.45,4.49744314000181,0.274847067864143,-206.13347253539,0.0161009267735682,5,"success",NA
51,1051,9,6,0.45,4.30248084049038,0.250530298760238,-206.148635855668,0.0238532224454133,5,"success",NA
52,1052,1,2,0.1,5.43103041804561,0.328523491298145,-202.424005943561,0.01542439143947,5,"success",NA
52,1052,2,4,0.1,5.80351238085951,0.345054471730402,-202.437386177604,0.0186331383105787,5,"success",NA
52,1052,3,6,0.1,5.44970200567498,0.308914308147619,-202.413677099257,0.0148644133812793,5,"success",NA
52,1052,4,2,0.3,5.64349029972063,0.31763669316144,-202.383547480191,0.0176101222510898,5,"success",NA
52,1052,5,4,0.3,5.60887769298524,0.30717623335093,-202.414646574607,0.0154445590171966,5,"success",NA
52,1052,6,6,0.3,5.58813164966328,0.333997512312887,-202.435635837865,0.0223374879539634,5,"success",NA
52,1052,7,2,0.45,5.69888100891783,0.349302561544315,-202.475799311526,0.0129174971201207,5,"success",NA
52,1052,8,4,0.45,5.50956352237325,0.328815942179134,-202.408681376151,0.018084745504135,5,"success",NA
52,1052,9,6,0.45,5.57757067594916,0.361481681745997,-202.501331491486,0.0165435044763957,5,"success",NA
53,1053,1,2,0.1,3.40057475569972,0.271573512056572,-193.835662368881,0.0229067423134825,5,"success",NA
53,1053,2,4,0.1,3.34207557821268,0.26069337746861,-193.862337567489,0.0166875888461446,5,"success",NA
53,1053,3,6,0.1,3.18682840056425,0.263096736390619,-193.884782027767,0.0280571049000844,5,"success",NA
53,1053,4,2,0.3,3.3523291661903,0.286127051422663,-193.881988094751,0.0159596956277847,5,"success",NA
53,1053,5,4,0.3,3.3524783869757,0.269721569410613,-193.814171726742,0.008500135565568,5,"success",NA
53,1053,6,6,0.3,3.49662189620279,0.270776504206684,-193.87237728101,0.0182153292948049,5,"success",NA
53,1053,7,2,0.45,3.53491513190082,0.271681776416528,-193.859831761298,0.0270885171011426,5,"success",NA
53,1053,8,4,0.45,3.30306194344608,0.283081269738682,-193.851529134987,0.00593026553907829,5,"success",NA
53,1053,9,6,0.45,3.29141162104113,0.274246811446865,-193.86947719404,0.0156798248606247,5,"success",NA
54,1054,1,2,0.1,5.58583696431885,0.380001327600288,-197.756465709048,0.0295189171893717,5,"success",NA
54,1054,2,4,0.1,4.54426740030448,0.333208733376176,-197.603786226527,0.0597366483110879,5,"success",NA
54,1054,3,6,0.1,5.21904573315556,0.328578310259829,-197.579277575563,0.0313634496449376,5,"success",NA
54,1054,4,2,0.3,5.17060526565222,0.360091720625564,-197.541864693043,0.0334545385354379,5,"success",NA
54,1054,5,4,0.3,4.88181565475335,0.385403433506068,-197.607727677755,0.0203199513183018,5,"success",NA
54,1054,6,6,0.3,4.87261213258042,0.32709946417871,-197.588352417219,0.0398291427446955,5,"success",NA
54,1054,7,2,0.45,4.65480495821745,0.390742304935812,-197.766166319986,0.043827628742694,5,"success",NA
54,1054,8,4,0.45,5.4451006388672,0.387288160494885,-197.690433748926,0.0276661688918162,5,"success",NA
54,1054,9,6,0.45,4.41151055852619,0.336224346343242,-197.670753870882,0.0594611793847336,5,"success",NA
55,1055,1,2,0.1,3.17699692738653,0.195382764961519,-175.158147942061,0.0236702379936396,5,"success",NA
55,1055,2,4,0.1,3.13934668327633,0.21274596904153,-175.19518579866,0.029663681869203,5,"success",NA
55,1055,3,6,0.1,2.96793981908368,0.223242501027996,-175.261509975811,0.0181867614425636,5,"success",NA
55,1055,4,2,0.3,3.25560953838228,0.19209351307916,-175.212172021972,0.0128068011285753,5,"success",NA
55,1055,5,4,0.3,3.09872829173526,0.194659603522191,-175.198315426094,0.0270643649291962,5,"success",NA
55,1055,6,6,0.3,3.1588350572956,0.193531467952423,-175.183065232137,0.0234657932622402,5,"success",NA
55,1055,7,2,0.45,3.05284572730337,0.196883852254821,-175.187424374333,0.0162180478175624,5,"success",NA
55,1055,8,4,0.45,3.07626959963475,0.202747242004065,-175.211791925991,0.00957488082705261,5,"success",NA
55,1055,9,6,0.45,3.08659355722989,0.19407589058538,-175.180814515258,0.0134404733138234,5,"success",NA
56,1056,1,2,0.1,4.5278502551372,0.257541126610344,-188.44242357533,0.0162382495149535,5,"success",NA
56,1056,2,4,0.1,4.51408630933425,0.255538192905973,-188.434819207659,0.0138753440888945,5,"success",NA
56,1056,3,6,0.1,4.63834383450707,0.269253677012917,-188.464851060805,0.0174386104192595,5,"success",NA
56,1056,4,2,0.3,4.58753040458508,0.261402987161027,-188.455885552796,0.0166235527009062,5,"success",NA
56,1056,5,4,0.3,4.56809744295738,0.25798097875106,-188.423215673109,0.00951314625716133,5,"success",NA
56,1056,6,6,0.3,4.38814940554846,0.256961618356003,-188.441818458606,0.0145715723169737,5,"success",NA
56,1056,7,2,0.45,4.46433496447299,0.244783148358433,-188.417813935665,0.00913050707477956,5,"success",NA
56,1056,8,4,0.45,4.47521815054119,0.25878897966369,-188.437619803115,0.0132119415527861,5,"success",NA
56,1056,9,6,0.45,4.51073124549452,0.258426841492958,-188.426202375219,0.0217159383011046,5,"success",NA
57,1057,1,2,0.1,2.91349176692738,0.136269180424445,-128.924401348854,0.0159233206726843,5,"success",NA
57,1057,2,4,0.1,2.81061286207937,0.192155953273933,-128.929402498881,0.0338967376350221,5,"success",NA
57,1057,3,6,0.1,2.78648268736282,0.168422281760001,-128.967566637319,0.0233839390358055,5,"success",NA
57,1057,4,2,0.3,2.91186160491752,0.142592236726986,-128.935778844948,0.0221804456529655,5,"success",NA
57,1057,5,4,0.3,2.82452895198876,0.164216675124822,-128.900951225911,0.0210220903265183,5,"success",NA
57,1057,6,6,0.3,2.72202605586681,0.181276264635346,-128.94175955672,0.026716248789846,5,"success",NA
57,1057,7,2,0.45,2.77618124062325,0.149371110113017,-128.964380189623,0.0203865940605416,5,"success",NA
57,1057,8,4,0.45,2.81537225540988,0.151057762556829,-128.932883030619,0.0155775733005539,5,"success",NA
57,1057,9,6,0.45,2.78067086161411,0.161925248346227,-128.944890266622,0.00867264041121255,5,"success",NA
58,1058,1,2,0.1,2.99196863736479,0.318169883011612,-188.061091192083,0.0160217603665568,5,"success",NA
58,1058,2,4,0.1,3.12041132962076,0.3420649896897,-188.094285995276,0.0168474585098771,5,"success",NA
58,1058,3,6,0.1,3.09235658045178,0.338870460519637,-188.092941069982,0.0191831463475204,5,"success",NA
58,1058,4,2,0.3,2.89407241550736,0.309593593929862,-188.101022847782,0.0155382597427288,5,"success",NA
58,1058,5,4,0.3,3.05128228613383,0.293022273438135,-188.137236731112,0.0278179127056238,5,"success",NA
58,1058,6,6,0.3,3.14840749924487,0.312409110134403,-188.091899243576,0.0402847971064434,5,"success",NA
58,1058,7,2,0.45,3.11128537033041,0.29658294722466,-188.060135780053,0.0293639207165693,5,"success",NA
58,1058,8,4,0.45,2.91570262269449,0.31944009153072,-188.138518839993,0.0193805833625147,5,"success",NA
58,1058,9,6,0.45,3.00492836421583,0.340960537747025,-188.090968629701,0.029733000078083,5,"success",NA
59,1059,1,2,0.1,3.61388694627877,0.228672796407034,-197.892782391019,0.0112486051712339,5,"success",NA
59,1059,2,4,0.1,3.6332078997765,0.243040297642107,-197.952148187253,0.0177837346242237,5,"success",NA
59,1059,3,6,0.1,3.57512223176328,0.244829030633907,-197.926532838499,0.0106523273461534,5,"success",NA
59,1059,4,2,0.3,3.4355899544884,0.241532396152641,-197.915783328187,0.0129747414676158,5,"success",NA
59,1059,5,4,0.3,3.63694404875547,0.23309729446385,-197.893940508116,0.00751140893736602,5,"success",NA
59,1059,6,6,0.3,3.60319965993147,0.252330502471642,-197.922365873099,0.0127267177618607,5,"success",NA
59,1059,7,2,0.45,3.64780507158148,0.25477041728598,-197.914078862633,0.0167416288321681,5,"success",NA
59,1059,8,4,0.45,3.54071651497717,0.246527809968006,-197.892133230513,0.0214739029543538,5,"success",NA
59,1059,9,6,0.45,3.82432432323064,0.259070144178921,-197.988805732135,0.0152149881673336,5,"success",NA
60,1060,1,2,0.1,4.53296645478348,0.204872426261645,-206.968052650035,0.0198559098586555,5,"success",NA
60,1060,2,4,0.1,4.51110123699561,0.217339597915806,-207.015115626631,0.0221717866390214,5,"success",NA
60,1060,3,6,0.1,4.63208687853784,0.208502353899412,-206.990043059768,0.0150825173685419,5,"success",NA
60,1060,4,2,0.3,4.60461533996293,0.220715986534611,-206.990632352866,0.0193794313136481,5,"success",NA
60,1060,5,4,0.3,4.57307567854241,0.214205370213972,-207.028374234047,0.0226540014261317,5,"success",NA
60,1060,6,6,0.3,4.63423499433449,0.220355272683881,-207.019949297777,0.017279119324292,5,"success",NA
60,1060,7,2,0.45,4.44058419076202,0.220742668229227,-207.068978424981,0.0304233167096156,5,"success",NA
60,1060,8,4,0.45,4.46586220437194,0.204635093792777,-206.953119600744,0.0276453730878273,5,"success",NA
60,1060,9,6,0.45,4.62762996064476,0.212861551891412,-207.020757421956,0.00911103785612526,5,"success",NA
61,1061,1,2,0.1,3.85686951547608,0.274272865815061,-207.417081356417,0.0161515674991529,5,"success",NA
61,1061,2,4,0.1,3.8711162852423,0.275338629309572,-207.447555596537,0.0255005682171005,5,"success",NA
61,1061,3,6,0.1,3.74815784932546,0.326585693837056,-207.530883661213,0.0334048669240855,5,"success",NA
61,1061,4,2,0.3,4.09067420042871,0.286370260554346,-207.531436882326,0.0115116516590402,5,"success",NA
61,1061,5,4,0.3,3.86208332440523,0.275250117260297,-207.423511333368,0.0116682888974461,5,"success",NA
61,1061,6,6,0.3,3.91604066270514,0.300856992130116,-207.496766796415,0.0163072379037904,5,"success",NA
61,1061,7,2,0.45,3.62734279140538,0.282529011217954,-207.490898046948,0.0372145030754852,5,"success",NA
61,1061,8,4,0.45,4.01159195525236,0.288629498761645,-207.473569475972,0.0117173599686407,5,"success",NA
61,1061,9,6,0.45,3.83572081497276,0.301655707694903,-207.502621938014,0.0260916918115919,5,"success",NA
62,1062,1,2,0.1,3.98927479093281,0.323251487158687,-192.985413330505,0.0242023061015533,5,"success",NA
62,1062,2,4,0.1,3.90160798376558,0.339498874851301,-192.957540473387,0.0171968086517741,5,"success",NA
62,1062,3,6,0.1,3.81271568304132,0.323147905160827,-192.923933927578,0.0411772277102448,5,"success",NA
62,1062,4,2,0.3,3.95447126684295,0.353631303754703,-192.984721856536,0.0224986659438106,5,"success",NA
62,1062,5,4,0.3,3.7564021197438,0.305063989407629,-192.988746503259,0.0061610893514857,5,"success",NA
62,1062,6,6,0.3,3.7628639966599,0.304655799795238,-192.998642775486,0.0315491182647489,5,"success",NA
62,1062,7,2,0.45,3.93670270998354,0.352406812416846,-192.989987194513,0.0198388338644899,5,"success",NA
62,1062,8,4,0.45,3.81799790801596,0.318722192807572,-193.019030052908,0.0181437797913802,5,"success",NA
62,1062,9,6,0.45,3.97499693561979,0.330711663352264,-192.956441861723,0.0269372563216857,5,"success",NA
63,1063,1,2,0.1,4.44459667147515,0.303141821699559,-189.636224986733,0.0168923915947074,5,"success",NA
63,1063,2,4,0.1,4.52302094405142,0.298276081446909,-189.698978135967,0.0322468723270437,5,"success",NA
63,1063,3,6,0.1,4.41479489185262,0.304291547674277,-189.711721363401,0.0152705101740262,5,"success",NA
63,1063,4,2,0.3,4.65818563485933,0.304542345615075,-189.733462596608,0.00787510916532165,5,"success",NA
63,1063,5,4,0.3,4.58197970869963,0.291325609006464,-189.74484063,0.0350597104873459,5,"success",NA
63,1063,6,6,0.3,4.04298712132148,0.276215259252289,-189.763831768194,0.0182737520823228,5,"success",NA
63,1063,7,2,0.45,4.18374654370421,0.289980443176433,-189.726929275679,0.0357031431943645,5,"success",NA
63,1063,8,4,0.45,4.27346011172146,0.277533494394164,-189.700275899998,0.0365833212216923,5,"success",NA
63,1063,9,6,0.45,4.21165148575901,0.280240435525093,-189.682263614882,0.0290985775427107,5,"success",NA
64,1064,1,2,0.1,3.78717135722645,0.234102586588094,-189.323802721544,0.0204624561030912,5,"success",NA
64,1064,2,4,0.1,3.64337400586371,0.158009218251126,-189.161909244865,0.0153897471830165,5,"success",NA
64,1064,3,6,0.1,3.61573735640041,0.185341970050329,-189.07439991685,0.0177896137039349,5,"success",NA
64,1064,4,2,0.3,3.65456520836036,0.179298785288876,-189.055995577349,0.0616905283192602,5,"success",NA
64,1064,5,4,0.3,3.91828830542588,0.190910037046383,-189.193234634641,0.0471727534469891,5,"success",NA
64,1064,6,6,0.3,3.85499319059916,0.195794529905411,-189.233516320447,0.0170239216657613,5,"success",NA
64,1064,7,2,0.45,3.7271900275665,0.196681032315082,-189.163732316834,0.017025441249329,5,"success",NA
64,1064,8,4,0.45,3.62979298703997,0.197120812134755,-189.113342472705,0.0512872830229321,5,"success",NA
64,1064,9,6,0.45,3.54409224637804,0.191385326658857,-189.160337067743,0.0407056531740623,5,"success",NA
65,1065,1,2,0.1,3.76130138126215,0.348566488127149,-200.265216804925,0.0240216264808561,5,"success",NA
65,1065,2,4,0.1,3.77868941506645,0.279581417972793,-200.225179371853,0.0805709558888457,5,"success",NA
65,1065,3,6,0.1,3.88733900420399,0.321795749544604,-200.134742483249,0.0308213041962949,5,"success",NA
65,1065,4,2,0.3,3.97314310165428,0.321886722280378,-200.11564420332,0.0229257418987996,5,"success",NA
65,1065,5,4,0.3,3.84185232126556,0.342019953487132,-200.155238794606,0.0445283946779097,5,"success",NA
65,1065,6,6,0.3,3.70503111716982,0.36474644031114,-200.261512517657,0.0258568131494919,5,"success",NA
65,1065,7,2,0.45,4.15429152760885,0.35252483316389,-200.264600532967,0.0396963042233744,5,"success",NA
65,1065,8,4,0.45,3.89717506998994,0.313401266390238,-200.164693670401,0.0443922750577809,5,"success",NA
65,1065,9,6,0.45,3.72293433855238,0.356105190864791,-200.194238060816,0.0654490273023011,5,"success",NA
66,1066,1,2,0.1,4.79196966496352,0.272059673279367,-209.014653700035,0.0208488904192501,5,"success",NA
66,1066,2,4,0.1,4.52208639988408,0.287507167286672,-208.966806136031,0.0360457563924521,5,"success",NA
66,1066,3,6,0.1,4.44440896684792,0.273982104807493,-208.94614016983,0.0174110293505877,5,"success",NA
66,1066,4,2,0.3,4.26277847280265,0.256850303554061,-209.028663042875,0.0331495536424588,5,"success",NA
66,1066,5,4,0.3,4.53604402236659,0.268479590006095,-208.995185263419,0.016930340260523,5,"success",NA
66,1066,6,6,0.3,4.65025416023838,0.255320885384867,-208.979583517305,0.0302827144155078,5,"success",NA
66,1066,7,2,0.45,4.50643118240001,0.266909321889805,-209.018718160928,0.034616320655767,5,"success",NA
66,1066,8,4,0.45,4.28311196539774,0.286491185470766,-209.044511802588,0.0225374919296957,5,"success",NA
66,1066,9,6,0.45,4.54711572172416,0.275092573395451,-208.965726716405,0.0442065125038067,5,"success",NA
67,1067,1,2,0.1,4.25072052149542,0.26977862303602,-187.88104163801,0.00953545097111478,5,"success",NA
67,1067,2,4,0.1,4.26186370266285,0.261102826287693,-187.872353883834,0.00417812350827343,5,"success",NA
67,1067,3,6,0.1,4.34025095051247,0.267060467028136,-187.871114861936,0.0221635644040432,5,"success",NA
67,1067,4,2,0.3,4.40744535218222,0.252778798203427,-187.8733095737,0.0209580372265009,5,"success",NA
67,1067,5,4,0.3,4.22258832814909,0.277132474505379,-187.910936060386,0.0233010312080704,5,"success",NA
67,1067,6,6,0.3,4.34070421291328,0.256469113571761,-187.87581980844,0.0120321238063007,5,"success",NA
67,1067,7,2,0.45,4.27931597456979,0.267771700797692,-187.885471444149,0.0121479450224231,5,"success",NA
67,1067,8,4,0.45,4.34120403918555,0.261450545947091,-187.856149882712,0.0198062200026741,5,"success",NA
67,1067,9,6,0.45,4.33993258949509,0.260917632853375,-187.881491064806,0.00591573807800854,5,"success",NA
68,1068,1,2,0.1,4.49429718022172,0.313899055168099,-192.555259352368,0.0259929121499605,5,"success",NA
68,1068,2,4,0.1,4.69849605690262,0.323104000566892,-192.546891577672,0.0122358648759004,5,"success",NA
68,1068,3,6,0.1,4.86090895717195,0.31062919677722,-192.540674275991,0.0158765357065332,5,"success",NA
68,1068,4,2,0.3,4.65694866571188,0.31042810985026,-192.546424584247,0.00507645542111074,5,"success",NA
68,1068,5,4,0.3,4.76926357696986,0.304583323414261,-192.539742647398,0.0207641549120162,5,"success",NA
68,1068,6,6,0.3,4.63229763252555,0.318192318813368,-192.533561513304,0.0189195317197948,5,"success",NA
68,1068,7,2,0.45,4.77333523166212,0.303414726888618,-192.515527017886,0.0156993302890883,5,"success",NA
68,1068,8,4,0.45,4.59408916296226,0.330319055663051,-192.546968230762,0.0146594629268203,5,"success",NA
68,1068,9,6,0.45,4.72810228609196,0.318517853096841,-192.519323978801,0.00839002099843936,5,"success",NA
69,1069,1,2,0.1,3.17217669841999,0.408885108530033,-178.040322407126,0.0213514961428679,5,"success",NA
69,1069,2,4,0.1,3.21201464700216,0.37668929832493,-178.117643711995,0.0443138226081797,5,"success",NA
69,1069,3,6,0.1,3.57245806415652,0.48318012913933,-178.073750384286,0.0324324947039003,5,"success",NA
69,1069,4,2,0.3,3.33799844570177,0.434987436261212,-177.971970215495,0.0209840830810225,5,"success",NA
69,1069,5,4,0.3,3.27002530686472,0.46015340417943,-178.075197453449,0.0488221774987837,5,"success",NA
69,1069,6,6,0.3,3.0527017235597,0.403272510610254,-178.084738773333,0.0250502792160131,5,"success",NA
69,1069,7,2,0.45,3.14478464811581,0.464000155506349,-178.05562610583,0.0291990946096338,5,"success",NA
69,1069,8,4,0.45,3.09370127133273,0.448441142307469,-178.071704068713,0.0466032633138883,5,"success",NA
69,1069,9,6,0.45,3.04472624039016,0.410477673079051,-178.115348304651,0.0311811848115891,5,"success",NA
70,1070,1,2,0.1,3.3488539737728,0.332463082295417,-183.35375325358,0.0173495164849378,5,"success",NA
70,1070,2,4,0.1,3.4947796571081,0.332248869000229,-183.297077962775,0.0215104027735775,5,"success",NA
70,1070,3,6,0.1,3.50982916732471,0.338045155972062,-183.342012121722,0.0281591202286885,5,"success",NA
70,1070,4,2,0.3,3.54799389333741,0.344275627483028,-183.341177007167,0.00938090414644447,5,"success",NA
70,1070,5,4,0.3,3.62753346362891,0.343714081213342,-183.34837611833,0.0278233562833824,5,"success",NA
70,1070,6,6,0.3,3.52113093128823,0.329703139843098,-183.296835209113,0.0226261563965603,5,"success",NA
70,1070,7,2,0.45,3.69871457097538,0.350104490984721,-183.383652621185,0.0136099756248352,5,"success",NA
70,1070,8,4,0.45,3.57057308579558,0.318103059029027,-183.338712160753,0.0252955459400692,5,"success",NA
70,1070,9,6,0.45,3.60608622405632,0.324251593945185,-183.34678429321,0.0125642423043024,5,"success",NA
71,1071,1,2,0.1,4.21565531465257,0.312625103511321,-208.368981878238,0.0413843442267693,5,"success",NA
71,1071,2,4,0.1,4.60817456275634,0.305745422232523,-208.423982650503,0.0227124362151187,5,"success",NA
71,1071,3,6,0.1,4.05503538030293,0.274884690138721,-208.416166649743,0.0198942594031981,5,"success",NA
71,1071,4,2,0.3,4.21125543842345,0.280045899724083,-208.383162209089,0.0151467757420711,5,"success",NA
71,1071,5,4,0.3,4.03576714226875,0.304116845356261,-208.40899011373,0.0180890700506199,5,"success",NA
71,1071,6,6,0.3,4.17200097932284,0.297247890268343,-208.352735160524,0.0240489875716631,5,"success",NA
71,1071,7,2,0.45,4.26616378452713,0.320079910338157,-208.41691744502,0.0237273225543418,5,"success",NA
71,1071,8,4,0.45,4.33982128263205,0.305393602407981,-208.374260148588,0.0104568756816964,5,"success",NA
71,1071,9,6,0.45,4.28915914699326,0.284333656548932,-208.348513857788,0.0357122879418357,5,"success",NA
72,1072,1,2,0.1,4.15145189856641,0.312879698944296,-186.677023826985,0.0181084668922099,5,"success",NA
72,1072,2,4,0.1,3.9934622978724,0.303384175730167,-186.639580598544,0.00953425992704712,5,"success",NA
72,1072,3,6,0.1,4.16579104707682,0.287106879779531,-186.608273743149,0.0120106611070739,5,"success",NA
72,1072,4,2,0.3,4.16783859618276,0.307024293979387,-186.653942086199,0.020908188292506,5,"success",NA
72,1072,5,4,0.3,3.9284133037426,0.307883406976568,-186.645330760271,0.0198243192163795,5,"success",NA
72,1072,6,6,0.3,4.10580639566561,0.296491526969921,-186.622554684824,0.0208225185647354,5,"success",NA
72,1072,7,2,0.45,4.04101172032338,0.293154580121335,-186.642360191463,0.0156354204196954,5,"success",NA
72,1072,8,4,0.45,4.28812696960154,0.309362116683324,-186.693586548173,0.0143665751945687,5,"success",NA
72,1072,9,6,0.45,4.0646003467874,0.297587132207764,-186.640239162695,0.0126186552310739,5,"success",NA
73,1073,1,2,0.1,4.27473583447521,0.206038205061733,-192.692799397023,0.0118850376474483,5,"success",NA
73,1073,2,4,0.1,4.06877298987479,0.216446977330054,-192.749179823952,0.0129376620542961,5,"success",NA
73,1073,3,6,0.1,4.10419560591257,0.207797315205508,-192.705884070174,0.00949143533075419,5,"success",NA
73,1073,4,2,0.3,4.14393782877061,0.20311676740806,-192.708579354227,0.0150189938830783,5,"success",NA
73,1073,5,4,0.3,4.24143300793072,0.20535050229937,-192.686900595628,0.0272588475798227,5,"success",NA
73,1073,6,6,0.3,4.21020229438925,0.200924543471199,-192.689652792716,0.00758810430145097,5,"success",NA
73,1073,7,2,0.45,4.02925931275783,0.20578641427028,-192.744015129929,0.0209199514409308,5,"success",NA
73,1073,8,4,0.45,4.13915528705135,0.218456645731502,-192.731111700201,0.0148475574408909,5,"success",NA
73,1073,9,6,0.45,4.26231759403571,0.2099951077018,-192.693936537791,0.011250753064848,5,"success",NA
74,1074,1,2,0.1,4.07546263537424,0.248650068017411,-200.193159040045,0.0311300749353986,5,"success",NA
74,1074,2,4,0.1,3.90514845610772,0.24264044087368,-200.188412145433,0.0132631744384717,5,"success",NA
74,1074,3,6,0.1,4.00197669475431,0.275727796182657,-200.262709310504,0.0107436966582902,5,"success",NA
74,1074,4,2,0.3,3.93623813513158,0.267193661286621,-200.173964148693,0.0167018671866827,5,"success",NA
74,1074,5,4,0.3,4.10658478743222,0.25874062132945,-200.251114738087,0.0477446694550335,5,"success",NA
74,1074,6,6,0.3,4.17014862775885,0.246925093544591,-200.244915463099,0.00982180181795634,5,"success",NA
74,1074,7,2,0.45,4.02127177360603,0.253806459515463,-200.241914721011,0.0155206182888115,5,"success",NA
74,1074,8,4,0.45,4.17781317570325,0.26673992882094,-200.24911246796,0.024697256591425,5,"success",NA
74,1074,9,6,0.45,3.97512266738165,0.268566680499731,-200.273779937375,0.021441621293767,5,"success",NA
75,1075,1,2,0.1,3.41182313692796,0.268801736640885,-182.760450194619,0.0189067313780637,5,"success",NA
75,1075,2,4,0.1,3.50264492773584,0.283957901078571,-182.765510067696,0.0176382065242826,5,"success",NA
75,1075,3,6,0.1,3.36159636159812,0.281602846765878,-182.780083535807,0.00861042947436925,5,"success",NA
75,1075,4,2,0.3,3.3287386902372,0.260983633067173,-182.763720368026,0.0184394820854119,5,"success",NA
75,1075,5,4,0.3,3.58796981293396,0.291359893278465,-182.80537317077,0.0197373656080977,5,"success",NA
75,1075,6,6,0.3,3.55387818839887,0.285123213736378,-182.814051591999,0.00942509751703013,5,"success",NA
75,1075,7,2,0.45,3.47086862545609,0.27885774490319,-182.749461216862,0.0136669013493978,5,"success",NA
75,1075,8,4,0.45,3.43658788332503,0.274911018046419,-182.753560196686,0.0235500190395766,5,"success",NA
75,1075,9,6,0.45,3.42357291181351,0.271547789306047,-182.766419550266,0.013812436035274,5,"success",NA
76,1076,1,2,0.1,4.845353404961,0.339553357521973,-212.961301132685,0.0347956454398698,5,"success",NA
76,1076,2,4,0.1,4.67752497275276,0.31839934890617,-212.929052327216,0.0415087063801023,5,"success",NA
76,1076,3,6,0.1,4.55633882683127,0.293759678197801,-212.870868654703,0.0232246766724379,5,"success",NA
76,1076,4,2,0.3,4.72854440135136,0.320263366921177,-212.959392672783,0.0222203958784842,5,"success",NA
76,1076,5,4,0.3,4.54471858971087,0.283302447092744,-212.867802428617,0.0324509581180118,5,"success",NA
76,1076,6,6,0.3,4.52952069872262,0.341406652462001,-212.956645658409,0.0378109808824431,5,"success",NA
76,1076,7,2,0.45,4.70691673320465,0.311800981963244,-212.927199910928,0.0237958829194494,5,"success",NA
76,1076,8,4,0.45,4.68950578284901,0.266735114146425,-212.920440398904,0.0286864692824898,5,"success",NA
76,1076,9,6,0.45,4.56759909166979,0.318077485708966,-212.933004766508,0.0307846260750548,5,"success",NA
77,1077,1,2,0.1,4.11009543229307,0.268023718245828,-192.773384425252,0.0270765179487796,5,"success",NA
77,1077,2,4,0.1,4.29481028586027,0.26807612418027,-192.793031771239,0.0118945875608529,5,"success",NA
77,1077,3,6,0.1,4.11206714285142,0.260774689204519,-192.791987412974,0.0265453868917701,5,"success",NA
77,1077,4,2,0.3,4.16905082403954,0.268594005216693,-192.75325800703,0.0254688842050906,5,"success",NA
77,1077,5,4,0.3,4.02998439538423,0.260909454648128,-192.780621479011,0.0173100167087104,5,"success",NA
77,1077,6,6,0.3,4.00130856986811,0.25639456641104,-192.778125977723,0.014600560861129,5,"success",NA
77,1077,7,2,0.45,4.24303482869599,0.270991342167393,-192.75840400261,0.0282787079494545,5,"success",NA
77,1077,8,4,0.45,4.07618280291816,0.251954559099169,-192.790159797184,0.0199453782616877,5,"success",NA
77,1077,9,6,0.45,3.96226162004354,0.270845667376407,-192.777400810261,0.0192891682738442,5,"success",NA
78,1078,1,2,0.1,3.39498178672142,0.255817510864502,-207.145872635266,0.0269990198708617,5,"success",NA
78,1078,2,4,0.1,3.54609294270565,0.257351028863268,-207.168061352879,0.0263677137862299,5,"success",NA
78,1078,3,6,0.1,3.35915372538516,0.242540089732291,-207.155062720127,0.0351489187542864,5,"success",NA
78,1078,4,2,0.3,3.4617125814109,0.255365895706505,-207.136704415707,0.0188979524406274,5,"success",NA
78,1078,5,4,0.3,3.43278414713592,0.228144869483232,-207.115520223478,0.00926874902118718,5,"success",NA
78,1078,6,6,0.3,3.38452399172821,0.247945072476479,-207.156217073986,0.0363524732305123,5,"success",NA
78,1078,7,2,0.45,3.49553816783315,0.239980862565632,-207.168679888972,0.0136549067093339,5,"success",NA
78,1078,8,4,0.45,3.37409518023281,0.243830829906451,-207.12141773173,0.014612774363553,5,"success",NA
78,1078,9,6,0.45,3.33411593847433,0.249858261334092,-207.133077420478,0.0196505325190237,5,"success",NA
79,1079,1,2,0.1,4.20841499828348,0.266561154085095,-199.195574074724,0.0105871775940261,5,"success",NA
79,1079,2,4,0.1,4.28154825196182,0.250512521697501,-199.170463405246,0.0178417980684998,5,"success",NA
79,1079,3,6,0.1,4.09081678593007,0.245688306556933,-199.217992179668,0.0262318669111891,5,"success",NA
79,1079,4,2,0.3,4.21476042871947,0.256461002137927,-199.191297463704,0.0309781152984256,5,"success",NA
79,1079,5,4,0.3,4.14837646092847,0.259648837803893,-199.193636250957,0.0321950111944162,5,"success",NA
79,1079,6,6,0.3,4.37820498478005,0.261729023805925,-199.167839021885,0.023501951499758,5,"success",NA
79,1079,7,2,0.45,4.43428447422625,0.251498144266024,-199.21997562592,0.0224884317293935,5,"success",NA
79,1079,8,4,0.45,4.64167691787565,0.262432811852526,-199.197647063332,0.00815449943398297,5,"success",NA
79,1079,9,6,0.45,4.18829085416628,0.25025311100379,-199.155983248869,0.0124774446919165,5,"success",NA
80,1080,1,2,0.1,4.05901774646947,0.314802227304562,-189.703251206661,0.0158591672518176,5,"success",NA
80,1080,2,4,0.1,4.09430159860197,0.314515216706431,-189.687179758062,0.0147083478097175,5,"success",NA
