"week","reports"
0.142857142857143,5
0.285714285714286,2
0.428571428571429,5
0.571428571428571,10
0.714285714285714,8
0.857142857142857,8
1,5
1.14285714285714,12
1.28571428571429,18
1.42857142857143,35
1.57142857142857,38
1.71428571428571,29
1.85714285714286,28
2,63
2.14285714285714,132
2.28571428571429,67
2.42857142857143,60
2.57142857142857,108
2.71428571428571,65
2.85714285714286,113
3,78
3.14285714285714,60
3.28571428571429,126
3.42857142857143,123
3.57142857142857,206
3.71428571428571,144
3.85714285714286,157
4,104
4.14285714285714,87
4.28571428571429,88
4.42857142857143,79
4.57142857142857,82
4.71428571428571,74
4.85714285714286,57
5,26
5.14285714285714,26
5.28571428571429,13
5.42857142857143,19
5.57142857142857,10
5.71428571428571,17
5.85714285714286,4
6,2
6.14285714285714,5
6.28571428571429,3
6.42857142857143,0
6.57142857142857,0
6.71428571428571,5
6.85714285714286,0
7,0
7.14285714285714,0
7.28571428571429,0
7.42857142857143,0
7.57142857142857,0
7.71428571428571,0
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
