"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9985,10,5,5,1
0.285714285714286,"1",9981,10,9,4,1
0.428571428571429,"1",9978,8,14,3,1
0.571428571428571,"1",9975,6,19,3,2
0.714285714285714,"1",9973,6,21,2,0
0.857142857142857,"1",9972,5,23,1,0
1,"1",9970,3,27,2,0
1.14285714285714,"1",9967,6,27,3,2
1.28571428571429,"1",9962,8,30,5,2
1.42857142857143,"1",9957,9,34,5,4
1.57142857142857,"1",9955,8,37,2,0
1.71428571428571,"1",9950,11,39,5,7
1.85714285714286,"1",9944,14,42,6,2
2,"1",9935,16,49,9,4
2.14285714285714,"1",9923,22,55,12,5
2.28571428571429,"1",9909,27,64,14,2
2.42857142857143,"1",9887,40,73,22,11
2.57142857142857,"1",9865,42,93,22,10
2.71428571428571,"1",9842,44,114,23,12
2.85714285714286,"1",9820,48,132,22,8
3,"1",9792,55,153,28,27
3.14285714285714,"1",9765,60,175,27,17
3.28571428571429,"1",9734,72,194,31,8
3.42857142857143,"1",9704,66,230,30,14
3.57142857142857,"1",9673,68,259,31,11
3.71428571428571,"1",9633,73,294,40,32
3.85714285714286,"1",9585,86,329,48,24
4,"1",9535,102,363,50,35
4.14285714285714,"1",9475,122,403,60,27
4.28571428571429,"1",9411,132,457,64,20
4.42857142857143,"1",9332,156,512,79,29
4.57142857142857,"1",9235,193,572,97,37
4.71428571428571,"1",9113,240,647,122,49
4.85714285714286,"1",8981,262,757,132,32
5,"1",8865,264,871,116,34
5.14285714285714,"1",8807,224,969,58,20
5.28571428571429,"1",8755,183,1062,52,21
5.42857142857143,"1",8694,172,1134,61,30
5.57142857142857,"1",8652,155,1193,42,17
5.71428571428571,"1",8612,122,1266,40,27
5.85714285714286,"1",8589,95,1316,23,21
6,"1",8564,77,1359,25,28
6.14285714285714,"1",8553,51,1396,11,4
6.28571428571429,"1",8535,53,1412,18,10
6.42857142857143,"1",8527,40,1433,8,3
6.57142857142857,"1",8512,43,1445,15,6
6.71428571428571,"1",8505,34,1461,7,5
6.85714285714286,"1",8496,28,1476,9,2
7,"1",8485,34,1481,11,0
7.14285714285714,"1",8479,30,1491,6,3
7.28571428571429,"1",8473,22,1505,6,2
7.42857142857143,"1",8466,23,1511,7,3
7.57142857142857,"1",8461,15,1524,5,4
7.71428571428571,"1",8455,15,1530,6,3
7.85714285714286,"1",8452,9,1539,3,3
8,"1",8451,7,1542,1,0
8.14285714285714,"1",8451,5,1544,0,0
8.28571428571428,"1",8449,6,1545,2,1
8.42857142857143,"1",8445,9,1546,4,5
8.57142857142857,"1",8442,6,1552,3,3
8.71428571428571,"1",8441,5,1554,1,1
8.85714285714286,"1",8439,5,1556,2,0
9,"1",8439,2,1559,0,0
9.14285714285714,"1",8439,1,1560,0,0
9.28571428571428,"1",8439,1,1560,0,0
9.42857142857143,"1",8439,1,1560,0,0
9.57142857142857,"1",8439,1,1560,0,0
9.71428571428571,"1",8439,1,1560,0,0
9.85714285714286,"1",8439,1,1560,0,0
10,"1",8439,0,1561,0,0
