"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9983,15,2,7,3
0.285714285714286,"1",9976,15,9,7,3
0.428571428571429,"1",9967,16,17,9,7
0.571428571428571,"1",9956,21,23,11,2
0.714285714285714,"1",9937,33,30,19,12
0.857142857142857,"1",9920,32,48,17,12
1,"1",9907,27,66,13,11
1.14285714285714,"1",9890,33,77,17,10
1.28571428571429,"1",9873,36,91,17,10
1.42857142857143,"1",9857,31,112,16,12
1.57142857142857,"1",9839,38,123,18,9
1.71428571428571,"1",9814,45,141,25,25
1.85714285714286,"1",9773,62,165,41,11
2,"1",9741,58,201,32,17
2.14285714285714,"1",9709,71,220,32,5
2.28571428571429,"1",9661,90,249,48,22
2.42857142857143,"1",9602,119,279,59,35
2.57142857142857,"1",9550,120,330,52,31
2.71428571428571,"1",9476,135,389,74,41
2.85714285714286,"1",9408,153,439,68,24
3,"1",9321,179,500,87,32
3.14285714285714,"1",9233,187,580,88,40
3.28571428571429,"1",9131,196,673,102,52
3.42857142857143,"1",9047,195,758,84,47
3.57142857142857,"1",8940,235,825,107,35
3.71428571428571,"1",8827,255,918,113,63
3.85714285714286,"1",8663,304,1033,164,80
4,"1",8501,328,1171,162,63
4.14285714285714,"1",8354,328,1318,147,93
4.28571428571429,"1",8223,326,1451,131,74
4.42857142857143,"1",8090,310,1600,133,71
4.57142857142857,"1",7945,325,1730,145,97
4.71428571428571,"1",7810,326,1864,135,88
4.85714285714286,"1",7651,355,1994,159,122
5,"1",7494,375,2131,157,44
5.14285714285714,"1",7418,312,2270,76,30
5.28571428571429,"1",7329,271,2400,89,60
5.42857142857143,"1",7293,201,2506,36,21
5.57142857142857,"1",7245,179,2576,48,23
5.71428571428571,"1",7209,147,2644,36,11
5.85714285714286,"1",7183,113,2704,26,10
6,"1",7167,83,2750,16,13
6.14285714285714,"1",7156,65,2779,11,1
6.28571428571429,"1",7150,50,2800,6,9
6.42857142857143,"1",7140,42,2818,10,5
6.57142857142857,"1",7136,37,2827,4,1
6.71428571428571,"1",7132,31,2837,4,0
6.85714285714286,"1",7128,21,2851,4,2
7,"1",7127,14,2859,1,0
7.14285714285714,"1",7126,7,2867,1,0
7.28571428571429,"1",7125,6,2869,1,1
7.42857142857143,"1",7123,7,2870,2,2
7.57142857142857,"1",7123,7,2870,0,0
7.71428571428571,"1",7121,7,2872,2,0
7.85714285714286,"1",7119,6,2875,2,2
8,"1",7119,5,2876,0,0
8.14285714285714,"1",7118,5,2877,1,0
8.28571428571428,"1",7118,1,2881,0,0
8.42857142857143,"1",7117,2,2881,1,1
8.57142857142857,"1",7117,2,2881,0,0
8.71428571428571,"1",7117,1,2882,0,0
8.85714285714286,"1",7117,0,2883,0,0
9,"1",7117,0,2883,0,0
9.14285714285714,"1",7117,0,2883,0,0
9.28571428571428,"1",7117,0,2883,0,0
9.42857142857143,"1",7117,0,2883,0,0
9.57142857142857,"1",7117,0,2883,0,0
9.71428571428571,"1",7117,0,2883,0,0
9.85714285714286,"1",7117,0,2883,0,0
10,"1",7117,0,2883,0,0
