"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","run","start_B0","start_sigma_beta","start_Beta","B0_hat","sigma_beta_hat","Beta_hat","logLik","logLik_se","n_successful_pf_evals","status","error_message"
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","constant_B",600,4,NA,NA,4,NA,NA,3.61185877784445,-210.674850583712,0.797789301842473,5,"success",NA
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","constant_B",600,5,NA,NA,5,NA,NA,3.61962152785149,-211.015660657016,0.118918511851292,5,"success",NA
25,1025,1,"5bffd9597ff51651a7b3c018b0060e43","constant_B",600,6,NA,NA,6,NA,NA,3.7556188908699,-211.832679378234,0.860559918632655,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,1,NA,NA,1,NA,NA,3.80335850932255,-212.915559504879,0.449438630067109,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,2,NA,NA,2,NA,NA,3.63963449101197,-212.789818996458,0.137400645793277,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,3,NA,NA,3,NA,NA,3.77930746979861,-212.901845700502,0.191525203867331,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,4,NA,NA,4,NA,NA,3.74702146299026,-212.018900861428,0.766760221045248,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,5,NA,NA,5,NA,NA,3.76809450919429,-212.364579490719,0.342297069327176,5,"success",NA
26,1026,1,"7d638818fac5c183766d7bd337251990","constant_B",600,6,NA,NA,6,NA,NA,3.66092514185594,-212.941325731834,0.219352566462295,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,1,NA,NA,1,NA,NA,3.51239675471213,-215.221614658448,0.165244457226492,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,2,NA,NA,2,NA,NA,3.47995923009101,-212.457800575998,2.13983257408292,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,3,NA,NA,3,NA,NA,3.60286607215234,-215.695192980815,0.336909542709455,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,4,NA,NA,4,NA,NA,3.58460260825289,-215.733121277163,0.32167922103705,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,5,NA,NA,5,NA,NA,3.57226604765107,-214.657184813358,0.361271415857646,5,"success",NA
27,1027,1,"febf6d542123ef85142ab3d7c88fd4f9","constant_B",600,6,NA,NA,6,NA,NA,3.46352792463694,-213.553554998776,1.00392350500369,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,1,NA,NA,1,NA,NA,3.83807210569092,-216.657372998643,0.286677418599176,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,2,NA,NA,2,NA,NA,3.89207095808367,-215.663901787889,0.917514016268812,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,3,NA,NA,3,NA,NA,3.70922113706452,-217.445386264547,0.14088607883468,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,4,NA,NA,4,NA,NA,3.8358690111554,-216.916140561349,0.140818052685828,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,5,NA,NA,5,NA,NA,3.78650724361345,-216.523279309625,0.0690956375763717,5,"success",NA
28,1028,1,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B",600,6,NA,NA,6,NA,NA,3.88273260292404,-216.410160949289,0.606507911297002,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,1,NA,NA,1,NA,NA,3.11482972320947,-194.825747212173,0.136767475010521,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,2,NA,NA,2,NA,NA,3.2344058808817,-194.716647609806,0.239772997307128,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,3,NA,NA,3,NA,NA,3.12749999879157,-194.770221335922,0.192937524813165,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,4,NA,NA,4,NA,NA,3.21958871643066,-194.279867546133,0.157341051552303,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,5,NA,NA,5,NA,NA,3.20394030480184,-194.53578147083,0.112760528959635,5,"success",NA
29,1029,1,"f88e4728f80479179227d46e3ae73be8","constant_B",600,6,NA,NA,6,NA,NA,3.24510949111492,-194.715927919075,0.12457858420144,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,1,NA,NA,1,NA,NA,3.6334306033965,-231.243566947308,0.415482714583244,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,2,NA,NA,2,NA,NA,3.54480085034804,-231.701755555762,0.119019458775574,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,3,NA,NA,3,NA,NA,3.58585334266273,-231.336264316426,0.714666914755611,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,4,NA,NA,4,NA,NA,3.61547742172002,-232.134329899061,0.214265306703407,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,5,NA,NA,5,NA,NA,3.62087425436349,-231.663222577446,0.498963896333222,5,"success",NA
30,1030,1,"6d8fcd9da06daac4afecfcdf2af73043","constant_B",600,6,NA,NA,6,NA,NA,3.62788221044401,-231.175110955699,0.639066561681567,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,1,NA,NA,1,NA,NA,3.68214133120379,-213.824776795522,1.94551491733337,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,2,NA,NA,2,NA,NA,3.49958913708076,-207.78350105484,1.19267184091303,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,3,NA,NA,3,NA,NA,3.55409731922286,-206.400557601612,1.13859854652798,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,4,NA,NA,4,NA,NA,3.4754847110802,-208.019411832743,0.468739264759415,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,5,NA,NA,5,NA,NA,3.57163909342282,-209.507180816573,1.52246173000006,5,"success",NA
31,1031,1,"1f4f623a1599fc68865ccca5c8e38092","constant_B",600,6,NA,NA,6,NA,NA,3.47812417596384,-205.905735763528,0.490742511041386,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,1,NA,NA,1,NA,NA,3.75119441766583,-221.13645354355,0.296739469495437,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,2,NA,NA,2,NA,NA,3.6592876911798,-220.708467859203,0.283134750709616,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,3,NA,NA,3,NA,NA,3.71952688031374,-220.998737555838,0.223393683933968,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,4,NA,NA,4,NA,NA,3.61809076115462,-221.294007704228,0.212869153810595,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,5,NA,NA,5,NA,NA,3.68545105765431,-221.017982824432,0.148358001951935,5,"success",NA
32,1032,1,"8b18f38744449f8e8c5016a5c62a9db0","constant_B",600,6,NA,NA,6,NA,NA,3.69542834639333,-220.255494354559,0.67933489859531,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,1,NA,NA,1,NA,NA,4.06901172255123,-221.32669537327,1.1797613344741,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,2,NA,NA,2,NA,NA,4.0235258614524,-221.902807939933,0.318721855131715,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,3,NA,NA,3,NA,NA,3.98967100592084,-221.970157250269,0.293130874093904,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,4,NA,NA,4,NA,NA,3.95420913838743,-222.135798002085,0.0703241039076276,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,5,NA,NA,5,NA,NA,4.06969176630224,-222.618134906696,0.225859082504451,5,"success",NA
33,1033,1,"1c656b251cec47b7f90e7590d6f84c85","constant_B",600,6,NA,NA,6,NA,NA,3.8933410816574,-222.3218224107,0.194054512176333,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,1,NA,NA,1,NA,NA,3.85115721588948,-209.125182990051,0.816100202118969,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,2,NA,NA,2,NA,NA,3.82276572178932,-209.359203261737,0.354626069508307,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,3,NA,NA,3,NA,NA,3.7791012548704,-210.117712239821,0.270348705533061,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,4,NA,NA,4,NA,NA,3.77038740002854,-210.099991820061,0.177864593330934,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,5,NA,NA,5,NA,NA,3.76707101978916,-209.458916812449,0.258070511116153,5,"success",NA
34,1034,1,"6295649cce30d443915163e1f486574c","constant_B",600,6,NA,NA,6,NA,NA,3.75789694733136,-209.288520040813,0.650923275221189,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,1,NA,NA,1,NA,NA,3.42935073053957,-219.987934351502,0.181160952541269,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,2,NA,NA,2,NA,NA,3.57141514000952,-220.592137369864,0.370048740470134,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,3,NA,NA,3,NA,NA,3.47277536143092,-219.979946117579,0.167132212259574,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,4,NA,NA,4,NA,NA,3.46481865864587,-220.057554734362,0.0655571714695695,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,5,NA,NA,5,NA,NA,3.50572046580046,-220.8087996045,0.303846830094092,5,"success",NA
35,1035,1,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B",600,6,NA,NA,6,NA,NA,3.41597968379106,-219.900195690525,0.152281324971849,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,1,NA,NA,1,NA,NA,3.21498998051264,-200.845614639037,0.0472306176272617,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,2,NA,NA,2,NA,NA,3.26808071242353,-200.732784278141,0.119501018254876,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,3,NA,NA,3,NA,NA,3.28795115543826,-200.723414584579,0.172859054205816,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,4,NA,NA,4,NA,NA,3.33810350136252,-201.105849034403,0.264276216192007,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,5,NA,NA,5,NA,NA,3.22096716672577,-200.807273979643,0.0908903228139416,5,"success",NA
36,1036,1,"12e163742e3ae8e7eef3194a703ebcdb","constant_B",600,6,NA,NA,6,NA,NA,3.20201017767162,-200.586840211371,0.13581881268072,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,1,NA,NA,1,NA,NA,3.56331418695114,-204.283194963553,0.58327642268286,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,2,NA,NA,2,NA,NA,3.40873273225091,-204.811967896541,0.29744381363488,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,3,NA,NA,3,NA,NA,3.51768225264265,-204.491508865773,0.102489761147637,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,4,NA,NA,4,NA,NA,3.45225024093952,-204.258523258986,0.292313665526225,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,5,NA,NA,5,NA,NA,3.48078113177875,-204.079286634931,0.281697221250108,5,"success",NA
37,1037,1,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B",600,6,NA,NA,6,NA,NA,3.53436372855321,-204.38540495519,0.178213296240343,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,1,NA,NA,1,NA,NA,3.11362307709047,-174.483216065665,0.0387428511090666,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,2,NA,NA,2,NA,NA,3.09720171993982,-174.654188501984,0.0585858676832862,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,3,NA,NA,3,NA,NA,3.14573527068576,-174.583710894042,0.0445638132773646,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,4,NA,NA,4,NA,NA,3.07130478981721,-174.620554035717,0.0533614516555932,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,5,NA,NA,5,NA,NA,3.12977523141686,-174.572815352012,0.0207736354878825,5,"success",NA
38,1038,1,"2cb84ae4bd553be0419d1e71639da95a","constant_B",600,6,NA,NA,6,NA,NA,3.09498325612576,-174.602876577625,0.0533153214872866,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,1,NA,NA,1,NA,NA,3.63841961884093,-226.778925487774,0.35685062139076,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,2,NA,NA,2,NA,NA,3.69940089759346,-227.490082514866,0.195873869260087,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,3,NA,NA,3,NA,NA,3.63951440067757,-227.256569754183,0.200887462443278,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,4,NA,NA,4,NA,NA,3.571873740223,-226.804123441516,0.2634925427919,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,5,NA,NA,5,NA,NA,3.70137578920751,-228.360125169864,0.196086794802839,5,"success",NA
39,1039,1,"42f80019227937c2a1292d80471ad885","constant_B",600,6,NA,NA,6,NA,NA,3.54447810288694,-226.696961029831,0.465041985278761,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,1,NA,NA,1,NA,NA,3.6239245247562,-216.81451506543,0.603608645136665,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,2,NA,NA,2,NA,NA,3.60847796385461,-216.907463883413,0.676423585457893,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,3,NA,NA,3,NA,NA,3.56820280800467,-216.229859576417,0.425793450809515,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,4,NA,NA,4,NA,NA,3.51084919204058,-215.948093412156,0.163855913250968,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,5,NA,NA,5,NA,NA,3.48906752663139,-214.753564263345,1.39757570692954,5,"success",NA
40,1040,1,"ab1d08dee64fd498a66e009327aa8634","constant_B",600,6,NA,NA,6,NA,NA,3.41862799391899,-216.425797638351,0.294971524901397,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,1,NA,NA,1,NA,NA,3.1816734415957,-210.78024715982,0.263650169659406,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,2,NA,NA,2,NA,NA,3.28872710936207,-211.083832994672,0.502616366677185,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,3,NA,NA,3,NA,NA,3.32871510544742,-210.365816806783,1.28357501154425,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,4,NA,NA,4,NA,NA,3.21832802299029,-211.322288028851,0.148652521906718,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,5,NA,NA,5,NA,NA,3.16883221650709,-210.718240066554,0.235206631865454,5,"success",NA
41,1041,1,"287dedf1d0604d7339bf2699355ae974","constant_B",600,6,NA,NA,6,NA,NA,3.33776444554698,-211.495054427648,1.01134142570991,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,1,NA,NA,1,NA,NA,3.51046184394357,-230.442428345901,0.339810680923645,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,2,NA,NA,2,NA,NA,3.36404490018082,-229.868540153666,0.106994336178899,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,3,NA,NA,3,NA,NA,3.41570086664264,-229.569008389787,0.360129274028396,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,4,NA,NA,4,NA,NA,3.46873988642306,-229.13542222408,0.598182027568645,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,5,NA,NA,5,NA,NA,3.46161618736549,-228.494200393419,0.725869724848078,5,"success",NA
42,1042,1,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B",600,6,NA,NA,6,NA,NA,3.4881381639277,-228.878123156592,0.49471211254186,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,1,NA,NA,1,NA,NA,3.57740938986388,-221.259143642086,0.328584877992454,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,2,NA,NA,2,NA,NA,3.48759088001932,-220.201630388692,0.485163863908061,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,3,NA,NA,3,NA,NA,3.46693968110099,-221.155899036568,0.226186600243027,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,4,NA,NA,4,NA,NA,3.47980306616488,-221.664450201335,0.259982408040126,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,5,NA,NA,5,NA,NA,3.55232728646383,-221.174555925509,0.125120277094995,5,"success",NA
43,1043,1,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B",600,6,NA,NA,6,NA,NA,3.43073610428049,-221.011897562629,0.254467645189217,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,1,NA,NA,1,NA,NA,3.88488214643757,-222.001166544813,0.995922045273843,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,2,NA,NA,2,NA,NA,3.76894747665862,-221.778922456681,0.494855625959898,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,3,NA,NA,3,NA,NA,3.727276387498,-220.553902568253,0.521246275391121,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,4,NA,NA,4,NA,NA,3.77610909958823,-222.193667912143,0.159405457391377,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,5,NA,NA,5,NA,NA,3.75291425052611,-222.863888592782,0.182732102276902,5,"success",NA
44,1044,1,"7fc16f6007b4caa0fad7b388de798f61","constant_B",600,6,NA,NA,6,NA,NA,3.6174608913823,-220.001775648447,1.16196775404492,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,1,NA,NA,1,NA,NA,3.45761123297541,-222.639596657353,1.60137083244733,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,2,NA,NA,2,NA,NA,3.49218083584825,-223.06155751004,0.829284416657441,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,3,NA,NA,3,NA,NA,3.5834639713884,-223.140105191942,2.13840721028987,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,4,NA,NA,4,NA,NA,3.41641894061833,-224.092340502095,0.205718589407769,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,5,NA,NA,5,NA,NA,3.52655619462911,-223.591741143729,0.349064162430021,5,"success",NA
45,1045,2,"ea38700766ed00739f841a67050a1f0f","constant_B",600,6,NA,NA,6,NA,NA,3.57491504335793,-223.681155578288,0.339987785536535,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,1,NA,NA,1,NA,NA,4.37012924660633,-212.589986317993,1.39715767642458,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,2,NA,NA,2,NA,NA,4.37876779140146,-214.220042679757,0.295155411280627,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,3,NA,NA,3,NA,NA,4.50023698758207,-211.721691873896,1.07468764870526,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,4,NA,NA,4,NA,NA,4.38833549187224,-213.588424530293,0.415208842212338,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,5,NA,NA,5,NA,NA,4.33086149179778,-214.149312753407,0.236312760456153,5,"success",NA
46,1046,1,"9df354b439dcb34c0723dc7a22427817","constant_B",600,6,NA,NA,6,NA,NA,4.35962749901199,-214.602177378164,0.156690341485276,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,1,NA,NA,1,NA,NA,4.1083139523579,-206.019406452459,0.198630135368288,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,2,NA,NA,2,NA,NA,4.16031158485575,-205.446011824809,0.148269651335542,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,3,NA,NA,3,NA,NA,4.22031019961412,-205.367988647984,0.108341187921827,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,4,NA,NA,4,NA,NA,4.24346087790554,-204.845400925752,0.48241782707305,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,5,NA,NA,5,NA,NA,4.2803082090837,-204.937545641825,0.269714131921278,5,"success",NA
47,1047,2,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B",600,6,NA,NA,6,NA,NA,4.13796849738145,-205.294218343113,0.259139304138837,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,1,NA,NA,1,NA,NA,3.63754814284634,-201.20014852259,0.206621456192846,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,2,NA,NA,2,NA,NA,3.55316040808939,-200.651870603437,0.178522379440706,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,3,NA,NA,3,NA,NA,3.65756690585996,-201.295943395834,0.626867015973899,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,4,NA,NA,4,NA,NA,3.55103184724005,-201.050664802573,0.148361896398038,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,5,NA,NA,5,NA,NA,3.49002093539628,-200.845749718752,0.229619173786973,5,"success",NA
48,1048,2,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B",600,6,NA,NA,6,NA,NA,3.54002529146257,-200.62916212562,0.151898014633951,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,1,NA,NA,1,NA,NA,3.14093783947122,-182.338033436235,0.140319600866112,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,2,NA,NA,2,NA,NA,3.19334520667252,-182.373231323541,0.092963641604499,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,3,NA,NA,3,NA,NA,3.28364723700146,-182.490052873922,0.243089631291129,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,4,NA,NA,4,NA,NA,3.22504198388389,-182.258603533024,0.149829807112785,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,5,NA,NA,5,NA,NA,3.15003405543802,-182.448438877706,0.0479699219059107,5,"success",NA
49,1049,1,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B",600,6,NA,NA,6,NA,NA,3.25041421524712,-182.239319837673,0.204676094208047,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,1,NA,NA,1,NA,NA,3.82065203685575,-209.27268024697,0.37876813653741,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,2,NA,NA,2,NA,NA,3.89625686218582,-209.716098031361,0.276834297489927,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,3,NA,NA,3,NA,NA,3.89913742699913,-209.612213379834,0.204346150643456,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,4,NA,NA,4,NA,NA,3.84499285341693,-209.609909274882,0.157055538988572,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,5,NA,NA,5,NA,NA,3.78661271786103,-209.868667542062,0.0535165992069504,5,"success",NA
50,1050,1,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B",600,6,NA,NA,6,NA,NA,3.88090755553959,-209.740543539841,0.263281845389607,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,1,NA,NA,1,NA,NA,3.52294927654155,-226.740371549883,0.166472276910207,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,2,NA,NA,2,NA,NA,3.63518011086918,-227.679716134014,0.284957563220544,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,3,NA,NA,3,NA,NA,3.52044140521957,-225.974921382021,0.299484481039577,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,4,NA,NA,4,NA,NA,3.46116481795677,-226.595821374554,0.181983716778745,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,5,NA,NA,5,NA,NA,3.55572280840267,-226.409485976697,0.562342821437959,5,"success",NA
51,1051,1,"900920f25b406cb0530e847b193e6c9b","constant_B",600,6,NA,NA,6,NA,NA,3.49907916964618,-226.456428051439,0.215616811984053,5,"success",NA
52,1052,1,"94c869cc26cd44cd9de1033132a41b1b","constant_B",600,1,NA,NA,1,NA,NA,3.96485144121378,-215.07357069679,0.152266366210949,5,"success",NA
52,1052,1,"94c869cc26cd44cd9de1033132a41b1b","constant_B",600,2,NA,NA,2,NA,NA,3.93818249552188,-214.739441383043,0.630810379872176,5,"success",NA
52,1052,1,"94c869cc26cd44cd9de1033132a41b1b","constant_B",600,3,NA,NA,3,NA,NA,3.98310872175329,-214.867789820371,0.23707309102887,5,"success",NA
