"experiment","task_id","week","B_true","B_gamma_sampled_trajectory","B_constant","trajectory_seed","is_time_zero"
4,1,0,4,4.35032977730012,4.04534940404491,21260900,TRUE
4,1,0.142857142857143,4,4.26378134770072,4.04534940404491,21260900,FALSE
4,1,0.285714285714286,4,3.84561101707133,4.04534940404491,21260900,FALSE
4,1,0.428571428571429,4,3.51261925169362,4.04534940404491,21260900,FALSE
4,1,0.571428571428571,4,3.56996539377469,4.04534940404491,21260900,FALSE
4,1,0.714285714285714,4,3.99291169129636,4.04534940404491,21260900,FALSE
4,1,0.857142857142857,4,3.95676906074097,4.04534940404491,21260900,FALSE
4,1,1,4,4.00549538567173,4.04534940404491,21260900,FALSE
4,1,1.14285714285714,4,4.27552460160303,4.04534940404491,21260900,FALSE
4,1,1.28571428571429,4,4.40454787632656,4.04534940404491,21260900,FALSE
4,1,1.42857142857143,4,4.54614797677129,4.04534940404491,21260900,FALSE
4,1,1.57142857142857,4,3.86553167848925,4.04534940404491,21260900,FALSE
4,1,1.71428571428571,4,3.94249372243059,4.04534940404491,21260900,FALSE
4,1,1.85714285714286,4,3.82215133189006,4.04534940404491,21260900,FALSE
4,1,2,4,3.7561541277878,4.04534940404491,21260900,FALSE
4,1,2.14285714285714,4,3.70002428754142,4.04534940404491,21260900,FALSE
4,1,2.28571428571429,4,3.35709378155271,4.04534940404491,21260900,FALSE
4,1,2.42857142857143,4,3.3269713232263,4.04534940404491,21260900,FALSE
4,1,2.57142857142857,4,3.57856284683904,4.04534940404491,21260900,FALSE
4,1,2.71428571428571,4,4.22374186780888,4.04534940404491,21260900,FALSE
4,1,2.85714285714286,4,4.39075311612237,4.04534940404491,21260900,FALSE
4,1,3,4,4.18639872211038,4.04534940404491,21260900,FALSE
4,1,3.14285714285714,4,4.40460721763037,4.04534940404491,21260900,FALSE
4,1,3.28571428571429,4,3.95956773288044,4.04534940404491,21260900,FALSE
4,1,3.42857142857143,4,4.02918144027143,4.04534940404491,21260900,FALSE
4,1,3.57142857142857,4,3.8030417104746,4.04534940404491,21260900,FALSE
4,1,3.71428571428571,4,3.77290495639946,4.04534940404491,21260900,FALSE
4,1,3.85714285714286,4,3.74417801881185,4.04534940404491,21260900,FALSE
4,1,4,4,3.58252278876614,4.04534940404491,21260900,FALSE
4,1,4.14285714285714,4,3.79471582115243,4.04534940404491,21260900,FALSE
4,1,4.28571428571429,4,3.48380987672778,4.04534940404491,21260900,FALSE
4,1,4.42857142857143,4,3.65772332238867,4.04534940404491,21260900,FALSE
4,1,4.57142857142857,4,3.68498342103875,4.04534940404491,21260900,FALSE
4,1,4.71428571428571,4,3.56123962582577,4.04534940404491,21260900,FALSE
4,1,4.85714285714286,4,3.38932382937479,4.04534940404491,21260900,FALSE
4,1,5,4,3.13630069725876,4.04534940404491,21260900,FALSE
4,1,5.14285714285714,2,2.81051714917739,4.04534940404491,21260900,FALSE
4,1,5.28571428571429,2,2.74364863673054,4.04534940404491,21260900,FALSE
4,1,5.42857142857143,2,2.90561104942379,4.04534940404491,21260900,FALSE
4,1,5.57142857142857,2,2.62389203629434,4.04534940404491,21260900,FALSE
4,1,5.71428571428571,2,2.5130143219642,4.04534940404491,21260900,FALSE
4,1,5.85714285714286,2,2.4430025448517,4.04534940404491,21260900,FALSE
4,1,6,2,2.4048331610143,4.04534940404491,21260900,FALSE
4,1,6.14285714285714,2,2.45711463819408,4.04534940404491,21260900,FALSE
4,1,6.28571428571429,2,2.39643781430744,4.04534940404491,21260900,FALSE
4,1,6.42857142857143,2,2.49171012801833,4.04534940404491,21260900,FALSE
4,1,6.57142857142857,2,2.46390062838611,4.04534940404491,21260900,FALSE
4,1,6.71428571428571,2,2.26658940618075,4.04534940404491,21260900,FALSE
4,1,6.85714285714286,2,2.56806388343739,4.04534940404491,21260900,FALSE
4,1,7,2,2.74418190425355,4.04534940404491,21260900,FALSE
4,1,7.14285714285714,2,2.7346577669871,4.04534940404491,21260900,FALSE
4,1,7.28571428571429,2,2.44378187250609,4.04534940404491,21260900,FALSE
4,1,7.42857142857143,2,2.75550524589116,4.04534940404491,21260900,FALSE
4,1,7.57142857142857,2,2.79278697212374,4.04534940404491,21260900,FALSE
4,1,7.71428571428571,2,2.57056856983813,4.04534940404491,21260900,FALSE
4,1,7.85714285714286,2,2.34006695130648,4.04534940404491,21260900,FALSE
4,1,8,2,2.25091778401638,4.04534940404491,21260900,FALSE
4,1,8.14285714285714,2,2.20881901469979,4.04534940404491,21260900,FALSE
4,1,8.28571428571428,2,2.07365053892451,4.04534940404491,21260900,FALSE
4,1,8.42857142857143,2,1.95916847490288,4.04534940404491,21260900,FALSE
4,1,8.57142857142857,2,1.85449804961819,4.04534940404491,21260900,FALSE
4,1,8.71428571428571,2,1.80089715042197,4.04534940404491,21260900,FALSE
4,1,8.85714285714286,2,1.66262675762776,4.04534940404491,21260900,FALSE
4,1,9,2,1.75518451850792,4.04534940404491,21260900,FALSE
4,1,9.14285714285714,2,1.69037591650599,4.04534940404491,21260900,FALSE
4,1,9.28571428571428,2,1.81596615059777,4.04534940404491,21260900,FALSE
4,1,9.42857142857143,2,1.78289103830189,4.04534940404491,21260900,FALSE
4,1,9.57142857142857,2,1.9133146540598,4.04534940404491,21260900,FALSE
4,1,9.71428571428571,2,1.8736240954456,4.04534940404491,21260900,FALSE
4,1,9.85714285714286,2,1.93887231830277,4.04534940404491,21260900,FALSE
4,1,10,2,2.22590735907648,4.04534940404491,21260900,FALSE
