"experiment","task_id","illustration_role","observed_data_md5","simulated_data_md5","B0_hat","sigma_beta_hat","constant_B_hat","Np_filter","gamma_filter_seed","constant_filter_seed","gamma_filter_logLik","constant_filter_logLik","saved_gamma_final_pf_logLik","saved_constant_final_pf_logLik","retained_B_max_abs_diff_current_rerun","gamma_RMSE","gamma_RMSE_empirical_percentile","gamma_after_week5_error","gamma_abs_after_week5_error_empirical_percentile","constant_RMSE","constant_RMSE_empirical_percentile","filtering_mean_conditioning","conditioned_trajectory_conditioning","trajectory_selection_rule","gamma_B_and_I_share_one_ancestry","parameter_uncertainty_integrated","R_version","pomp_version","generated_at_utc"
4,1,"previously_designated_primary_illustration","64a1b5c02bdecc100b37ee56029391d3","ee3643ba7c41e2ac38cd14f3100aa01c",4.35032977730012,0.206674783764282,4.04534940404491,50000,21260900,22160628,-184.831298243977,-197.663602070577,-184.847710562296,-198.360447686619,0.0119826645915238,0.446445438892575,0.275,0.34842533999419,0.74,1.44663588250017,0.93,"Y_1:n_at_each_observation_time","Y_1:70_via_final_particle_filter_genealogy","one_seeded_ancestry_trajectory_returned_by_filter_traj;no_visual_or_truth_based_screening",TRUE,FALSE,"R version 4.5.2 (2025-10-31)","6.4","2026-08-20 02:31:31 UTC"
4,117,"previously_designated_second_illustration","64dffb15867fda5ef262e2caf0e46bbf","e4dd0dd3d86961ebadd98d8850771d0c",3.61026637785311,0.345283889826574,3.38780993855149,50000,137260900,138160628,-184.252873740588,-212.954092189599,-184.241573557222,-215.163284471165,0.0326506188624327,0.559857915496754,0.7,-0.425795522894079,0.85,1.07256540520348,0.265,"Y_1:n_at_each_observation_time","Y_1:70_via_final_particle_filter_genealogy","one_seeded_ancestry_trajectory_returned_by_filter_traj;no_visual_or_truth_based_screening",TRUE,FALSE,"R version 4.5.2 (2025-10-31)","6.4","2026-08-20 02:31:47 UTC"
