"experiment","task_id","observed_data_md5","simulated_data_md5","B0_hat","sigma_beta_hat","constant_B_hat","Np_filter","gamma_filter_seed","constant_filter_seed","gamma_filter_logLik","constant_filter_logLik","saved_gamma_final_pf_logLik","saved_constant_final_pf_logLik","retained_B_max_abs_diff_current_rerun","gamma_B_filtering_mean_source","infectious_filtering_mean_source","R_version","pomp_version","gamma_forward_seed","constant_forward_seed","forward_selection_rule","figure6_conditioning","figure9_conditioning","parameter_uncertainty_integrated","generated_at_utc"
4,1,"64a1b5c02bdecc100b37ee56029391d3","ee3643ba7c41e2ac38cd14f3100aa01c",4.35032977730012,0.206674783764282,4.04534940404491,50000,21260900,22160628,-184.831298243977,-197.663602070577,-184.847710562296,-198.360447686619,0.0119826645915238,"retained_primary_metric_output","rerun_final_particle_filters","R version 4.5.2 (2025-10-31)","6.4",21360900,22260628,"first_realization_from_prespecified_seed_offset","Y_1:n_at_each_observation_time","none_after_fitted_parameters_are_fixed",FALSE,"2026-08-19 18:20:59 UTC"
