"week",".id","S","I","R","H","reports"
0.142857142857143,"1",9986,10,4,4,0
0.285714285714286,"1",9981,12,7,5,4
0.428571428571429,"1",9971,16,13,10,5
0.571428571428571,"1",9967,14,19,4,3
0.714285714285714,"1",9957,15,28,10,11
0.857142857142857,"1",9955,11,34,2,1
1,"1",9943,20,37,12,15
1.14285714285714,"1",9933,25,42,10,5
1.28571428571429,"1",9919,31,50,14,9
1.42857142857143,"1",9893,41,66,26,13
1.57142857142857,"1",9869,45,86,24,17
1.71428571428571,"1",9841,49,110,28,10
1.85714285714286,"1",9813,54,133,28,19
2,"1",9784,55,161,29,23
2.14285714285714,"1",9748,67,185,36,11
2.28571428571429,"1",9703,83,214,45,25
2.42857142857143,"1",9640,98,262,63,14
2.57142857142857,"1",9590,102,308,50,26
2.71428571428571,"1",9514,145,341,76,34
2.85714285714286,"1",9412,167,421,102,59
3,"1",9343,160,497,69,38
3.14285714285714,"1",9264,156,580,79,51
3.28571428571429,"1",9185,159,656,79,49
3.42857142857143,"1",9084,192,724,101,70
3.57142857142857,"1",8951,243,806,133,51
3.71428571428571,"1",8824,268,908,127,42
3.85714285714286,"1",8704,268,1028,120,49
4,"1",8572,276,1152,132,93
4.14285714285714,"1",8416,317,1267,156,33
4.28571428571429,"1",8253,358,1389,163,109
4.42857142857143,"1",8093,381,1526,160,87
4.57142857142857,"1",7904,424,1672,189,122
4.71428571428571,"1",7686,469,1845,218,151
4.85714285714286,"1",7473,501,2026,213,170
5,"1",7283,483,2234,190,53
5.14285714285714,"1",7206,373,2421,77,46
5.28571428571429,"1",7143,276,2581,63,25
5.42857142857143,"1",7096,215,2689,47,29
5.57142857142857,"1",7057,180,2763,39,21
5.71428571428571,"1",7024,151,2825,33,12
5.85714285714286,"1",7001,125,2874,23,16
6,"1",6983,83,2934,18,15
6.14285714285714,"1",6958,78,2964,25,10
6.28571428571429,"1",6943,64,2993,15,5
6.42857142857143,"1",6930,52,3018,13,5
6.57142857142857,"1",6922,45,3033,8,5
6.71428571428571,"1",6914,35,3051,8,8
6.85714285714286,"1",6905,29,3066,9,4
7,"1",6898,25,3077,7,3
7.14285714285714,"1",6894,19,3087,4,3
7.28571428571429,"1",6890,15,3095,4,1
7.42857142857143,"1",6885,16,3099,5,3
7.57142857142857,"1",6879,19,3102,6,1
7.71428571428571,"1",6875,14,3111,4,3
7.85714285714286,"1",6874,8,3118,1,1
8,"1",6871,9,3120,3,2
8.14285714285714,"1",6870,6,3124,1,0
8.28571428571428,"1",6870,4,3126,0,0
8.42857142857143,"1",6866,8,3126,4,3
8.57142857142857,"1",6864,8,3128,2,4
8.71428571428571,"1",6861,9,3130,3,3
8.85714285714286,"1",6860,5,3135,1,0
9,"1",6860,3,3137,0,0
9.14285714285714,"1",6859,3,3138,1,0
9.28571428571428,"1",6859,3,3138,0,0
9.42857142857143,"1",6858,3,3139,1,0
9.57142857142857,"1",6856,4,3140,2,0
9.71428571428571,"1",6855,4,3141,1,0
9.85714285714286,"1",6854,4,3142,1,1
10,"1",6854,4,3142,0,0
