"week","reports"
0.142857142857143,11
0.285714285714286,10
0.428571428571429,11
0.571428571428571,14
0.714285714285714,2
0.857142857142857,6
1,20
1.14285714285714,25
1.28571428571429,20
1.42857142857143,33
1.57142857142857,22
1.71428571428571,51
1.85714285714286,16
2,10
2.14285714285714,65
2.28571428571429,41
2.42857142857143,64
2.57142857142857,45
2.71428571428571,49
2.85714285714286,53
3,104
3.14285714285714,41
3.28571428571429,90
3.42857142857143,70
3.57142857142857,151
3.71428571428571,97
3.85714285714286,70
4,133
4.14285714285714,75
4.28571428571429,49
4.42857142857143,64
4.57142857142857,80
4.71428571428571,92
4.85714285714286,111
5,111
5.14285714285714,27
5.28571428571429,13
5.42857142857143,18
5.57142857142857,8
5.71428571428571,23
5.85714285714286,12
6,2
6.14285714285714,4
6.28571428571429,9
6.42857142857143,1
6.57142857142857,2
6.71428571428571,1
6.85714285714286,0
7,1
7.14285714285714,4
7.28571428571429,0
7.42857142857143,1
7.57142857142857,0
7.71428571428571,2
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
