"task_id","mif_seed","start_B0","start_sigma_beta","B0_hat","sigma_beta_hat","logLik","logLik_se","successful_pf_evals"
5,20260628,4,0.3,4.45754075066788,0.213522223595605,-197.498564153087,0.0143905956135264,5
