"week","reports"
0.142857142857143,1
0.285714285714286,10
0.428571428571429,7
0.571428571428571,14
0.714285714285714,4
0.857142857142857,8
1,23
1.14285714285714,3
1.28571428571429,2
1.42857142857143,14
1.57142857142857,6
1.71428571428571,27
1.85714285714286,17
2,31
2.14285714285714,9
2.28571428571429,27
2.42857142857143,31
2.57142857142857,29
2.71428571428571,42
2.85714285714286,37
3,49
3.14285714285714,49
3.28571428571429,84
3.42857142857143,53
3.57142857142857,105
3.71428571428571,99
3.85714285714286,117
4,135
4.14285714285714,135
4.28571428571429,190
4.42857142857143,77
4.57142857142857,80
4.71428571428571,70
4.85714285714286,144
5,111
5.14285714285714,41
5.28571428571429,29
5.42857142857143,19
5.57142857142857,14
5.71428571428571,6
5.85714285714286,9
6,8
6.14285714285714,4
6.28571428571429,2
6.42857142857143,5
6.57142857142857,0
6.71428571428571,6
6.85714285714286,0
7,3
7.14285714285714,0
7.28571428571429,0
7.42857142857143,0
7.57142857142857,0
7.71428571428571,1
7.85714285714286,0
8,0
8.14285714285714,0
8.28571428571428,0
8.42857142857143,0
8.57142857142857,0
8.71428571428571,0
8.85714285714286,0
9,0
9.14285714285714,0
9.28571428571428,0
9.42857142857143,0
9.57142857142857,0
9.71428571428571,0
9.85714285714286,0
10,0
